Gene	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	gene_id.84	gene_type.84	chr	start	stop	loc.84	gene_name.107	gene_type.107	chr.107	start.107	stop.107	loc.107	gene_id.107
AARS2	AARS2	1682.41164545845	0.0160706189841261	0.03711645315036	0.432978305309063	0.665030530792137	0.877608524254221	ENSG00000124608	protein_coding	chr6	44299654	44313326	chr6:44299654	AARS2	protein_coding	chr6	44298731	44313347	chr6:44298731	ENSG00000124608
AARSD1	AARSD1	1385.36251894589	0.0034677772738241	0.0344340817577483	0.100707702857323	0.919782496469331	0.976320098735725	ENSG00000266967	protein_coding	chr17	42950526	42964498	chr17:42950526	AARSD1	protein_coding	chr17	42950526	42964498	chr17:42950526	ENSG00000266967
AASDH	AASDH	1285.23375392603	-0.108716851001876	0.0431806990996102	-2.5177186397813	0.0118117634322033	0.15234814958928	ENSG00000157426	protein_coding	chr4	56338287	56387508	chr4:56338287	AASDH	protein_coding	chr4	56338287	56387508	chr4:56338287	ENSG00000157426
AASDHPPT	AASDHPPT	4287.01952710155	-0.0136809358660075	0.0430290239255624	-0.317946693136119	0.75052537289908	0.912699571107928	ENSG00000149313	protein_coding	chr11	106075501	106098710	chr11:106075501	AASDHPPT	protein_coding	chr11	106075501	106098699	chr11:106075501	ENSG00000149313
AATF	AATF	7025.9085297596	0.072254193784565	0.0337203673455134	2.1427463421207	0.0321334720188357	0.246266271654507	ENSG00000275700	protein_coding	chr17	36948875	37056871	chr17:36948875	AATF	protein_coding	chr17	36948925	37056871	chr17:36948925	ENSG00000275700
ABALON	ABALON	146.379359667678	0.0495249758830681	0.0689086782143214	0.718704482025244	0.472323021148782	0.779210154222836	ENSG00000281376	antisense	chr20	31721507	31723409	chr20:31721507	ABALON	lncRNA	chr20	31721507	31723409	chr20:31721507	ENSG00000281376
ABCA3	ABCA3	353.703664174732	-0.101659518876549	0.109582772360709	-0.927696176018622	0.353565192623668	0.699905928022115	ENSG00000167972	protein_coding	chr16	2275881	2340746	chr16:2275881	ABCA3	protein_coding	chr16	2275881	2340746	chr16:2275881	ENSG00000167972
ABCA5	ABCA5	2409.73063798153	-0.134358527817033	0.0662243225552174	-2.02883959598086	0.0424746308127658	0.278457413976155	ENSG00000154265	protein_coding	chr17	69244311	69327244	chr17:69244311	ABCA5	protein_coding	chr17	69244311	69327244	chr17:69244311	ENSG00000154265
ABCA6	ABCA6	1774.83297800169	0.207413307086453	0.127686366970373	1.62439665257748	0.10429118104444	0.417846031909555	ENSG00000154262	protein_coding	chr17	69078702	69141888	chr17:69078702	ABCA6	protein_coding	chr17	69078702	69141895	chr17:69078702	ENSG00000154262
ABCA7	ABCA7	836.497822734554	-0.0674913987855548	0.0848336604026757	-0.795573342765085	0.426280065822721	0.750644745918171	ENSG00000064687	protein_coding	chr19	1040101	1065572	chr19:1040101	ABCA7	protein_coding	chr19	1039997	1065572	chr19:1039997	ENSG00000064687
ABCB10	ABCB10	2691.25639819813	0.0254599225354527	0.0588589155802424	0.432558471124789	0.665335565094316	0.87766909086916	ENSG00000135776	protein_coding	chr1	229516582	229558695	chr1:229516582	ABCB10	protein_coding	chr1	229516582	229558707	chr1:229516582	ENSG00000135776
ABCB4	ABCB4	697.932498676774	-0.0327731056272417	0.0907080158883308	-0.361303301657355	0.717872725824909	0.898283790356371	ENSG00000005471	protein_coding	chr7	87401697	87480435	chr7:87401697	ABCB4	protein_coding	chr7	87401696	87480435	chr7:87401696	ENSG00000005471
ABCB6	ABCB6	1308.0753805717	0.0694262116733989	0.0473747816539861	1.46546768659476	0.142793362204891	0.479063500103601	ENSG00000115657	protein_coding	chr2	219209768	219218990	chr2:219209768	ABCB6	protein_coding	chr2	219209772	219218994	chr2:219209772	ENSG00000115657
ABCB7	ABCB7	3780.35853474174	-0.0804207667817913	0.0432167896155012	-1.86086859984957	0.0627627350037024	0.331807270874341	ENSG00000131269	protein_coding	chrX	75053172	75156732	chrX:75053172	ABCB7	protein_coding	chrX	75051048	75156732	chrX:75051048	ENSG00000131269
ABCB8	ABCB8	1017.66108928671	0.0328593617277854	0.0604665153288965	0.543430716141867	0.586833281905733	0.840251764864081	ENSG00000197150	protein_coding	chr7	151028422	151047782	chr7:151028422	ABCB8	protein_coding	chr7	151028422	151047782	chr7:151028422	ENSG00000197150
ABCC1	ABCC1	6800.70524092662	-0.0163239103897261	0.0420215035287114	-0.388465643038515	0.697671474510746	0.891308324146652	ENSG00000103222	protein_coding	chr16	15949577	16143074	chr16:15949577	ABCC1	protein_coding	chr16	15949138	16143257	chr16:15949138	ENSG00000103222
ABCC10	ABCC10	905.326427689705	0.0917023917439053	0.0557738186543149	1.64418348889243	0.100138306437507	0.410115681723695	ENSG00000124574	protein_coding	chr6	43427366	43450430	chr6:43427366	ABCC10	protein_coding	chr6	43427366	43450427	chr6:43427366	ENSG00000124574
ABCC4	ABCC4	4778.62576927815	0.0322995347888524	0.0666297606380419	0.484761381093888	0.627845620029078	0.860271936469691	ENSG00000125257	protein_coding	chr13	95019829	95301446	chr13:95019829	ABCC4	protein_coding	chr13	95019835	95301475	chr13:95019835	ENSG00000125257
ABCC5	ABCC5	474.886217389735	-0.102715897292167	0.0584698437225978	-1.75673288575028	0.0789633493927442	0.368167194757724	ENSG00000114770	protein_coding	chr3	183919934	184018015	chr3:183919934	ABCC5	protein_coding	chr3	183919934	184017939	chr3:183919934	ENSG00000114770
ABCD1	ABCD1	466.328530620651	0.0879055480575419	0.0575049986777377	1.52865924839284	0.126348939770244	0.455244370182989	ENSG00000101986	protein_coding	chrX	153724868	153744762	chrX:153724868	ABCD1	protein_coding	chrX	153724856	153744755	chrX:153724856	ENSG00000101986
ABCD2	ABCD2	759.640148465828	-0.14676356427567	0.113777798606248	-1.28991390300648	0.197080553022643	0.553051947695204	ENSG00000173208	protein_coding	chr12	39550033	39619751	chr12:39550033	ABCD2	protein_coding	chr12	39550033	39619803	chr12:39550033	ENSG00000173208
ABCD3	ABCD3	2264.52773088938	-0.0552994229079297	0.0604716643156979	-0.91446834701347	0.360470802757205	0.705639142454497	ENSG00000117528	protein_coding	chr1	94418455	94518666	chr1:94418455	ABCD3	protein_coding	chr1	94418389	94518666	chr1:94418389	ENSG00000117528
ABCD4	ABCD4	899.69025501652	-0.000449183856681541	0.0455383030583978	-0.0098638690182529	0.992129898822206	0.99799282496008	ENSG00000119688	protein_coding	chr14	74285423	74303056	chr14:74285423	ABCD4	protein_coding	chr14	74285269	74303055	chr14:74285269	ENSG00000119688
ABCE1	ABCE1	13713.6412627306	-0.0416415490179319	0.0485791613036599	-0.857189541779813	0.391340141342844	0.727425763544941	ENSG00000164163	protein_coding	chr4	145097932	145129179	chr4:145097932	ABCE1	protein_coding	chr4	145098288	145129524	chr4:145098288	ENSG00000164163
ABCF1	ABCF1	7379.06979175834	0.0617308868846875	0.035219548771007	1.75274496803051	0.0796457931885564	0.369981177523512	ENSG00000204574	protein_coding	chr6	30571376	30597179	chr6:30571376	ABCF1	protein_coding	chr6	30571393	30597179	chr6:30571393	ENSG00000204574
ABCF2	ABCF2	5996.40686824508	0.0790380613608327	0.0548351611383883	1.44137556487457	0.149478609659443	0.49007234515575	ENSG00000033050	protein_coding	chr7	151207837	151227230	chr7:151207837	ABCF2	protein_coding	chr7	151211484	151227205	chr7:151211484	ENSG00000033050
ABCF3	ABCF3	2302.05512846491	0.0260091894663964	0.0331646185472634	0.784245096301358	0.432896308535843	0.755267210084724	ENSG00000161204	protein_coding	chr3	184186023	184194012	chr3:184186023	ABCF3	protein_coding	chr3	184186095	184194012	chr3:184186095	ENSG00000161204
ABCG1	ABCG1	834.200396095436	0.0051958769918349	0.145530913725494	0.0357029091539656	0.971519250863149	0.991525991686765	ENSG00000160179	protein_coding	chr21	42199689	42297244	chr21:42199689	ABCG1	protein_coding	chr21	42199689	42297244	chr21:42199689	ENSG00000160179
ABHD10	ABHD10	2338.91221560838	-0.0222445811387829	0.0445318740095002	-0.499520436396577	0.617412793359963	0.854829976012645	ENSG00000144827	protein_coding	chr3	111979010	111993363	chr3:111979010	ABHD10	protein_coding	chr3	111979010	111993368	chr3:111979010	ENSG00000144827
ABHD11	ABHD11	328.007184014874	0.191713256572116	0.0504366489313912	3.8010704643146	0.000144072319968355	0.0103952416278344	ENSG00000106077	protein_coding	chr7	73736094	73738867	chr7:73736094	ABHD11	protein_coding	chr7	73736094	73738852	chr7:73736094	ENSG00000106077
ABHD12	ABHD12	2381.0549977344	-0.0375542413920348	0.0380151289918208	-0.987876205815713	0.323213279917079	0.67452728055515	ENSG00000100997	protein_coding	chr20	25294743	25390983	chr20:25294743	ABHD12	protein_coding	chr20	25294742	25390835	chr20:25294742	ENSG00000100997
ABHD13	ABHD13	1332.5714817301	-0.0990675273169012	0.0436870783685137	-2.26766199564175	0.0233498159004146	0.211150954886496	ENSG00000139826	protein_coding	chr13	108218379	108234255	chr13:108218379	ABHD13	protein_coding	chr13	108218392	108234243	chr13:108218392	ENSG00000139826
ABHD14A	ABHD14A	291.627119528916	0.0145327049909523	0.057764753564565	0.251584298281629	0.801362396482831	0.933798893761816	ENSG00000248487	protein_coding	chr3	51971426	51981199	chr3:51971426	ABHD14A	protein_coding	chr3	51971426	51981196	chr3:51971426	ENSG00000248487
ABHD14B	ABHD14B	3308.15574503832	0.0606579514518196	0.048567126002592	1.2489508118842	0.211683065196894	0.568509547197048	ENSG00000114779	protein_coding	chr3	51968510	51983409	chr3:51968510	ABHD14B	protein_coding	chr3	51968510	51983409	chr3:51968510	ENSG00000114779
ABHD15	ABHD15	639.292107418561	-0.056594297355373	0.0800274411183182	-0.707186142209646	0.479450809176851	0.783221606061128	ENSG00000168792	protein_coding	chr17	29560547	29567137	chr17:29560547	ABHD15	protein_coding	chr17	29560547	29567037	chr17:29560547	ENSG00000168792
ABHD16A	ABHD16A	1048.09478973627	-0.0341949786976316	0.0460390563464929	-0.742738479265909	0.457640028386781	0.771156446125269	ENSG00000204427	protein_coding	chr6	31686949	31703444	chr6:31686949	ABHD16A	protein_coding	chr6	31686955	31703356	chr6:31686955	ENSG00000204427
ABHD17A	ABHD17A	3029.24823413396	0.0730756923043726	0.0408606084401671	1.78841419876012	0.0737092072116456	0.356583370403488	ENSG00000129968	protein_coding	chr19	1876810	1885547	chr19:1876810	ABHD17A	protein_coding	chr19	1876810	1885496	chr19:1876810	ENSG00000129968
ABHD17B	ABHD17B	1563.53804119761	-0.0301193015111677	0.0395821565758899	-0.76093129118472	0.446698107437335	0.764237253061769	ENSG00000107362	protein_coding	chr9	71862452	71910931	chr9:71862452	ABHD17B	protein_coding	chr9	71862452	71911193	chr9:71862452	ENSG00000107362
ABHD17C	ABHD17C	270.710040597488	0.156415794757934	0.143038775430886	1.0935202310475	0.274165451277033	0.632007785259178	ENSG00000136379	protein_coding	chr15	80679684	80755621	chr15:80679684	ABHD17C	protein_coding	chr15	80679684	80755621	chr15:80679684	ENSG00000136379
ABHD18	ABHD18	1229.34407295675	-0.0913314707334053	0.0404912086815684	-2.25558766229123	0.024096466604849	0.214551043085871	ENSG00000164074	protein_coding	chr4	127965306	128039711	chr4:127965306	ABHD18	protein_coding	chr4	127965306	128039953	chr4:127965306	ENSG00000164074
ABHD2	ABHD2	4058.99954649359	-0.00629580466532339	0.0461608322924719	-0.136388456460958	0.891514198814731	0.966259178660916	ENSG00000140526	protein_coding	chr15	89087459	89202360	chr15:89087459	ABHD2	protein_coding	chr15	89087459	89202355	chr15:89087459	ENSG00000140526
ABHD3	ABHD3	1045.03704193669	-0.0537022047308928	0.0606296859162436	-0.885741100573723	0.375757055163557	0.716582913959722	ENSG00000158201	protein_coding	chr18	21650897	21704805	chr18:21650897	ABHD3	protein_coding	chr18	21650901	21704780	chr18:21650901	ENSG00000158201
ABHD4	ABHD4	2284.0714339773	-0.0783039043462988	0.0818629163789515	-0.956524734396492	0.338807194155563	0.688101332904264	ENSG00000100439	protein_coding	chr14	22598237	22613215	chr14:22598237	ABHD4	protein_coding	chr14	22598290	22612963	chr14:22598290	ENSG00000100439
ABHD5	ABHD5	654.694564577046	0.110478131844829	0.0570425968978996	1.93676546743783	0.0527740189418243	0.309133335939716	ENSG00000011198	protein_coding	chr3	43690113	43734371	chr3:43690113	ABHD5	protein_coding	chr3	43690108	43734371	chr3:43690108	ENSG00000011198
ABHD6	ABHD6	1080.07738671385	-0.123644753394948	0.0956542024422961	-1.29262228148875	0.196141729427399	0.551932657296736	ENSG00000163686	protein_coding	chr3	58237506	58295693	chr3:58237506	ABHD6	protein_coding	chr3	58237532	58295693	chr3:58237532	ENSG00000163686
ABHD8	ABHD8	769.462025860244	0.152049338971059	0.0558982185871331	2.72011063705094	0.00652600772971701	0.111319662200342	ENSG00000127220	protein_coding	chr19	17292131	17310236	chr19:17292131	ABHD8	protein_coding	chr19	17292131	17310236	chr19:17292131	ENSG00000127220
ABI1	ABI1	7716.33593838688	-0.11324769820639	0.0461171472103783	-2.45565272478313	0.0140628982773228	0.16506747394224	ENSG00000136754	protein_coding	chr10	26746593	26861087	chr10:26746593	ABI1	protein_coding	chr10	26746593	26861087	chr10:26746593	ENSG00000136754
ABI2	ABI2	3571.75004391091	-0.0871800019453533	0.0499998934417064	-1.74360375481588	0.0812282081245754	0.372762980255847	ENSG00000138443	protein_coding	chr2	203328219	203447723	chr2:203328219	ABI2	protein_coding	chr2	203328280	203447728	chr2:203328280	ENSG00000138443
ABI3	ABI3	3306.67770692509	-0.0345077309438821	0.055306836691918	-0.623932464915766	0.532671938449695	0.812502061814682	ENSG00000108798	protein_coding	chr17	49210227	49223225	chr17:49210227	ABI3	protein_coding	chr17	49210411	49223225	chr17:49210411	ENSG00000108798
ABL1	ABL1	4486.23801033344	0.117570953456434	0.0437076778470105	2.68993822705397	0.00714652464730182	0.11655560214065	ENSG00000097007	protein_coding	chr9	130713946	130887675	chr9:130713946	ABL1	protein_coding	chr9	130713016	130887675	chr9:130713016	ENSG00000097007
ABL2	ABL2	910.660756847242	0.0179951834057328	0.0469181761377633	0.383543967116167	0.701316476972378	0.892946039832952	ENSG00000143322	protein_coding	chr1	179099327	179229684	chr1:179099327	ABL2	protein_coding	chr1	179099330	179229684	chr1:179099330	ENSG00000143322
ABLIM1	ABLIM1	4255.09876666911	-0.0633579197770076	0.141565203303275	-0.447552917656439	0.654475889008859	0.872535216271518	ENSG00000099204	protein_coding	chr10	114431113	114685003	chr10:114431113	ABLIM1	protein_coding	chr10	114431112	114768061	chr10:114431112	ENSG00000099204
ABR	ABR	6663.8357391255	-0.0175191510851584	0.0426796988518399	-0.410479725875646	0.681454072855605	0.884988423255357	ENSG00000159842	protein_coding	chr17	1003518	1229021	chr17:1003518	ABR	protein_coding	chr17	1003519	1229738	chr17:1003519	ENSG00000159842
ABRACL	ABRACL	4199.71819857066	-0.0424361041637066	0.0569150808123494	-0.745603863826877	0.455906748162176	0.76996121259044	ENSG00000146386	protein_coding	chr6	139028682	139043302	chr6:139028682	ABRACL	protein_coding	chr6	139028745	139043302	chr6:139028745	ENSG00000146386
ABT1	ABT1	3064.4188968106	0.0499801341219722	0.0340399938089298	1.46827682761977	0.142029042665308	0.478021272933498	ENSG00000146109	protein_coding	chr6	26596952	26600744	chr6:26596952	ABT1	protein_coding	chr6	26596953	26600739	chr6:26596953	ENSG00000146109
ABTB1	ABTB1	486.102184199313	-0.0758628805785122	0.0840683734111365	-0.902395008970909	0.366847071457297	0.711253643957197	ENSG00000114626	protein_coding	chr3	127672935	127680920	chr3:127672935	ABTB1	protein_coding	chr3	127672935	127680926	chr3:127672935	ENSG00000114626
ABTB2	ABTB2	1114.26616672631	0.346056853417674	0.13486900376922	2.56587387573372	0.0102916242194341	0.142882853512931	ENSG00000166016	protein_coding	chr11	34150988	34358008	chr11:34150988	ABTB2	protein_coding	chr11	34150987	34358010	chr11:34150987	ENSG00000166016
AC002310.12	AC002310.12	163.902787366012	0.000320484685824792	0.0582917406412555	0.00549794331579749	0.995613298011919	0.998956752968008	ENSG00000235560	antisense	chr16	30534752	30537144	chr16:30534752	ZNF747-DT	lncRNA	chr16	30534752	30537149	chr16:30534752	ENSG00000235560
AC002467.7	AC002467.7	71.7606279845181	-0.00272908218757899	0.0728875683835194	-0.0374423546854947	0.970132302175899	0.991182609511439	ENSG00000241764	antisense	chr7	107742817	107744581	chr7:107742817	CBLL1-AS1	lncRNA	chr7	107739999	107744581	chr7:107739999	ENSG00000241764
AC003956.1	AC003956.1	13.4573268210849	-0.291821224279856	0.126025965886071	-2.31556427461675	0.0205820713530974	0.198435487279797	ENSG00000268564	antisense	chr19	15124160	15126174	chr19:15124160	ILVBL-AS1	lncRNA	chr19	15124160	15126174	chr19:15124160	ENSG00000268564
AC004381.6	AC004381.6	964.068883792781	-0.0319915274929161	0.0514212004106728	-0.622146648413833	0.533845443636412	0.813137154350028	ENSG00000005189	protein_coding	chr16	20806429	20849668	chr16:20806429	REXO5	protein_coding	chr16	20806429	20849665	chr16:20806429	ENSG00000005189
AC004510.3	AC004510.3	16.2759919642854	0.549576087026497	0.164216171614786	3.34666240006909	0.000817907544904694	0.0341239930129285	ENSG00000267308	lincRNA	chr19	15827045	15835853	chr19:15827045	LINC01764	lncRNA	chr19	15827005	15835853	chr19:15827005	ENSG00000267308
AC005083.1	AC005083.1	363.17454623887	0.110241987610325	0.0961504472854128	1.14655719991695	0.251564674055907	0.610725837104355	ENSG00000233834	processed_transcript	chr7	20217577	20221700	chr7:20217577	MACC1-DT	lncRNA	chr7	20217536	20221702	chr7:20217536	ENSG00000233834
AC005152.3	AC005152.3	8.9897220505689	0.309799334638004	0.219569750988397	1.41093813352448	0.158262856815821	0.501162308429809	ENSG00000228639	lincRNA	chr17	72021851	72034092	chr17:72021851	ROCR	lncRNA	chr17	72021851	72058073	chr17:72021851	ENSG00000228639
AC005154.6	AC005154.6	409.452437512664	0.120622482971605	0.0537058530002334	2.24598393346588	0.0247050370293469	0.216792772138853	ENSG00000196295	processed_transcript	chr7	30516309	30594809	chr7:30516309	GARS1-DT	lncRNA	chr7	30516309	30595286	chr7:30516309	ENSG00000196295
AC005592.2	AC005592.2	12.4923338048052	0.418722812403258	0.202858298986339	2.06411477615444	0.0390068353038743	0.26759387127367	ENSG00000231185	antisense	chr5	142325293	142672001	chr5:142325293	SPRY4-AS1	lncRNA	chr5	142325209	142672001	chr5:142325209	ENSG00000231185
AC005624.2	AC005624.2	11.132345705585	-0.104273736504462	0.167123551860962	-0.623932027193943	0.53267222592775	0.812502061814682	ENSG00000267201	lincRNA	chr19	2458935	2462185	chr19:2458935	LINC01775	lncRNA	chr19	2458935	2462185	chr19:2458935	ENSG00000267201
AC005682.5	AC005682.5	248.726769472382	-0.0112772583848933	0.0585477636025436	-0.192616381753707	0.847259414393252	0.951030147169343	ENSG00000228649	processed_transcript	chr7	22854178	22861579	chr7:22854178	SNHG26	lncRNA	chr7	22854126	22872952	chr7:22854126	ENSG00000228649
AC006145.4	AC006145.4	112.109101877142	-0.0296996285269015	0.043611918093763	-0.680997989197565	0.495872762777909	0.791898286684828	ENSG00000223770	antisense	chr7	82009177	82029955	chr7:82009177	CACNA2D1-AS1	lncRNA	chr7	82009177	82029955	chr7:82009177	ENSG00000223770
AC007246.3	AC007246.3	272.552034577304	-0.20853905557901	0.0905130460606417	-2.30396682749239	0.0212245057903153	0.200252307565299	ENSG00000231312	antisense	chr2	39436637	39665343	chr2:39436637	MAP4K3-DT	lncRNA	chr2	39436530	39665343	chr2:39436530	ENSG00000231312
AC007383.3	AC007383.3	122.003250330233	0.13475241689037	0.0532425179642929	2.53091743295728	0.0113764625193819	0.149805356159677	ENSG00000227946	lincRNA	chr2	206084605	206086564	chr2:206084605	INO80D-AS1	lncRNA	chr2	206084605	206086863	chr2:206084605	ENSG00000227946
AC007386.2	AC007386.2	261.369967289428	0.108134137329054	0.084524577114308	1.2793218377516	0.200783745615327	0.556331888827793	ENSG00000237638	lincRNA	chr2	64901840	64905137	chr2:64901840	LINC02245	lncRNA	chr2	64901840	65056226	chr2:64901840	ENSG00000237638
AC007392.3	AC007392.3	19.4474204747946	-0.0133451026590446	0.11998263929194	-0.111225280072174	0.911437705406984	0.97340237855697	ENSG00000232046	lincRNA	chr2	66574030	66730157	chr2:66574030	LINC01798	lncRNA	chr2	66574030	66731223	chr2:66574030	ENSG00000232046
AC007773.2	AC007773.2	57.1554091330952	0.0345286966580051	0.0931390940342105	0.37072184366881	0.710844718972091	0.896519423890358	ENSG00000267213	antisense	chr19	32390050	32405560	chr19:32390050	DPY19L3-DT	lncRNA	chr19	32390050	32405560	chr19:32390050	ENSG00000267213
AC009005.2	AC009005.2	122.887062065883	-0.166475038575987	0.0988433247880205	-1.68423147372885	0.0921369428653373	0.395780683308082	ENSG00000267751	antisense	chr19	567210	572228	chr19:567210	BSG-AS1	lncRNA	chr19	562360	572228	chr19:562360	ENSG00000267751
AC009133.12	AC009133.12	214.778141782618	-0.00838305895056114	0.0457477553183214	-0.183245251974228	0.85460558950373	0.953266235697972	ENSG00000238045	antisense	chr16	29808636	29821252	chr16:29808636	MVP-DT	lncRNA	chr16	29808636	29821252	chr16:29808636	ENSG00000238045
AC009299.3	AC009299.3	403.268995802023	0.107690809738322	0.0559859726496858	1.92353199634778	0.0544132721539534	0.312688309318525	ENSG00000227403	lincRNA	chr2	161244739	161249050	chr2:161244739	LINC01806	lncRNA	chr2	161244720	161249095	chr2:161244720	ENSG00000227403
AC009403.2	AC009403.2	222.035906966017	0.161650591569198	0.0509942603469	3.16997619868458	0.00152451424854505	0.0500528536277557	ENSG00000216895	antisense	chr7	155611231	155645205	chr7:155611231	RBM33-DT	lncRNA	chr7	155611231	155645205	chr7:155611231	ENSG00000216895
AC009506.1	AC009506.1	97.811216239961	-0.264633510200376	0.0794543809628428	-3.33063459803598	0.000866482616557474	0.0354275859156466	ENSG00000224152	antisense	chr2	159615296	159617082	chr2:159615296	BAZ2B-AS1	lncRNA	chr2	159615292	159618637	chr2:159615292	ENSG00000224152
AC009892.10	AC009892.10	77.2078355075928	-0.0655463985158833	0.11212734266063	-0.584571050740668	0.558836177858423	0.826358616028243	ENSG00000224730	antisense	chr19	54635722	54638892	chr19:54635722	LILRB1-AS1	lncRNA	chr19	54635722	54638892	chr19:54635722	ENSG00000224730
AC009948.5	AC009948.5	856.52647274	-0.0556828649038717	0.0543231972114751	-1.02502922806814	0.305349396742793	0.659698529260484	ENSG00000223960	antisense	chr2	178413939	178440243	chr2:178413939	CHROMR	lncRNA	chr2	178413635	178440243	chr2:178413635	ENSG00000223960
AC010226.4	AC010226.4	61.4760360117628	0.176323501063696	0.0801394285414631	2.20020911395031	0.0277920619748537	0.229560560392967	ENSG00000249249	antisense	chr5	115602057	115620659	chr5:115602057	TICAM2-AS1	lncRNA	chr5	115602057	115623897	chr5:115602057	ENSG00000249249
AC012074.2	AC012074.2	37.7804224874437	0.402264610544147	0.162123147863989	2.48122871930431	0.0130930330378076	0.161246328465765	ENSG00000235072	lincRNA	chr2	25369136	25375845	chr2:25369136	ARNILA	lncRNA	chr2	25369136	25375845	chr2:25369136	ENSG00000235072
AC012146.7	AC012146.7	184.935377925569	0.0763166415566425	0.0889460381793475	0.858010577185692	0.390886622897177	0.727425763544941	ENSG00000234327	processed_transcript	chr17	5111468	5115004	chr17:5111468	ZNF232-AS1	lncRNA	chr17	5097223	5115004	chr17:5097223	ENSG00000234327
AC013264.2	AC013264.2	21.7922731821682	-0.198274907054192	0.141531647352871	-1.40092276718751	0.161237169735128	0.506085896447788	ENSG00000231621	antisense	chr2	197197991	197199273	chr2:197197991	ANKRD44-AS1	lncRNA	chr2	197197927	197199276	chr2:197197927	ENSG00000231621
AC013461.1	AC013461.1	3096.99937190829	0.164743380440047	0.0805053625591898	2.04636530043477	0.0407204433880146	0.273162132128733	ENSG00000091436	protein_coding	chr2	173075435	173268010	chr2:173075435	MAP3K20	protein_coding	chr2	173075435	173268015	chr2:173075435	ENSG00000091436
AC015971.2	AC015971.2	71.1131931087397	-0.230613330488786	0.115098025577468	-2.00362542564702	0.0451102001390879	0.287067037564748	ENSG00000228363	antisense	chr2	86562070	86618766	chr2:86562070	CHMP3-AS1	lncRNA	chr2	86562070	86618766	chr2:86562070	ENSG00000228363
