baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	gene_id.84	Gene	gene_type.84	chr	start	stop	loc.84	gene_name.107	gene_type.107	chr.107	start.107	stop.107	loc.107	gene_id.107
HSPA5	72663.8773307274	0.789423730382865	0.0721021439082848	10.9486859556773	6.74185312014707e-28	6.68072698519107e-25	ENSG00000044574	HSPA5	protein_coding	chr9	125234853	125241330	chr9:125234853	HSPA5	protein_coding	chr9	125234853	125241382	chr9:125234853	ENSG00000044574
ZNF275	1021.07894360444	-0.936915258474165	0.0864174566021812	-10.8417360949098	2.18288744043617e-27	2.0279024321652e-24	ENSG00000063587	ZNF275	protein_coding	chrX	153334155	153360110	chrX:153334155	ZNF275	protein_coding	chrX	153334147	153360110	chrX:153334147	ENSG00000063587
MAN2A2	2693.21515929909	-0.768324579625546	0.071313875186127	-10.7738441869866	4.57491701720639e-27	4.0000921496327e-24	ENSG00000196547	MAN2A2	protein_coding	chr15	90902218	90922584	chr15:90902218	MAN2A2	protein_coding	chr15	90902218	90922584	chr15:90902218	ENSG00000196547
SQSTM1	27772.6514472063	0.641953318305943	0.0600801734487705	10.6849444909364	1.19720653990281e-26	9.88626556061963e-24	ENSG00000161011	SQSTM1	protein_coding	chr5	179806398	179838078	chr5:179806398	SQSTM1	protein_coding	chr5	179806398	179838078	chr5:179806398	ENSG00000161011
PXDN	3485.69425849786	-0.704248683277949	0.0663053216051576	-10.6212995613186	2.37235124691379e-26	1.85592783863824e-23	ENSG00000130508	PXDN	protein_coding	chr2	1631887	1744852	chr2:1631887	PXDN	protein_coding	chr2	1631887	1744852	chr2:1631887	ENSG00000130508
EXOC5	3751.51178636721	-0.76443002060937	0.0737202764428013	-10.3693319870074	3.41906471130451e-25	2.54104889344151e-22	ENSG00000070367	EXOC5	protein_coding	chr14	57200507	57269008	chr14:57200507	EXOC5	protein_coding	chr14	57200507	57268905	chr14:57200507	ENSG00000070367
LONRF1	570.605782422915	-1.21831423638905	0.119432639338289	-10.2008483036049	1.96548194546838e-24	1.39118683987819e-21	ENSG00000154359	LONRF1	protein_coding	chr8	12721894	12756073	chr8:12721894	LONRF1	protein_coding	chr8	12721906	12756073	chr8:12721906	ENSG00000154359
TRIB3	4364.64532379756	0.758827491666165	0.0758558547434832	10.0035454643843	1.47036477048289e-23	9.93431906748075e-21	ENSG00000101255	TRIB3	protein_coding	chr20	362835	397559	chr20:362835	TRIB3	protein_coding	chr20	362835	397559	chr20:362835	ENSG00000101255
DDIT3	2046.3566875818	0.705349234686892	0.0705544058525215	9.99723867225626	1.56705731265244e-23	1.0127278215333e-20	ENSG00000175197	DDIT3	protein_coding	chr12	57516588	57520517	chr12:57516588	DDIT3	protein_coding	chr12	57516588	57521737	chr12:57516588	ENSG00000175197
NPEPL1	3451.70990609115	-0.74438278116047	0.0747741151588966	-9.95508645710673	2.39614513702942e-23	1.48401255486689e-20	ENSG00000215440	NPEPL1	protein_coding	chr20	58689131	58719238	chr20:58689131	NPEPL1	protein_coding	chr20	58689131	58719238	chr20:58689131	ENSG00000215440
DIRC2	428.048238129159	-1.12687607777082	0.114747587518287	-9.82047729405402	9.1907352567747e-23	5.45151598729529e-20	ENSG00000138463	DIRC2	protein_coding	chr3	122794795	122881139	chr3:122794795	SLC49A4	protein_coding	chr3	122795069	122881139	chr3:122795069	ENSG00000138463
MLH3	1066.5158577803	-0.794650108842502	0.0809482929857045	-9.8167617812872	9.53575186152297e-23	5.45151598729529e-20	ENSG00000119684	MLH3	protein_coding	chr14	75013764	75051532	chr14:75013764	MLH3	protein_coding	chr14	75013769	75051532	chr14:75013769	ENSG00000119684
CRTC3	1319.5338560335	-0.816843186832198	0.083333155775931	-9.8021391272947	1.10226194275149e-22	6.06815611742895e-20	ENSG00000140577	CRTC3	protein_coding	chr15	90529925	90645345	chr15:90529925	CRTC3	protein_coding	chr15	90529923	90645345	chr15:90529923	ENSG00000140577
MOB1A	6417.07026030336	-0.624209992420695	0.063814676499283	-9.78160552812186	1.35050979274683e-22	7.16927769978176e-20	ENSG00000114978	MOB1A	protein_coding	chr2	74152528	74178898	chr2:74152528	MOB1A	protein_coding	chr2	74152528	74178898	chr2:74152528	ENSG00000114978
CYFIP2	622.593798752742	-1.08769297641849	0.111478864968433	-9.75694340560868	1.72269051571911e-22	8.82967993987893e-20	ENSG00000055163	CYFIP2	protein_coding	chr5	157266079	157395595	chr5:157266079	CYFIP2	protein_coding	chr5	157266079	157395595	chr5:157266079	ENSG00000055163
SESN2	2469.73191026151	0.693954192048688	0.0717668797958442	9.66956058313786	4.06118043432501e-22	2.0121795325269e-19	ENSG00000130766	SESN2	protein_coding	chr1	28259527	28282491	chr1:28259527	SESN2	protein_coding	chr1	28259518	28282491	chr1:28259518	ENSG00000130766
LRRC41	1404.09215043002	-0.839697537187423	0.0870648004006762	-9.64451228651644	5.18571080847756e-22	2.48646469216808e-19	ENSG00000132128	LRRC41	protein_coding	chr1	46261196	46303608	chr1:46261196	LRRC41	protein_coding	chr1	46261196	46303616	chr1:46261196	ENSG00000132128
ATF3	1606.70227092972	0.994449767895544	0.103372593506591	9.62005241584794	6.57976259316879e-22	3.0562997245269e-19	ENSG00000162772	ATF3	protein_coding	chr1	212565334	212620777	chr1:212565334	ATF3	protein_coding	chr1	212565334	212620777	chr1:212565334	ENSG00000162772
HBEGF	503.495058131101	1.03814929569651	0.108386549630532	9.57821149612525	9.87399124820856e-22	4.44748502767794e-19	ENSG00000113070	HBEGF	protein_coding	chr5	140332843	140346631	chr5:140332843	HBEGF	protein_coding	chr5	140332843	140346603	chr5:140332843	ENSG00000113070
CEBPB	10391.5571301418	0.599730861703055	0.0627828310732411	9.55246603969517	1.26645132340995e-21	5.53662719740161e-19	ENSG00000172216	CEBPB	protein_coding	chr20	50190734	50192689	chr20:50190734	CEBPB	protein_coding	chr20	50190830	50192668	chr20:50190830	ENSG00000172216
MAFK	4143.87478400068	0.593895915790467	0.0626300088323087	9.48260948486561	2.48002138362059e-21	1.05322965274675e-18	ENSG00000198517	MAFK	protein_coding	chr7	1530714	1543043	chr7:1530714	MAFK	protein_coding	chr7	1530702	1543043	chr7:1530702	ENSG00000198517
IER3	3034.71277966714	1.02220773658761	0.108829411369304	9.39275259992746	5.845231800164e-21	2.41343126326771e-18	ENSG00000137331	IER3	protein_coding	chr6	30743199	30744554	chr6:30743199	IER3	protein_coding	chr6	30743199	30744548	chr6:30743199	ENSG00000137331
PTGFRN	1973.23840371031	-0.732224691064548	0.0781267903809099	-9.37226126268032	7.0994928073441e-21	2.8520773267125e-18	ENSG00000134247	PTGFRN	protein_coding	chr1	116910057	116990358	chr1:116910057	PTGFRN	protein_coding	chr1	116909916	116990353	chr1:116909916	ENSG00000134247
SEC24D	3973.31866343641	0.626058682212716	0.0673796418054127	9.29151098815168	1.52113326692796e-20	5.95003286305715e-18	ENSG00000150961	SEC24D	protein_coding	chr4	118722823	118838683	chr4:118722823	SEC24D	protein_coding	chr4	118722823	118838683	chr4:118722823	ENSG00000150961
TMPO	7413.1007261106	-0.523183845865541	0.0570529656242625	-9.17014286884065	4.72392540830944e-20	1.8004212120285e-17	ENSG00000120802	TMPO	protein_coding	chr12	98515512	98550379	chr12:98515512	TMPO	protein_coding	chr12	98515579	98550351	chr12:98515579	ENSG00000120802
HMCN1	5255.30557905946	-0.568886620902913	0.062243215419869	-9.13973703102292	6.26043754568358e-20	2.32637859197602e-17	ENSG00000143341	HMCN1	protein_coding	chr1	185734551	186190949	chr1:185734551	HMCN1	protein_coding	chr1	185734391	186190949	chr1:185734391	ENSG00000143341
RASD1	1393.12636255802	0.833860237934556	0.0917113841313927	9.09222171088275	9.70355755170239e-20	3.51789462069523e-17	ENSG00000108551	RASD1	protein_coding	chr17	17494437	17496395	chr17:17494437	RASD1	protein_coding	chr17	17494437	17496395	chr17:17494437	ENSG00000108551
VPS54	1195.8505371117	-0.807824166983511	0.0890468208689201	-9.07190351211589	1.16955647322474e-19	4.13911605190776e-17	ENSG00000143952	VPS54	protein_coding	chr2	63892146	64019072	chr2:63892146	VPS54	protein_coding	chr2	63892146	64019428	chr2:63892146	ENSG00000143952
ULK2	625.313130630184	-0.895008290741807	0.0989085906815223	-9.04884282118286	1.44491391728173e-19	4.99469778290131e-17	ENSG00000083290	ULK2	protein_coding	chr17	19770829	19867936	chr17:19770829	ULK2	protein_coding	chr17	19770829	19867936	chr17:19770829	ENSG00000083290
ZDHHC20	5327.02707678007	-0.800138392890845	0.088757372952662	-9.01489494644678	1.97059241646114e-19	6.65701947233601e-17	ENSG00000180776	ZDHHC20	protein_coding	chr13	21372573	21459370	chr13:21372573	ZDHHC20	protein_coding	chr13	21348784	21459370	chr13:21348784	ENSG00000180776
MIR22HG	1892.99661587745	0.745702349020464	0.0827940428175689	9.00671502010802	2.12320901821745e-19	7.01319529928537e-17	ENSG00000186594	MIR22HG	lincRNA	chr17	1711493	1717174	chr17:1711493	MIR22HG	lncRNA	chr17	1711447	1717174	chr17:1711447	ENSG00000186594
ADM2	577.362013451372	0.92108904709925	0.102942690200911	8.94759059921187	3.63325729060209e-19	1.17401600798934e-16	ENSG00000128165	ADM2	protein_coding	chr22	50481556	50486440	chr22:50481556	ADM2	protein_coding	chr22	50481543	50486440	chr22:50481543	ENSG00000128165
AFAP1L2	715.337575651431	-0.877007408525215	0.0983301088733751	-8.91901187310373	4.70466936289691e-19	1.48787671085318e-16	ENSG00000169129	AFAP1L2	protein_coding	chr10	114294824	114404756	chr10:114294824	AFAP1L2	protein_coding	chr10	114294824	114404756	chr10:114294824	ENSG00000169129
AMZ2	2676.6467909635	-0.627015215166526	0.0707960318677287	-8.85664349575419	8.24597192214574e-19	2.45136253301549e-16	ENSG00000196704	AMZ2	protein_coding	chr17	68247574	68257164	chr17:68247574	AMZ2	protein_coding	chr17	68205481	68257712	chr17:68205481	ENSG00000196704
GABBR1	250.294199652329	-1.35109868140733	0.152526451602071	-8.85812701479634	8.13699755037287e-19	2.45136253301549e-16	ENSG00000204681	GABBR1	protein_coding	chr6	29555629	29633976	chr6:29555629	GABBR1	protein_coding	chr6	29555629	29633976	chr6:29555629	ENSG00000204681
PPP1R15A	5535.11067755151	0.661170154016082	0.0746369831869743	8.8584790781237	8.11134571379415e-19	2.45136253301549e-16	ENSG00000087074	PPP1R15A	protein_coding	chr19	48872392	48876057	chr19:48872392	PPP1R15A	protein_coding	chr19	48872421	48876058	chr19:48872421	ENSG00000087074
HYOU1	19863.8752050987	0.594262312748431	0.0681086760490122	8.72520723087892	2.65693628596004e-18	7.7436668538255e-16	ENSG00000149428	HYOU1	protein_coding	chr11	119044189	119057202	chr11:119044189	HYOU1	protein_coding	chr11	119044188	119057227	chr11:119044188	ENSG00000149428
RIN3	329.059154785495	-1.22303828250176	0.140357236383902	-8.71375294934234	2.93976671277932e-18	8.40321008052921e-16	ENSG00000100599	RIN3	protein_coding	chr14	92513774	92688994	chr14:92513774	RIN3	protein_coding	chr14	92513781	92688994	chr14:92513781	ENSG00000100599
TXNRD1	18084.8179631342	0.549558534436916	0.0631310023747528	8.70505003507904	3.17434685872384e-18	8.90254560529645e-16	ENSG00000198431	TXNRD1	protein_coding	chr12	104215779	104350305	chr12:104215779	TXNRD1	protein_coding	chr12	104215779	104350307	chr12:104215779	ENSG00000198431
AGPAT3	3314.44327356262	-0.561250648977882	0.0645685936612731	-8.692316452209	3.55123274577834e-18	9.7750969506017e-16	ENSG00000160216	AGPAT3	protein_coding	chr21	43865186	43986536	chr21:43865186	AGPAT3	protein_coding	chr21	43865223	43987592	chr21:43865223	ENSG00000160216
SSH1	1742.80836386244	-0.698527140607093	0.0806945407821876	-8.65643615833408	4.86743472841108e-18	1.31544636005641e-15	ENSG00000084112	SSH1	protein_coding	chr12	108778192	108857590	chr12:108778192	SSH1	protein_coding	chr12	108778191	108857590	chr12:108778191	ENSG00000084112
SEPN1	2229.93960902078	-0.773884012636308	0.0894861914014594	-8.64808302282588	5.23717249485864e-18	1.39009521363534e-15	ENSG00000162430	SEPN1	protein_coding	chr1	25800176	25818224	chr1:25800176	SELENON	protein_coding	chr1	25800193	25818221	chr1:25800193	ENSG00000162430
CABLES2	1959.86125920978	-0.635554661222054	0.0738447175176951	-8.60663677222082	7.52353680639626e-18	1.96192721211007e-15	ENSG00000149679	CABLES2	protein_coding	chr20	62388632	62407285	chr20:62388632	CABLES2	protein_coding	chr20	62388634	62407285	chr20:62388634	ENSG00000149679
ACADSB	514.517048774423	-0.929036374144293	0.107985592871668	-8.60333632884137	7.74316443694556e-18	1.98438614121998e-15	ENSG00000196177	ACADSB	protein_coding	chr10	123008979	123058311	chr10:123008979	ACADSB	protein_coding	chr10	123008979	123058290	chr10:123008979	ENSG00000196177
ZNF618	617.32975814683	-0.973471060785508	0.113364791294182	-8.58706702206462	8.92175942751936e-18	2.24767851068894e-15	ENSG00000157657	ZNF618	protein_coding	chr9	113876282	114056591	chr9:113876282	ZNF618	protein_coding	chr9	113876282	114056593	chr9:113876282	ENSG00000157657
ZYG11B	1092.15913964672	-0.718273334019793	0.0841692621499102	-8.53367744557993	1.41767744195067e-17	3.51205958285912e-15	ENSG00000162378	ZYG11B	protein_coding	chr1	52726467	52827342	chr1:52726467	ZYG11B	protein_coding	chr1	52726453	52827336	chr1:52726453	ENSG00000162378
ASNS	3962.69193935767	0.617878078637708	0.0725008992268188	8.5223505532625	1.56347323936898e-17	3.80974856229189e-15	ENSG00000070669	ASNS	protein_coding	chr7	97852118	97872542	chr7:97852118	ASNS	protein_coding	chr7	97851677	97872542	chr7:97851677	ENSG00000070669
FKBP11	1419.50503456031	0.68184703360919	0.0801788104672364	8.50408018821649	1.83040992689706e-17	4.38826018603192e-15	ENSG00000134285	FKBP11	protein_coding	chr12	48921518	48926474	chr12:48921518	FKBP11	protein_coding	chr12	48921518	48926474	chr12:48921518	ENSG00000134285
GTPBP2	3308.28373579689	0.561181466064188	0.0663222439115916	8.46143666086223	2.64103498128224e-17	6.23116570821892e-15	ENSG00000172432	GTPBP2	protein_coding	chr6	43605316	43629162	chr6:43605316	GTPBP2	protein_coding	chr6	43605316	43629264	chr6:43605316	ENSG00000172432
ERN1	2746.33335131757	0.563981206879759	0.0669269324536763	8.42681990946052	3.551858594357e-17	8.12228094561885e-15	ENSG00000178607	ERN1	protein_coding	chr17	64039142	64130819	chr17:64039142	ERN1	protein_coding	chr17	64039080	64130819	chr17:64039080	ENSG00000178607
RAB24	1743.59633626169	0.599977423628177	0.071237546985528	8.4222077965439	3.69455031460703e-17	8.32057513277558e-15	ENSG00000169228	RAB24	protein_coding	chr5	177301198	177303744	chr5:177301198	RAB24	protein_coding	chr5	177301198	177303744	chr5:177301198	ENSG00000169228
POMGNT1	1258.91128360905	-0.779043783440862	0.0926660156477486	-8.40700636576673	4.20608256824588e-17	9.33122556632937e-15	ENSG00000085998	POMGNT1	protein_coding	chr1	46188682	46220305	chr1:46188682	POMGNT1	protein_coding	chr1	46188683	46220305	chr1:46188683	ENSG00000085998
ZNF32	359.766251004362	-1.10536076426809	0.132043592722872	-8.37118061902467	5.70437958163511e-17	1.24691026619742e-14	ENSG00000169740	ZNF32	protein_coding	chr10	43643859	43648856	chr10:43643859	ZNF32	protein_coding	chr10	43643860	43648881	chr10:43643860	ENSG00000169740
ABCB10	520.671617926834	-0.921656166118236	0.110146117209876	-8.36757744589475	5.88148670505178e-17	1.26699157078101e-14	ENSG00000135776	ABCB10	protein_coding	chr1	229516582	229558695	chr1:229516582	ABCB10	protein_coding	chr1	229516582	229558707	chr1:229516582	ENSG00000135776
TRAF3IP1	538.061499177306	-0.936334768611596	0.112045060222457	-8.35676973846569	6.44589425663503e-17	1.36873960329461e-14	ENSG00000204104	TRAF3IP1	protein_coding	chr2	238320441	238400900	chr2:238320441	TRAF3IP1	protein_coding	chr2	238320441	238400897	chr2:238320441	ENSG00000204104
ZFP30	423.363013292871	-1.1926556269487	0.142950885820224	-8.34311463063327	7.2358962668941e-17	1.51485017057907e-14	ENSG00000120784	ZFP30	protein_coding	chr19	37613749	37692337	chr19:37613749	ZFP30	protein_coding	chr19	37613749	37692337	chr19:37613749	ENSG00000120784
MAFF	697.017463439404	0.807846654909287	0.097594166627782	8.27761210350167	1.25669808122874e-16	2.59438337213666e-14	ENSG00000185022	MAFF	protein_coding	chr22	38200767	38216511	chr22:38200767	MAFF	protein_coding	chr22	38200767	38216507	chr22:38200767	ENSG00000185022
SERP1	11950.4969083216	0.553166126275907	0.0670215514411356	8.25355597388323	1.53749814186069e-16	3.13059895624895e-14	ENSG00000120742	SERP1	protein_coding	chr3	150541994	150603228	chr3:150541994	SERP1	protein_coding	chr3	150541998	150603228	chr3:150541998	ENSG00000120742
ICAM1	1609.87501109127	0.813207643131721	0.0985614559074747	8.25076735772984	1.57380661983953e-16	3.16122454017497e-14	ENSG00000090339	ICAM1	protein_coding	chr19	10270835	10286615	chr19:10270835	ICAM1	protein_coding	chr19	10271093	10286615	chr19:10271093	ENSG00000090339
CALR	28194.1625360238	0.484980795706091	0.0587965719744073	8.24845359891374	1.60457298232368e-16	3.18004970790123e-14	ENSG00000179218	CALR	protein_coding	chr19	12938578	12944489	chr19:12938578	CALR	protein_coding	chr19	12938578	12944489	chr19:12938578	ENSG00000179218
C5orf42	588.225994886979	-0.957819146955202	0.116266241262251	-8.23815353929552	1.74888660877911e-16	3.42045402011747e-14	ENSG00000197603	C5orf42	protein_coding	chr5	37106228	37249428	chr5:37106228	CPLANE1	protein_coding	chr5	37106228	37249376	chr5:37106228	ENSG00000197603
H6PD	1264.72552998588	-0.682801306633105	0.08295349549422	-8.23113363174288	1.85449943972676e-16	3.57990645092188e-14	ENSG00000049239	H6PD	protein_coding	chr1	9234775	9271337	chr1:9234775	H6PD	protein_coding	chr1	9234774	9271337	chr1:9234774	ENSG00000049239
MXD1	4735.7162719672	0.591642532418856	0.0719353905909916	8.224637797309	1.95781591445986e-16	3.73089432724761e-14	ENSG00000059728	MXD1	protein_coding	chr2	69897688	69942945	chr2:69897688	MXD1	protein_coding	chr2	69897688	69942945	chr2:69897688	ENSG00000059728
SAMD11	1103.3487147746	-0.684690460748423	0.0833388663673817	-8.21574003334904	2.10859817770634e-16	3.96736750802875e-14	ENSG00000187634	SAMD11	protein_coding	chr1	924880	944581	chr1:924880	SAMD11	protein_coding	chr1	923923	944575	chr1:923923	ENSG00000187634
TIMM17B	791.209976464822	-0.913798673564221	0.111887316444012	-8.16713370743393	3.15802823235518e-16	5.86761645571593e-14	ENSG00000126768	TIMM17B	protein_coding	chrX	48893447	48898143	chrX:48893447	TIMM17B	protein_coding	chrX	48893447	48898143	chrX:48893447	ENSG00000126768
PELI3	322.197621606905	-1.07363789813549	0.131751712214383	-8.14894835209803	3.67102684854608e-16	6.73656087367764e-14	ENSG00000174516	PELI3	protein_coding	chr11	66466327	66477337	chr11:66466327	PELI3	protein_coding	chr11	66466327	66477337	chr11:66466327	ENSG00000174516
DMTN	306.028877223002	-1.12784861891289	0.138625637174653	-8.13593100020834	4.08784599305579e-16	7.40996863911967e-14	ENSG00000158856	DMTN	protein_coding	chr8	22048995	22082527	chr8:22048995	DMTN	protein_coding	chr8	22048995	22082527	chr8:22048995	ENSG00000158856
NFKB2	4208.98752384708	0.515731006409064	0.0637790907550926	8.08620819618511	6.1550936064868e-16	1.1022808598412e-13	ENSG00000077150	NFKB2	protein_coding	chr10	102394110	102402529	chr10:102394110	NFKB2	protein_coding	chr10	102394110	102402524	chr10:102394110	ENSG00000077150
SLC39A7	7304.19022958161	0.474183446431298	0.0586521023389272	8.08467944918974	6.23279117328728e-16	1.10290723809217e-13	ENSG00000112473	SLC39A7	protein_coding	chr6	33200445	33204439	chr6:33200445	SLC39A7	protein_coding	chr6	33200305	33204439	chr6:33200305	ENSG00000112473
ZFYVE9	666.663377849201	-0.82385533079184	0.101995246026059	-8.07738951461865	6.61679324168794e-16	1.15708252640529e-13	ENSG00000157077	ZFYVE9	protein_coding	chr1	52142094	52346686	chr1:52142094	ZFYVE9	protein_coding	chr1	52142089	52348671	chr1:52142089	ENSG00000157077
BHLHA15	503.844854588038	1.013482424541	0.125496859541176	8.07575925203506	6.70580704575188e-16	1.15901297590763e-13	ENSG00000180535	BHLHA15	protein_coding	chr7	98211427	98212979	chr7:98211427	BHLHA15	protein_coding	chr7	98211439	98215457	chr7:98211439	ENSG00000180535
GADD45A	1739.0444676832	0.791058397886371	0.098802305271269	8.00647713344807	1.1804108480858e-15	2.01673871792498e-13	ENSG00000116717	GADD45A	protein_coding	chr1	67685061	67688338	chr1:67685061	GADD45A	protein_coding	chr1	67685201	67688334	chr1:67685201	ENSG00000116717
TMED9	8868.98255301247	0.511259044573576	0.0641037841897985	7.97548929498202	1.51778312138192e-15	2.56367367229782e-13	ENSG00000184840	TMED9	protein_coding	chr5	177592158	177596124	chr5:177592158	TMED9	protein_coding	chr5	177592203	177597242	chr5:177592203	ENSG00000184840
PDCD7	998.075186955857	-0.676503231091122	0.0849270296491153	-7.96569989420522	1.64291220390446e-15	2.7438479773973e-13	ENSG00000090470	PDCD7	protein_coding	chr15	65117379	65133836	chr15:65117379	PDCD7	protein_coding	chr15	65117379	65133808	chr15:65117379	ENSG00000090470
SLC7A11	5044.80950002562	0.729757054945853	0.0923124874081929	7.90529077305619	2.67308893477234e-15	4.41475488071734e-13	ENSG00000151012	SLC7A11	protein_coding	chr4	138164097	138242349	chr4:138164097	SLC7A11	protein_coding	chr4	138164097	138242349	chr4:138164097	ENSG00000151012
STRADB	321.409794598387	-1.01689410876005	0.128995410392373	-7.88318053849286	3.19151427802869e-15	5.21304046468335e-13	ENSG00000082146	STRADB	protein_coding	chr2	201387858	201480846	chr2:201387858	STRADB	protein_coding	chr2	201387858	201480846	chr2:201387858	ENSG00000082146
TOP2B	10108.946017437	-0.522698210736781	0.0663685901609413	-7.87568651781298	3.38876923232789e-15	5.47507237710019e-13	ENSG00000077097	TOP2B	protein_coding	chr3	25597905	25664907	chr3:25597905	TOP2B	protein_coding	chr3	25597978	25664909	chr3:25597978	ENSG00000077097
ZMYND11	5731.19608163993	-0.583791221242039	0.0742784317554692	-7.85949847681125	3.85674513328758e-15	6.16415695281576e-13	ENSG00000015171	ZMYND11	protein_coding	chr10	134465	254637	chr10:134465	ZMYND11	protein_coding	chr10	134465	254637	chr10:134465	ENSG00000015171
JUN	7436.95526508649	0.542051770721868	0.0691515719064001	7.83860374794603	4.55583726577815e-15	7.20403884239643e-13	ENSG00000177606	JUN	protein_coding	chr1	58780788	58784327	chr1:58780788	JUN	protein_coding	chr1	58776845	58784048	chr1:58776845	ENSG00000177606
BIVM	286.625041997584	-1.04751438173901	0.134306547128383	-7.79942902364765	6.21879045624905e-15	9.73011593070378e-13	ENSG00000134897	BIVM	protein_coding	chr13	102799049	102841535	chr13:102799049	BIVM	protein_coding	chr13	102799119	102841533	chr13:102799119	ENSG00000134897
RAB11FIP2	442.402667404975	-1.02751284295288	0.131780849705694	-7.79713323481846	6.33293669169483e-15	9.80549697764083e-13	ENSG00000107560	RAB11FIP2	protein_coding	chr10	118004916	118046603	chr10:118004916	RAB11FIP2	protein_coding	chr10	118004916	118046941	chr10:118004916	ENSG00000107560
FAM20C	437.331826792938	-0.911016919097414	0.117161586452833	-7.77573048197138	7.50132652620168e-15	1.14948162356146e-12	ENSG00000177706	FAM20C	protein_coding	chr7	192969	260745	chr7:192969	FAM20C	protein_coding	chr7	192571	260772	chr7:192571	ENSG00000177706
