gene_id	TPM_encode	SRR5931685	SRR5931686	SRR5931687	gene_name.107	median_TPM
ENSG00000006576	12.45	21.234089	21.501632	21.457188	PHTF2	21.3456385
ENSG00000006607	19.11	6.300293	6.237746	6.478583	FARP2	6.389438
ENSG00000006625	40.45	100.10123	96.03001	110.04792	GGCT	98.06562
ENSG00000006634	18.23	23.602	24.3235	25.6528	DBF4	23.96275
ENSG00000006652	13.66	51.961924	49.711582	55.708904	IFRD1	50.836753
ENSG00000006695	6.43	12.47727	10.61041	11.49781	COX10	11.05411
ENSG00000006704	18.36	10.636133	9.970518	10.255073	GTF2IRD1	10.445603
ENSG00000006712	24.51	43.622383	39.401559	42.360777	PAF1	40.881168
ENSG00000006715	16.39	14.35653	14.01457	15.58203	VPS41	14.96928
ENSG00000006740	3.25	4.661195	4.393398	4.874672	ARHGAP44	4.5272965
ENSG00000006744	27.42	26.89916	25.1882140003617	26.65693	ELAC2	26.778045
ENSG00000006756	19.07	7.30185	7.75026	7.90169	ARSD	7.825975
ENSG00000006757	1.12	1.7206806	1.503022	1.7521099	PNPLA4	1.6118513
ENSG00000006831	31.2	54.5098	54.5399	55.7495	ADIPOR2	54.52485
ENSG00000006837	0.39	1.33121	1.45726258	1.502364	CDKL3	1.39423629
ENSG00000007047	9.76	6.7681192	6.5020878	7.0058151	MARK4	6.88696715
ENSG00000007080	33.36	50.75146	45.19097	49.50702	CCDC124	47.348995
ENSG00000007168	39.61	26.5941	27.3768	29.6317	PAFAH1B1	28.50425
ENSG00000007202	62.78	38.1214	37.25280184222	38.32162	KIAA0100	38.22151
ENSG00000007255	37.93	22.50859	24.84775	25.78476	TRAPPC6A	25.316255
ENSG00000007264	4.66	3.119992	2.900822	3.092546	MATK	3.106269
ENSG00000007341	5.31	2.947349	2.902481056311	2.8960539	ST7L	2.9249150281555
ENSG00000007376	22.11	12.241817	12.4272503	12.485294	RPUSD1	12.45627215
ENSG00000007384	25.01	17.4821	17.0297	16.6944	RHBDF1	17.2559
ENSG00000007392	29.92	44.13089	39.86878	42.9274	LUC7L	41.39809
ENSG00000007516	12.59	2.3106173	2.38447015	2.29505609	BAIAP3	2.347543725
ENSG00000007520	20.02	18.6329	18.5898	21.0228	TSR3	19.32645
ENSG00000007541	24.75	6.538057	6.470417	6.29815	PIGQ	6.504237
ENSG00000007545	15.69	5.72814025941	6.0701569	6.066686	CRAMP1	6.06842145
ENSG00000007866	8.42	8.8229523	8.6553876	8.702002	TEAD3	8.6786948
ENSG00000007923	15.31	16.18466	14.78157	15.58386	DNAJC11	15.44693
ENSG00000007944	21.03	17.89527	17.69185	18.93482	MYLIP	18.415045
ENSG00000007968	4.95	2.70224	2.56416	2.8924	E2F2	2.79732
ENSG00000008018	78.12	158.738	174.175	191.923	PSMB1	166.4565
ENSG00000008083	21.66	24.88149	24.42106	24.88767	JARID2	24.651275
ENSG00000008086	2.11	1.5745032	1.5499159	1.4248876	CDKL5	1.56220955
ENSG00000008128	25.19	18.205912	16.589475	16.65923	CDK11A	17.432571
ENSG00000008130	33.8	27.4367	26.4853	29.12405	NADK	28.280375
ENSG00000008256	3.87	4.954256	4.328345	4.343948	CYTH3	4.3361465
ENSG00000008277	2.76	1.4407706	1.38818924	1.8933984	ADAM22	1.6670845
ENSG00000008282	37.78	97.675044	103.263111	113.44416	SYPL1	100.4690775
ENSG00000008283	102.34	91.868122	87.603511	98.2544427	CYB561	95.06128235
ENSG00000008294	30.24	54.625685	52.08834	53.735398	SPAG9	52.911869
ENSG00000008300	2.7	2.43559	2.36978	2.39541	CELSR3	2.4155
ENSG00000008323	2	4.9650881004203	4.4238094	4.7595275	PLEKHG6	4.59166845
ENSG00000008324	6.9	21.9419	20.967502	23.6562	SS18L2	21.454701
ENSG00000008382	21.65	10.45638	11.664051	11.95713	MPND	11.8105905
ENSG00000008394	75.48	181.02684	174.11585	203.945149	MGST1	177.571345
ENSG00000008405	4.74	11.6547	11.8917	11.7256	CRY1	11.69015
ENSG00000008441	3.93	2.3693551	2.33749400217112	1.9788793	NFIX	2.35342455108556
ENSG00000008513	8.2	12.148431	10.772266	11.953959	ST3GAL1	11.3631125
ENSG00000008517	1.32	2.0061665	1.80133755558976	1.92157345	IL32	1.86145550279488
ENSG00000008710	48.48	4.42889	4.05279	4.167747	PKD1	4.2983185
ENSG00000008735	0.95	1.42461	1.42724	1.39002	MAPK8IP2	1.407315
ENSG00000008838	11.02	6.655294	6.106666	6.9010977	MED24	6.77819585
ENSG00000008853	4.63	3.117128	3.15872	2.899796	RHOBTB2	3.137924
ENSG00000008869	5.53	6.37225	6.52759	6.32143	HEATR5B	6.34684
ENSG00000008952	26.48	76.5847	71.723	79.4604	SEC62	74.15385
ENSG00000008988	835.86	1056.719287	1041.748296	1178.495372	RPS20	1049.2337915
ENSG00000009307	578.59	909.44519	896.362165	947.3995	CSDE1	902.9036775
ENSG00000009335	21.43	27.403054	27.11984	28.868909	UBE3C	27.261447
ENSG00000009413	13.55	21.6736611048	21.82743593	22.0415	REV3L	21.7505485174
ENSG00000009780	3.41	2.9737649	3.707515	3.5395890458673	FAM76A	3.47479452293365
ENSG00000009830	24.69	8.84224	9.10343	9.50541	POMT2	9.30442
ENSG00000009844	19.5	44.337309	43.278276	45.104628	VTA1	43.8077925
ENSG00000009950	6.22	1.871689	1.686898	1.839572	MLXIPL	1.8556305
ENSG00000009954	26.57	37.9939	35.8036	36.7763	BAZ1B	36.28995
ENSG00000010017	16.3	29.7396	29.8364	30.45	RANBP9	29.788
ENSG00000010072	6.79	5.955838	6.198597	6.095916	SPRTN	6.1472565
ENSG00000010165	16.12	12.389742	12.888122	14.101425	METTL13	13.4947735
ENSG00000010219	0.97	1.3023274	1.1435164	1.1965574	DYRK4	1.1700369
ENSG00000010244	40	65.649488	62.472151	67.08828	ZNF207	64.0608195
ENSG00000010256	59.78	33.6558	33.0318	37.6407	UQCRC1	35.64825
ENSG00000010270	4.19	11.114915	11.179431	13.20932	STARD3NL	11.147173
ENSG00000010278	83.16	165.8510266	167.179137	178.415812	CD9	166.5150818
ENSG00000010292	23.26	23.6208	25.0817	25.8496	NCAPD2	24.35125
ENSG00000010322	13.24	8.50597	7.8924	8.83429	NISCH	8.67013
ENSG00000010361	6.75	3.322063	3.345334	4.414746	FUZ	3.88004
ENSG00000010404	26.83	37.12047	34.48291	36.00375	IDS	35.24333
ENSG00000010539	4.38	5.293549	6.0557810883007	6.160517	ZNF200	5.67466504415035
ENSG00000010626	2.62	2.2288208	2.679706	2.959153	LRRC23	2.649853
ENSG00000010803	5.74	7.4244010510309	6.49409093949035	6.546479	SCMH1	6.52028496974518
ENSG00000010818	2.93	4.848291	4.5202572747	4.298527	HIVEP2	4.40939213735
ENSG00000011007	14.01	18.80916	18.750376	18.8666	ELOA	18.779768
ENSG00000011009	19.81	17.220367	17.58896	17.089578	LYPLA2	17.4046635
ENSG00000011021	6	4.84759	3.94524	4.4788702	CLCN6	4.6632301
ENSG00000011028	2.71	6.523791	6.966342	6.908979	MRC2	6.716385
ENSG00000011052	9.27	2.14142	2.42053	2.020559	NME1-NME2	2.280975
ENSG00000011105	3.19	2.497963	2.21034600439143	2.09159	TSPAN9	2.35415450219572
ENSG00000011114	18.71	19.21613	18.36972	18.229175	BTBD7	18.53986
ENSG00000011132	4.43	3.04052	2.94577	3.12418	APBA3	3.08235
ENSG00000011143	15.6	8.43084822439	9.246179	9.337753	MKS1	9.291966
ENSG00000011198	5.97	13.961	14.2056	16.019	ABHD5	14.0833
ENSG00000011243	35.76	28.3481407	26.646171	26.7846	AKAP8L	27.56637035
ENSG00000011258	13.76	18.21384	18.82769	19.74418	MBTD1	18.520765
ENSG00000011260	36.46	57.3264	61.0067	62.2529	UTP18	59.16655
ENSG00000011275	13.24	14.70374	13.74068	13.60553	RNF216	13.673105
ENSG00000011295	14.34	20.2829	20.0603	20.7833	TTC19	20.1716
ENSG00000011304	154.57	94.13272	92.300705	97.211223	PTBP1	95.6719715
ENSG00000011332	1.46	1.7913659	1.7174351	1.7448228	DPF1	1.73112895
ENSG00000011347	14.16	14.52907	13.584494	13.619466	SYT7	13.889733
ENSG00000011376	4.02	3.760392	3.46737	4.018184	LARS2	3.889288
ENSG00000011405	13.17	15.2762	14.8497	15.758	PIK3C2A	15.06295
ENSG00000011422	1.38	2.715123	2.122155	3.240707	PLAUR	2.418639
ENSG00000011426	29.6	48.7391	45.7669	50.1215	ANLN	47.253
ENSG00000011451	16.24	16.909358	14.601359	15.503953	WIZ	15.8719765
ENSG00000011454	28.44	29.8350449	28.9650204	29.7476095	RABGAP1	29.35631495
ENSG00000011478	6.64	5.621201	5.618566	5.850677	QPCTL	5.735939
ENSG00000011485	25.6	25.19948	23.97738	26.04074	PPP5C	25.39974
ENSG00000011523	4.88	3.0594762	3.143376	3.068802	CEP68	3.106089
ENSG00000011566	15.61	30.27047	31.81798	33.09572	MAP4K3	31.044225
ENSG00000011638	8.8	17.463327	15.751176	18.785876	LDAF1	16.6072515
ENSG00000012048	13.42	10.0450394	10.237709	10.6574737	BRCA1	10.44759135
ENSG00000012061	22.35	14.49356	14.784971	15.134624	ERCC1	14.9597975
ENSG00000012171	25.25	46.902414	44.521602	49.392284	SEMA3B	45.712008
ENSG00000012174	4.56	7.682602	7.939722	8.547287	MBTPS2	7.811162
ENSG00000012211	6.35	5.543605	5.505554	5.179687	PRICKLE3	5.5245795
ENSG00000012232	3.38	2.40022	2.5408	2.544836	EXTL3	2.542818
ENSG00000012660	32.23	22.7658793	21.739589	24.283044	ELOVL5	23.52446165
ENSG00000012822	23.08	7.232184	8.172858	6.956616	CALCOCO1	7.702521
ENSG00000012963	12.59	20.422892	20.326201	21.494257	UBR7	20.3745465
ENSG00000012983	17.13	26.2324	25.8691	27.307	MAP4K5	26.05075
ENSG00000013016	0.7	1.110488	1.162919	1.448895	EHD3	1.1367035
ENSG00000013275	50.8	77.61333	72.92306	80.51442	PSMC4	75.268195
ENSG00000013288	9.14	5.27829	4.98002	5.19915	MAN2B2	5.23872
ENSG00000013297	0.13	1.193103	1.157547	1.12029	CLDN11	1.1389185
ENSG00000013306	94.19	86.163198	80.683428	87.21035	SLC25A39	86.686774
ENSG00000013364	9.68	5.88575	6.20469	6.16134	MVP	6.183015
ENSG00000013374	10.81	10.45553	9.89301	10.56822	NUB1	10.511875
ENSG00000013375	14.49	25.403322	23.514555	26.060299	PGM3	24.4589385
ENSG00000013392	1.22	3.03585	2.6937	3.13331	RWDD2A	2.864775
ENSG00000013441	26.33	52.33054	50.17327	53.85333	CLK1	51.251905
ENSG00000013503	3.03	5.631357	5.23869	5.942828	POLR3B	5.4350235
ENSG00000013523	12.07	10.67943	10.47006	10.32905	ANGEL1	10.574745
ENSG00000013561	16.67	14.790307	15.262206	17.347056	RNF14	15.966103
ENSG00000013563	15.11	11.597792	11.7608126	12.753157	DNASE1L1	12.2569848
ENSG00000013573	35.57	12.57382	11.88243	11.94403	DDX11	12.258925
ENSG00000013583	23.16	11.493983	12.650913	13.947844	HEBP1	13.2993785
ENSG00000013588	54.25	56.242	54.628	55.34	GPRC5A	54.984
ENSG00000013619	1.55	2.2055598	1.84361000039286	2.14648000037745	MAMLD1	1.99504500038515
ENSG00000013810	27.98	32.67746	30.96366	33.60985	TACC3	31.82056
ENSG00000014123	7.54	19.7519	19.8106	20.3913	UFL1	19.78125
ENSG00000014138	14.06	9.92341	9.91472	10.1298	POLA2	10.026605
ENSG00000014164	12.72	7.38402	6.78936	6.91788	ZC3H3	7.15095
ENSG00000014216	97.27	47.29143	48.52142	49.37087	CAPN1	48.946145
ENSG00000014641	48.55	63.968233	69.56225	78.205166	MDH1	66.7652415
ENSG00000014824	14.25	11.4183	11.1008	11.818	SLC30A9	11.61815
ENSG00000014914	7.93	5.265419	5.574967	5.313188	MTMR11	5.4440775
ENSG00000014919	13.11	14.7911	15.68539	16.0698	COX15	15.238245
ENSG00000015133	8.66	7.6074916	6.9010121	7.3243866	CCDC88C	7.4659391
ENSG00000015153	7.9	14.461688	14.986592	14.618921	YAF2	14.5403045
ENSG00000015171	42.47	56.486576	54.882057143	56.5923284	ZMYND11	55.6843165715
ENSG00000015475	20.29	39.9678188446145	36.9972264	42.8526952	BID	38.4825226223073
ENSG00000015479	67.37	145.9178365	144.9182605	161.5021023	MATR3	145.4180485
ENSG00000015532	19.17	10.77853	10.57866	10.357636	XYLT2	10.678595
ENSG00000015568	10.22	10.650542	9.482436	7.013369	RGPD5	9.851218
ENSG00000015676	20.95	5.244	5.22975	5.44519	NUDCD3	5.344595
ENSG00000016391	2.8	1.97348	2.24562	2.11366	CHDH	2.17964
ENSG00000016864	7.54	10.767749	10.696025642747	12.118463	GLT8D1	10.7318873213735
ENSG00000017260	13.49	29.274713	30.16399	33.01336	ATP2C1	29.7193515
ENSG00000017797	15.68	17.73808	17.44985	18.94626	RALBP1	17.593965
ENSG00000018189	6.11	8.09422	7.85195	8.20518	RUFY3	7.973085
ENSG00000018408	7.94	8.21287	7.56944	7.89423	WWTR1	7.917115
ENSG00000018610	13.06	14.02232	14.98168	15.26272	STEEP1	14.502
ENSG00000018699	4.98	9.40299	9.00269	9.42383	TTC27	9.20284
ENSG00000019144	19.36	3.70618699	3.9604542	3.5084558	PHLDB1	3.833320595
ENSG00000019186	1.46	26.726288	26.92008	26.133744	CYP24A1	26.430016
ENSG00000019549	0.52	1.31575	1.06106	1.21253	SNAI2	1.136795
ENSG00000019995	8.17	10.7259	10.0421	10.4974	ZRANB1	10.26975
ENSG00000020129	12.66	8.486485	8.710143	9.700495	NCDN	9.205319
ENSG00000020256	9.05	8.989005	8.422145	9.351065	ZFP64	9.0195025
ENSG00000020426	19.17	23.42396	22.89819	23.83936	MNAT1	23.161075
ENSG00000020577	2.24	5.93313	5.7157693	5.12163	SAMD4A	5.41869965
ENSG00000020922	6.88	7.916443	8.537774	8.764088	MRE11	8.2271085
ENSG00000021300	5.79	2.50531	2.503083	2.818123	PLEKHB1	2.6617165
ENSG00000021355	9.89	8.82045	9.22237	9.64871	SERPINB1	9.43554
ENSG00000021574	7.25	8.36369	8.532998	9.614181	SPAST	8.448344
ENSG00000021762	6.22	2.1899115	2.3258163	2.41389807	OSBPL5	2.369857185
ENSG00000021776	9.25	7.37648	7.2061	7.45756	AQR	7.41702
ENSG00000022267	2.19	12.939417	13.1496469	14.0729554	FHL1	13.04453195
ENSG00000022277	61.99	75.6545	74.18673	78.41452	RTF2	74.920615
ENSG00000022567	6.88	3.43314	2.99218	3.2263553	SLC45A4	3.32974765
ENSG00000022840	82.71	42.8475	41.6529	44.091	RNF10	43.46925
ENSG00000022976	4.59	4.54846	4.737915	4.760743	ZNF839	4.6639575
ENSG00000023041	10.99	20.16297	20.202932	21.197346	ZDHHC6	20.182951
ENSG00000023191	37.58	28.832453	28.693408	30.688979	RNH1	29.760716
ENSG00000023228	27.97	37.188044	36.83031	40.747151	NDUFS1	37.009177
ENSG00000023287	22.49	19.75225	19.89279	20.57238	RB1CC1	20.232585
ENSG00000023318	5.65	20.4867	19.0668	21.7741	ERP44	19.77675
ENSG00000023330	5.99	11.137939	10.199111	11.087297	ALAS1	10.643204
ENSG00000023445	0.2	2.47619	2.023238	2.282216	BIRC3	2.152727
ENSG00000023516	7.81	15.7722	15.8809	15.902	AKAP11	15.82655
ENSG00000023572	9.9	28.610073	27.232687	30.7401649	GLRX2	27.92138
ENSG00000023608	2.01	9.18886	9.37019	9.80503	SNAPC1	9.279525
ENSG00000023697	6.43	8.395313	9.346835	9.789764	DERA	8.871074
ENSG00000023734	33.48	75.87075	76.1848	83.64161	STRAP	76.027775
ENSG00000023892	2.41	1.90722	1.84264	2.19761	DEF6	2.052415
ENSG00000023902	2.05	4.130842	3.432144	3.825646	PLEKHO1	3.628895
ENSG00000023909	3.5	11.76527	10.4043	11.73414	GCLM	11.06922
ENSG00000024048	8.67	10.104612	9.998848	10.212459	UBR2	10.05173
ENSG00000024422	2.01	3.0812649	3.514287	3.146022	EHD2	3.11364345
ENSG00000024526	8.11	11.708485	11.788617	13.416152	DEPDC1	11.748551
ENSG00000024862	2.56	5.45941	5.835231852592	5.508018	CCDC28A	5.483714
ENSG00000025039	1.78	2.668569	2.80977	2.93949	RRAGD	2.7391695
ENSG00000025156	3.83	9.13693	8.80553	9.56786	HSF2	8.97123
ENSG00000025293	12.42	6.10387	6.38622	5.965025	PHF20	6.245045
ENSG00000025434	4.88	2.1282444	2.2865493	2.479573	NR1H3	2.38306115
ENSG00000025770	17.42	9.620706	9.634715	11.151946	NCAPH2	10.3933305
ENSG00000025772	9.14	13.5201	12.6046	13.9698	TOMM34	13.06235
ENSG00000025796	34.1	27.3864	24.3404	26.2717	SEC63	26.82905
ENSG00000025800	25.57	12.6363	12.8602	13.1415	KPNA6	13.00085
ENSG00000026036	8.73	1.4445	0.865046	1.03846	RTEL1-TNFRSF6B	1.24148
ENSG00000026103	0.65	2.5983605	2.212845033	2.764276	FAS	2.4056027665
ENSG00000026297	23.72	23.142168	23.092807	24.540273	RNASET2	23.431084
ENSG00000026508	50	24.134748	22.7502771	25.9023008	CD44	25.0185244
ENSG00000026559	0.99	1.34802	1.4067	1.38785	KCNG1	1.367935
ENSG00000027001	7.26	5.18838	5.00125	5.83998	MIPEP	5.51418
ENSG00000027075	7.5	11.17658	10.58244	11.36448	PRKCH	10.87951
ENSG00000027697	5.35	13.7439	12.460903	13.5788	IFNGR1	13.0198515
ENSG00000027847	13.23	8.15365	7.84445	7.89508	B4GALT7	8.024365
ENSG00000028116	7.11	16.614685	15.728312	17.1673778	VRK2	16.1714985
ENSG00000028203	15.85	23.18426	21.10668	23.64965	VEZT	22.14547
ENSG00000028310	38.84	18.35254	17.87949	18.7217	BRD9	18.53712
ENSG00000028528	47.06	35.726166	36.692524	37.739565	SNX1	37.2160445
ENSG00000028839	8.86	23.022149	22.805712	23.413249	TBPL1	22.9139305
ENSG00000029153	3.12	6.540891	6.510019	7.097776	ARNTL2	6.525455
ENSG00000029363	55.8	88.7058489	79.6863938	86.03662	BCLAF1	82.8615069
ENSG00000029364	31.11	20.90818	21.517372	22.311151	SLC39A9	21.9142615
ENSG00000029639	3.89	4.02519	3.87291	4.67198	TFB1M	3.957595
ENSG00000029725	19.58	32.39073	31.03761	32.98295	RABEP1	31.71417
ENSG00000029993	63.46	120.4291	116.6881	125.9099	HMGB3	118.5586
ENSG00000030066	20.83	24.30934	24.02775	26.37976	NUP160	24.168545
ENSG00000030110	10.91	10.36051	10.510863	12.58449	BAK1	10.7104315
ENSG00000030419	2.77	1.690204	1.89428100010734	1.833005	IKZF2	1.86364300005367
ENSG00000030582	152.63	43.5231	44.3014	46.366066	GRN	45.333733
ENSG00000031003	12.99	15.599464	15.42488	15.795839	FAM13B	15.512172
ENSG00000031691	3.51	11.7537	11.6036	13.9936	CENPQ	11.67865
ENSG00000031698	64.9	100.31421	94.01312	103.0134	SARS1	97.163665
ENSG00000031823	12.76	9.948458	8.486912377701	8.707132	RANBP3	9.327795
ENSG00000032219	13.12	20.786966	19.327057	21.588354	ARID4A	20.0570115
ENSG00000032389	12.34	14.634984	14.103054	16.96224	EIPR1	14.369019
ENSG00000032444	11.56	4.166813	4.15934664028	4.439483	PNPLA6	4.303148
ENSG00000032742	3.63	5.03937	5.61961	5.5334	IFT88	5.286385
ENSG00000033011	9.03	5.5970276	6.025273	6.7014274	ALG1	6.3633502
ENSG00000033030	11.19	16.200856	15.84961	17.492032	ZCCHC8	16.025233
ENSG00000033050	10.33	19.4725	19.08248	21.20774	ABCF2	19.27749
ENSG00000033100	16.5	9.906127	9.16155	10.43492	CHPF2	10.1705235
