baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	gene_id.84	Gene	gene_type.84	chr	start	stop	loc.84	gene_name.107	gene_type.107	chr.107	start.107	stop.107	loc.107	gene_id.107
RPL4	85176.6115301795	0.285858733215845	0.0113600485358717	25.1635133699638	1.00538028558052e-139	6.489865605623e-137	ENSG00000174444	RPL4	protein_coding	chr15	66498015	66524532	chr15:66498015	RPL4	protein_coding	chr15	66498015	66524532	chr15:66498015	ENSG00000174444
MGST1	1313.06910438697	1.17056673459802	0.0469798221782487	24.9163721854185	4.94528955560829e-137	3.10824462489864e-134	ENSG00000008394	MGST1	protein_coding	chr12	16347142	16609259	chr12:16347142	MGST1	protein_coding	chr12	16347142	16609259	chr12:16347142	ENSG00000008394
EIF2S3	14013.1167701496	-0.579290692783341	0.0234250130570557	-24.7295782236013	5.14254485157045e-135	3.14934721115151e-132	ENSG00000130741	EIF2S3	protein_coding	chrX	24054716	24077971	chrX:24054716	EIF2S3	protein_coding	chrX	24054946	24078810	chrX:24054946	ENSG00000130741
TMSB4X	191.127057345633	-3.08777718943226	0.12495131858247	-24.7118415752794	7.97830317592447e-135	4.7638448263445e-132	ENSG00000205542	TMSB4X	protein_coding	chrX	12975108	12977227	chrX:12975108	TMSB4X	protein_coding	chrX	12975110	12977227	chrX:12975110	ENSG00000205542
RPS6KA3	2343.00037587758	-1.07581257286948	0.0436177475680587	-24.6645604794435	2.56853258341609e-134	1.49626420054414e-131	ENSG00000177189	RPS6KA3	protein_coding	chrX	20149911	20267100	chrX:20149911	RPS6KA3	protein_coding	chrX	20149911	20267519	chrX:20149911	ENSG00000177189
TC2N	515.112233651322	-1.66228419232796	0.0676250030821593	-24.5809111506939	2.02144199090802e-133	1.1495266788297e-130	ENSG00000165929	TC2N	protein_coding	chr14	91779751	91867536	chr14:91779751	TC2N	protein_coding	chr14	91779746	91867536	chr14:91779746	ENSG00000165929
FLNC	1675.11186772365	-1.02748623746474	0.0421420346874252	-24.3815051903825	2.68708807067594e-131	1.49252119720986e-128	ENSG00000128591	FLNC	protein_coding	chr7	128830377	128859274	chr7:128830377	FLNC	protein_coding	chr7	128830406	128859274	chr7:128830406	ENSG00000128591
NT5C3B	3522.9621432465	-0.73907486518862	0.0303624770770205	-24.3417183424728	7.09476769739185e-131	3.85116890192061e-128	ENSG00000141698	NT5C3B	protein_coding	chr17	41825181	41836263	chr17:41825181	NT5C3B	protein_coding	chr17	41825057	41836260	chr17:41825057	ENSG00000141698
CA2	5302.99786609498	-0.69750023032589	0.028780922154288	-24.2348117474051	9.56140779041906e-130	5.07477030369709e-127	ENSG00000104267	CA2	protein_coding	chr8	85463852	85481493	chr8:85463852	CA2	protein_coding	chr8	85463968	85481493	chr8:85463968	ENSG00000104267
SNHG16	10714.0246862003	0.518416055568125	0.0216048039655814	23.9954065954041	3.10543840713414e-127	1.61239762860852e-124	ENSG00000163597	SNHG16	processed_transcript	chr17	76557766	76565348	chr17:76557766	SNHG16	lncRNA	chr17	76557727	76670985	chr17:76557727	ENSG00000163597
CUL1	6072.91397533177	-0.6270959484009	0.0263322888965139	-23.8147147354107	2.35129708253747e-125	1.19485913870904e-122	ENSG00000055130	CUL1	protein_coding	chr7	148697914	148801036	chr7:148697914	CUL1	protein_coding	chr7	148697914	148801110	chr7:148697914	ENSG00000055130
SEC31B	700.468949616296	1.60003471651557	0.067616669858886	23.663317342525	8.60860541757099e-124	4.28349857902636e-121	ENSG00000075826	SEC31B	protein_coding	chr10	100486642	100519864	chr10:100486642	SEC31B	protein_coding	chr10	100486646	100519864	chr10:100486646	ENSG00000075826
KPNB1	31244.016458245	-0.414482854384538	0.0175345660466464	-23.638044607543	1.5666810944022e-123	7.63645127728613e-121	ENSG00000108424	KPNB1	protein_coding	chr17	47649476	47685505	chr17:47649476	KPNB1	protein_coding	chr17	47649476	47685505	chr17:47649476	ENSG00000108424
SYK	448.802022922965	-1.80920388114277	0.0770693304486748	-23.4750175019054	7.34208890267278e-122	3.50716902702873e-119	ENSG00000165025	SYK	protein_coding	chr9	90801787	90898549	chr9:90801787	SYK	protein_coding	chr9	90801787	90898549	chr9:90801787	ENSG00000165025
TSPAN7	1233.18061776868	1.20704383578639	0.0516340924982558	23.3768771248795	7.3466458725424e-121	3.4405350984275e-118	ENSG00000156298	TSPAN7	protein_coding	chrX	38561370	38688920	chrX:38561370	TSPAN7	protein_coding	chrX	38561542	38688920	chrX:38561542	ENSG00000156298
RPA1	6697.2983760848	-0.603060204285198	0.025877848524233	-23.3041090614805	4.02774871548353e-120	1.84997596770401e-117	ENSG00000132383	RPA1	protein_coding	chr17	1829702	1900082	chr17:1829702	RPA1	protein_coding	chr17	1829702	1900082	chr17:1829702	ENSG00000132383
HCCS	1118.25996401293	-1.0328834648136	0.0444536582460166	-23.235061085353	2.01435027220764e-119	9.07749847196362e-117	ENSG00000004961	HCCS	protein_coding	chrX	11111301	11123078	chrX:11111301	HCCS	protein_coding	chrX	11111301	11123086	chrX:11111301	ENSG00000004961
RPL15	58225.1397694749	0.385159729294889	0.0165883783496443	23.2186486934781	2.95119141843128e-119	1.30530103403357e-116	ENSG00000174748	RPL15	protein_coding	chr3	23916545	23923692	chr3:23916545	RPL15	protein_coding	chr3	23916591	23924374	chr3:23916591	ENSG00000174748
SLC35B4	4458.73796518472	-0.594535308107825	0.0257450388963312	-23.0931990626182	5.41906648151763e-118	2.3532542517194e-115	ENSG00000205060	SLC35B4	protein_coding	chr7	134289332	134317051	chr7:134289332	SLC35B4	protein_coding	chr7	134289332	134316930	chr7:134289332	ENSG00000205060
CTSL	1023.15554056255	-1.40085136703202	0.0611795895577566	-22.8973645811982	4.93576116430732e-116	2.10510213657707e-113	ENSG00000135047	CTSL	protein_coding	chr9	87725519	87731393	chr9:87725519	CTSL	protein_coding	chr9	87724051	87731469	chr9:87724051	ENSG00000135047
CNTNAP2	817.36406453781	-1.33477354959838	0.0596175322930096	-22.3889432900075	5.04405747945122e-111	2.07710808343471e-108	ENSG00000174469	CNTNAP2	protein_coding	chr7	146116002	148420998	chr7:146116002	CNTNAP2	protein_coding	chr7	146116002	148420998	chr7:146116002	ENSG00000174469
UBE2J1	2566.38727868004	-0.851117502440834	0.0380372766544712	-22.3758790665363	6.76120420089973e-111	2.73702713786931e-108	ENSG00000198833	UBE2J1	protein_coding	chr6	89326625	89352848	chr6:89326625	UBE2J1	protein_coding	chr6	89326625	89352722	chr6:89326625	ENSG00000198833
NDFIP1	2843.39685760087	-0.658224217764073	0.0295793189444613	-22.2528523729694	1.05842810332782e-109	4.21324946998029e-107	ENSG00000131507	NDFIP1	protein_coding	chr5	142108505	142154443	chr5:142108505	NDFIP1	protein_coding	chr5	142108779	142154440	chr5:142108779	ENSG00000131507
TFDP1	8702.78401040932	0.418604498449416	0.0188338140713506	22.2262201837377	1.91604879469872e-109	7.50211629714494e-107	ENSG00000198176	TFDP1	protein_coding	chr13	113584721	113641470	chr13:113584721	TFDP1	protein_coding	chr13	113584721	113641473	chr13:113584721	ENSG00000198176
PYURF	2704.40649076657	-0.674408875034461	0.0303871565469954	-22.1938789827686	3.93541023896219e-109	1.51602158302215e-106	ENSG00000145337	PYURF	protein_coding	chr4	88520985	88523813	chr4:88520985	PYURF	protein_coding	chr4	88520998	88523776	chr4:88520998	ENSG00000145337
SOD1	9254.62242557042	-0.421884954136666	0.0190236458518179	-22.1768717428237	5.74362558204977e-109	2.17747227621709e-106	ENSG00000142168	SOD1	protein_coding	chr21	31659622	31668931	chr21:31659622	SOD1	protein_coding	chr21	31659666	31668931	chr21:31659666	ENSG00000142168
PDPN	638.997557799324	-1.41614397647041	0.0640909751799016	-22.0958406779634	3.46559322950035e-108	1.29331607333416e-105	ENSG00000162493	PDPN	protein_coding	chr1	13583465	13617957	chr1:13583465	PDPN	protein_coding	chr1	13583465	13617957	chr1:13583465	ENSG00000162493
NGFRAP1	10934.790565526	0.441888011073994	0.0203049786333322	21.7625449922218	5.25494927700337e-105	1.93091090049152e-102	ENSG00000166681	NGFRAP1	protein_coding	chrX	103376340	103378077	chrX:103376340	BEX3	protein_coding	chrX	103376395	103378164	chrX:103376395	ENSG00000166681
DEGS1	5844.29894868948	-0.515434376311968	0.0238253979763087	-21.6338202125522	8.63295301942196e-104	3.12408257448294e-101	ENSG00000143753	DEGS1	protein_coding	chr1	224175756	224193441	chr1:224175756	DEGS1	protein_coding	chr1	224175756	224193441	chr1:224175756	ENSG00000143753
EIF4EBP2	14571.9574266036	0.352821258579863	0.016387248539046	21.5302317371457	8.11269464822873e-103	2.89199401460142e-100	ENSG00000148730	EIF4EBP2	protein_coding	chr10	70404379	70428618	chr10:70404379	EIF4EBP2	protein_coding	chr10	70404145	70428618	chr10:70404145	ENSG00000148730
PDIA4	9014.86806405835	-0.436398736469618	0.0202988733161378	-21.4986679148679	1.60221024700635e-102	5.62752787345583e-100	ENSG00000155660	PDIA4	protein_coding	chr7	149003062	149028641	chr7:149003062	PDIA4	protein_coding	chr7	149003062	149028662	chr7:149003062	ENSG00000155660
GALNT1	4897.80786240172	-0.777627971974451	0.036276665227817	-21.4360379348807	6.1643881921111e-102	2.1337717040635e-99	ENSG00000141429	GALNT1	protein_coding	chr18	35581117	35711834	chr18:35581117	GALNT1	protein_coding	chr18	35581117	35711834	chr18:35581117	ENSG00000141429
VIM	32102.5595567947	0.501479236728357	0.0233980481370521	21.4325243623307	6.64764736079499e-102	2.26817727950325e-99	ENSG00000026025	VIM	protein_coding	chr10	17228259	17237593	chr10:17228259	VIM	protein_coding	chr10	17228241	17237593	chr10:17228241	ENSG00000026025
GYG2	442.567960694563	-1.52074408992419	0.070988485435404	-21.4224050646635	8.2611526897247e-102	2.7790052231181e-99	ENSG00000056998	GYG2	protein_coding	chrX	2828788	2882818	chrX:2828788	GYG2	protein_coding	chrX	2828822	2882820	chrX:2828822	ENSG00000056998
PROSER1	6752.07636592698	0.490878891560214	0.022932608976193	21.4052789226821	1.1930485677708e-101	3.9576072211997e-99	ENSG00000120685	PROSER1	protein_coding	chr13	39009866	39038076	chr13:39009866	PROSER1	protein_coding	chr13	39009865	39038089	chr13:39009865	ENSG00000120685
B3GNT5	476.199664199265	-1.58573470032805	0.0742595436314469	-21.3539515970918	3.58321590972576e-101	1.17234970942315e-98	ENSG00000176597	B3GNT5	protein_coding	chr3	183253244	183298504	chr3:183253244	B3GNT5	protein_coding	chr3	183253253	183298504	chr3:183253253	ENSG00000176597
LAMP1	4921.96263743119	0.60047082927869	0.0283753521291122	21.1617049383725	2.15295433209013e-99	6.9488055767082e-97	ENSG00000185896	LAMP1	protein_coding	chr13	113297241	113323672	chr13:113297241	LAMP1	protein_coding	chr13	113297239	113323672	chr13:113297239	ENSG00000185896
MALAT1	16641.6196607555	0.924026053832086	0.0438630017958325	21.0661837083817	1.62513333254398e-98	5.1752912685974e-96	ENSG00000251562	MALAT1	lincRNA	chr11	65497762	65506516	chr11:65497762	MALAT1	lncRNA	chr11	65497688	65506516	chr11:65497688	ENSG00000251562
CALD1	3848.95980920825	-0.597326702361391	0.028460047037084	-20.9882542211916	8.39738043924833e-98	2.63898729488167e-95	ENSG00000122786	CALD1	protein_coding	chr7	134744252	134970728	chr7:134744252	CALD1	protein_coding	chr7	134744252	134970729	chr7:134744252	ENSG00000122786
GLOD4	2586.66166432922	-0.671395792779902	0.0322198972215256	-20.8379247197398	1.9615986097208e-96	6.08452223306125e-94	ENSG00000167699	GLOD4	protein_coding	chr17	757097	783390	chr17:757097	GLOD4	protein_coding	chr17	757097	782294	chr17:757097	ENSG00000167699
ARRDC4	707.734113837915	-1.12714857527799	0.0550899073029595	-20.4601646737104	4.87733292656289e-93	1.49346435407728e-90	ENSG00000140450	ARRDC4	protein_coding	chr15	97960698	97973838	chr15:97960698	ARRDC4	protein_coding	chr15	97960703	97973833	chr15:97960703	ENSG00000140450
PHKA2	872.045551063009	-1.1110097115855	0.0544345274169641	-20.4100184993847	1.36233129877124e-92	4.11872414428511e-90	ENSG00000044446	PHKA2	protein_coding	chrX	18892300	18984598	chrX:18892300	PHKA2	protein_coding	chrX	18892298	18984114	chrX:18892298	ENSG00000044446
AKAP1	6651.26389398899	0.517921130088706	0.0254179150947645	20.3762239411755	2.71834495995184e-92	8.11561887793623e-90	ENSG00000121057	AKAP1	protein_coding	chr17	57085092	57121349	chr17:57085092	AKAP1	protein_coding	chr17	57085092	57121346	chr17:57085092	ENSG00000121057
FAM101B	1474.06211283946	-1.04545946528187	0.0513152467791434	-20.373271705804	2.88729039484606e-92	8.51358565314854e-90	ENSG00000183688	FAM101B	protein_coding	chr17	439978	445939	chr17:439978	RFLNB	protein_coding	chr17	439978	445939	chr17:439978	ENSG00000183688
TCAF1	5178.35875094984	-0.537238190866974	0.026592763344377	-20.2024206326257	9.32141692268124e-91	2.71503319245511e-88	ENSG00000198420	TCAF1	protein_coding	chr7	143851375	143902198	chr7:143851375	TCAF1	protein_coding	chr7	143851375	143902198	chr7:143851375	ENSG00000198420
SLC16A14	171.247765264324	-2.66155401920249	0.132107868696901	-20.1468242993835	2.86941153234763e-90	8.25699096850493e-88	ENSG00000163053	SLC16A14	protein_coding	chr2	230034974	230068999	chr2:230034974	SLC16A14	protein_coding	chr2	230034982	230068993	chr2:230034982	ENSG00000163053
LDHA	33392.9216267773	-0.421053262747991	0.0209263236493138	-20.1207469503033	4.85705173344221e-90	1.38102170954207e-87	ENSG00000134333	LDHA	protein_coding	chr11	18394388	18408425	chr11:18394388	LDHA	protein_coding	chr11	18394560	18408425	chr11:18394560	ENSG00000134333
PRRC2C	20597.9251351721	-0.363083943185094	0.018053977655516	-20.1110220757452	5.90935772922073e-90	1.66046000005539e-87	ENSG00000117523	PRRC2C	protein_coding	chr1	171485551	171593511	chr1:171485551	PRRC2C	protein_coding	chr1	171485530	171593511	chr1:171485530	ENSG00000117523
MIR222HG	251.305784521174	-2.18935782387016	0.108987966242134	-20.0880693470887	9.38406405384653e-90	2.60615099839617e-87	ENSG00000270069	MIR222HG	lincRNA	chrX	45745211	45770274	chrX:45745211	MIR222HG	lncRNA	chrX	45745210	45770274	chrX:45745210	ENSG00000270069
CDC27	7237.67948143356	-0.658261776903932	0.0327812005316451	-20.0804658227353	1.09364460051785e-89	3.00236869411131e-87	ENSG00000004897	CDC27	protein_coding	chr17	47117703	47189422	chr17:47117703	CDC27	protein_coding	chr17	47117703	47189422	chr17:47117703	ENSG00000004897
EEF1A2	4197.44848291146	0.64400810270761	0.0322445603449098	19.9726123048	9.53345788131546e-89	2.58746713678794e-86	ENSG00000101210	EEF1A2	protein_coding	chr20	63488013	63499315	chr20:63488013	EEF1A2	protein_coding	chr20	63488013	63499239	chr20:63488013	ENSG00000101210
ACSL1	1008.6080014396	-1.24215716716928	0.0622863157247457	-19.9426977292829	1.73453375419986e-88	4.65478698711343e-86	ENSG00000151726	ACSL1	protein_coding	chr4	184755595	184826818	chr4:184755595	ACSL1	protein_coding	chr4	184755595	184826818	chr4:184755595	ENSG00000151726
VDAC1	10935.8848445896	-0.410136036491107	0.0205995555953402	-19.9099458526126	3.33675425305587e-88	8.85500428666517e-86	ENSG00000213585	VDAC1	protein_coding	chr5	133971915	134005133	chr5:133971915	VDAC1	protein_coding	chr5	133971871	134004975	chr5:133971871	ENSG00000213585
PNMAL1	1757.28079485203	-0.815617998171176	0.0409889634978982	-19.8984782382457	4.1947160488764e-88	1.10095162759741e-85	ENSG00000182013	PNMAL1	protein_coding	chr19	46466491	46471563	chr19:46466491	PNMA8A	protein_coding	chr19	46466491	46471563	chr19:46466491	ENSG00000182013
RPL22L1	2079.71480305508	-0.901287787239137	0.0454047406841815	-19.8500811513969	1.10023168786287e-87	2.85629713401269e-85	ENSG00000163584	RPL22L1	protein_coding	chr3	170864875	170870483	chr3:170864875	RPL22L1	protein_coding	chr3	170864875	170870208	chr3:170864875	ENSG00000163584
PFKP	3145.32046311488	0.68954746330367	0.0348607885303261	19.7800305837551	4.42422063247013e-87	1.13621597404211e-84	ENSG00000067057	PFKP	protein_coding	chr10	3066333	3137712	chr10:3066333	PFKP	protein_coding	chr10	3066333	3137718	chr10:3066333	ENSG00000067057
PAG1	1104.30531138635	-0.986578779851554	0.0500825522893187	-19.6990515609558	2.19697052750591e-86	5.58217490201607e-84	ENSG00000076641	PAG1	protein_coding	chr8	80967810	81112068	chr8:80967810	PAG1	protein_coding	chr8	80967810	81112068	chr8:80967810	ENSG00000076641
SLC7A1	11037.8374434994	0.459338276676488	0.0233957435200229	19.6334122180546	8.01470954808493e-86	2.01498234575221e-83	ENSG00000139514	SLC7A1	protein_coding	chr13	29509410	29595688	chr13:29509410	SLC7A1	protein_coding	chr13	29509414	29595688	chr13:29509414	ENSG00000139514
PABPC1	51866.2992908669	0.398458024257344	0.0203484522562065	19.5817362048168	2.21345954674213e-85	5.5069028973322e-83	ENSG00000070756	PABPC1	protein_coding	chr8	100685816	100722809	chr8:100685816	PABPC1	protein_coding	chr8	100685816	100722809	chr8:100685816	ENSG00000070756
ATXN7L3B	4748.31337087218	-0.588991293324255	0.0300882087845852	-19.5754854514971	2.50241279361298e-85	6.16161104769612e-83	ENSG00000253719	ATXN7L3B	protein_coding	chr12	74537827	74545430	chr12:74537827	ATXN7L3B	protein_coding	chr12	74537835	74545430	chr12:74537835	ENSG00000253719
STRADB	1791.88058978825	-0.711966528580282	0.0364646804649309	-19.5248256532784	6.75471114402018e-85	1.6462196016712e-82	ENSG00000082146	STRADB	protein_coding	chr2	201387858	201480846	chr2:201387858	STRADB	protein_coding	chr2	201387858	201480846	chr2:201387858	ENSG00000082146
