Gene	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	gene_id.84	gene_type.84	chr	start	stop	loc.84	gene_name.107	gene_type.107	chr.107	start.107	stop.107	loc.107	gene_id.107
ABCC1	ABCC1	6131.20501881382	0.0433768238093786	0.051298433051038	0.845577949061757	0.397788231143101	0.766285524745403	ENSG00000103222	protein_coding	chr16	15949577	16143074	chr16:15949577	ABCC1	protein_coding	chr16	15949138	16143257	chr16:15949138	ENSG00000103222
ABCC10	ABCC10	1198.61512426365	-0.0386713050592742	0.0402162581729885	-0.961583867224327	0.336258678543979	0.72618772694007	ENSG00000124574	protein_coding	chr6	43427366	43450430	chr6:43427366	ABCC10	protein_coding	chr6	43427366	43450427	chr6:43427366	ENSG00000124574
ABCC3	ABCC3	2044.93902149792	0.00542570317686086	0.103002318240651	0.0526755442939101	0.957990424792616	0.989938160454931	ENSG00000108846	protein_coding	chr17	50634777	50692252	chr17:50634777	ABCC3	protein_coding	chr17	50634777	50692253	chr17:50634777	ENSG00000108846
ABCC4	ABCC4	3141.23810695215	-0.166552572001837	0.0383891217605759	-4.33853561539092	1.4343524300802e-05	0.00116138139640519	ENSG00000125257	protein_coding	chr13	95019829	95301446	chr13:95019829	ABCC4	protein_coding	chr13	95019835	95301475	chr13:95019835	ENSG00000125257
ABCC5	ABCC5	1326.40877376317	0.00114205499379119	0.0424857034467102	0.0268809246673689	0.978554707930116	0.995184280132245	ENSG00000114770	protein_coding	chr3	183919934	184018015	chr3:183919934	ABCC5	protein_coding	chr3	183919934	184017939	chr3:183919934	ENSG00000114770
ABCC9	ABCC9	3903.15550054113	0.186357590325551	0.14718783792287	1.2661208490827	0.205469819301904	0.603958411339124	ENSG00000069431	protein_coding	chr12	21797401	21941402	chr12:21797401	ABCC9	protein_coding	chr12	21797389	21942543	chr12:21797389	ENSG00000069431
ABCD1	ABCD1	993.789011243213	0.089962755813795	0.0631500889608881	1.42458636708356	0.154276803126655	0.533986399175677	ENSG00000101986	protein_coding	chrX	153724868	153744762	chrX:153724868	ABCD1	protein_coding	chrX	153724856	153744755	chrX:153724856	ENSG00000101986
ABCD3	ABCD3	4492.96372521765	0.0899325918508915	0.0391664199450443	2.2961657454799	0.0216664063098094	0.212304804878398	ENSG00000117528	protein_coding	chr1	94418455	94518666	chr1:94418455	ABCD3	protein_coding	chr1	94418389	94518666	chr1:94418389	ENSG00000117528
ABCD4	ABCD4	887.173706616662	-0.0720468917390889	0.0506275129984246	-1.42307783795998	0.154713592100641	0.53507333697541	ENSG00000119688	protein_coding	chr14	74285423	74303056	chr14:74285423	ABCD4	protein_coding	chr14	74285269	74303055	chr14:74285269	ENSG00000119688
ABCE1	ABCE1	10307.5323128458	-0.0381849563048749	0.0510424168854132	-0.748102433914867	0.454398374051569	0.803130751860463	ENSG00000164163	protein_coding	chr4	145097932	145129179	chr4:145097932	ABCE1	protein_coding	chr4	145098288	145129524	chr4:145098288	ENSG00000164163
ABCF1	ABCF1	4997.98211408277	-0.0256099327895214	0.036590593725103	-0.699904816574533	0.483986749224376	0.816785129932662	ENSG00000204574	protein_coding	chr6	30571376	30597179	chr6:30571376	ABCF1	protein_coding	chr6	30571393	30597179	chr6:30571393	ENSG00000204574
ABCF2	ABCF2	6366.95913151252	-0.00396656914655334	0.0392228337865134	-0.101129081293388	0.919447992847525	0.979358301590609	ENSG00000033050	protein_coding	chr7	151207837	151227230	chr7:151207837	ABCF2	protein_coding	chr7	151211484	151227205	chr7:151211484	ENSG00000033050
ABCF3	ABCF3	2433.30994495631	0.00274140292386687	0.0208091094770446	0.131740520991108	0.895189533707723	0.972084276368866	ENSG00000161204	protein_coding	chr3	184186023	184194012	chr3:184186023	ABCF3	protein_coding	chr3	184186095	184194012	chr3:184186095	ENSG00000161204
ABHD10	ABHD10	1843.33079761205	0.0374320555385897	0.0466813174314869	0.801863734748442	0.422631785961423	0.7823925128798	ENSG00000144827	protein_coding	chr3	111979010	111993363	chr3:111979010	ABHD10	protein_coding	chr3	111979010	111993368	chr3:111979010	ENSG00000144827
ABHD11	ABHD11	382.904439057276	0.151638379260158	0.0825758525240032	1.83635257312154	0.0663055290285084	0.371245664886016	ENSG00000106077	protein_coding	chr7	73736094	73738867	chr7:73736094	ABHD11	protein_coding	chr7	73736094	73738852	chr7:73736094	ENSG00000106077
ABHD12	ABHD12	2868.76269833719	0.114035876443388	0.0731035805340105	1.55992190273545	0.118778337836909	0.477893699112038	ENSG00000100997	protein_coding	chr20	25294743	25390983	chr20:25294743	ABHD12	protein_coding	chr20	25294742	25390835	chr20:25294742	ENSG00000100997
ABHD13	ABHD13	1376.97493712633	-0.0649267313400226	0.0268388677230819	-2.41913079232416	0.0155576451687765	0.176520214359659	ENSG00000139826	protein_coding	chr13	108218379	108234255	chr13:108218379	ABHD13	protein_coding	chr13	108218392	108234243	chr13:108218392	ENSG00000139826
ABHD14A	ABHD14A	418.941378261241	-0.123776900067309	0.060580437359628	-2.04318267516827	0.0410343581059299	0.293624871483544	ENSG00000248487	protein_coding	chr3	51971426	51981199	chr3:51971426	ABHD14A	protein_coding	chr3	51971426	51981196	chr3:51971426	ENSG00000248487
ABHD14B	ABHD14B	2598.16110699012	0.0474174738126806	0.0504295451847223	0.940271692695055	0.347078215719081	0.7341064559154	ENSG00000114779	protein_coding	chr3	51968510	51983409	chr3:51968510	ABHD14B	protein_coding	chr3	51968510	51983409	chr3:51968510	ENSG00000114779
ABHD15	ABHD15	729.172602976166	0.0913945663040818	0.0388522283348409	2.35236356371671	0.0186545318966991	0.196011238527269	ENSG00000168792	protein_coding	chr17	29560547	29567137	chr17:29560547	ABHD15	protein_coding	chr17	29560547	29567037	chr17:29560547	ENSG00000168792
ABHD16A	ABHD16A	1315.73590030462	-0.0160293516039216	0.0321863737896745	-0.498016698267013	0.618472272732077	0.878681023069837	ENSG00000204427	protein_coding	chr6	31686949	31703444	chr6:31686949	ABHD16A	protein_coding	chr6	31686955	31703356	chr6:31686955	ENSG00000204427
ABHD17A	ABHD17A	2372.91284445991	-0.0536763056226262	0.129979689675935	-0.412959176594833	0.679636523596359	0.901692807389988	ENSG00000129968	protein_coding	chr19	1876810	1885547	chr19:1876810	ABHD17A	protein_coding	chr19	1876810	1885496	chr19:1876810	ENSG00000129968
ABHD17B	ABHD17B	908.624343052253	0.0110825380913542	0.040255258442642	0.275306593973187	0.783080698887999	0.936550161495355	ENSG00000107362	protein_coding	chr9	71862452	71910931	chr9:71862452	ABHD17B	protein_coding	chr9	71862452	71911193	chr9:71862452	ENSG00000107362
ABHD17C	ABHD17C	1238.43223502022	0.0843263125073612	0.0606793197284032	1.38970431581633	0.164618683740585	0.551601810048044	ENSG00000136379	protein_coding	chr15	80679684	80755621	chr15:80679684	ABHD17C	protein_coding	chr15	80679684	80755621	chr15:80679684	ENSG00000136379
ABHD18	ABHD18	392.704956763314	-0.0923438494258572	0.0388353760921929	-2.3778281226539	0.0174149412268347	0.188521761916208	ENSG00000164074	protein_coding	chr4	127965306	128039711	chr4:127965306	ABHD18	protein_coding	chr4	127965306	128039953	chr4:127965306	ENSG00000164074
ABHD2	ABHD2	7068.18720588761	0.207882674332739	0.0548964008024558	3.78681792055553	0.00015258882817108	0.00751535898899862	ENSG00000140526	protein_coding	chr15	89087459	89202360	chr15:89087459	ABHD2	protein_coding	chr15	89087459	89202355	chr15:89087459	ENSG00000140526
ABHD3	ABHD3	208.764444680799	-0.134058907219327	0.0849508461742638	-1.57807618471893	0.114548108638844	0.470809890330982	ENSG00000158201	protein_coding	chr18	21650897	21704805	chr18:21650897	ABHD3	protein_coding	chr18	21650901	21704780	chr18:21650901	ENSG00000158201
ABHD4	ABHD4	2871.28264866644	0.00753639218488206	0.114244486021207	0.0659672291184633	0.947403915977765	0.987464315900147	ENSG00000100439	protein_coding	chr14	22598237	22613215	chr14:22598237	ABHD4	protein_coding	chr14	22598290	22612963	chr14:22598290	ENSG00000100439
ABHD5	ABHD5	1785.88668013952	0.0719998014734945	0.0594804685532951	1.21047804808367	0.226095509179538	0.626982912901331	ENSG00000011198	protein_coding	chr3	43690113	43734371	chr3:43690113	ABHD5	protein_coding	chr3	43690108	43734371	chr3:43690108	ENSG00000011198
ABHD6	ABHD6	421.430796778663	-0.094879039877583	0.0377939975822571	-2.51042615090088	0.0120585541322781	0.152204327326964	ENSG00000163686	protein_coding	chr3	58237506	58295693	chr3:58237506	ABHD6	protein_coding	chr3	58237532	58295693	chr3:58237532	ENSG00000163686
ABHD8	ABHD8	382.332592818489	0.0413326310531537	0.0951463074923236	0.434411299213986	0.663989794035068	0.89776681732934	ENSG00000127220	protein_coding	chr19	17292131	17310236	chr19:17292131	ABHD8	protein_coding	chr19	17292131	17310236	chr19:17292131	ENSG00000127220
ABI1	ABI1	5288.22398482278	-0.00670949949182406	0.0216382022975806	-0.310076567339157	0.756502731206512	0.92834158827158	ENSG00000136754	protein_coding	chr10	26746593	26861087	chr10:26746593	ABI1	protein_coding	chr10	26746593	26861087	chr10:26746593	ENSG00000136754
ABI2	ABI2	4216.33468787408	0.0214776911654817	0.0254189560651505	0.844947806292001	0.398139981035051	0.766494657856514	ENSG00000138443	protein_coding	chr2	203328219	203447723	chr2:203328219	ABI2	protein_coding	chr2	203328280	203447728	chr2:203328280	ENSG00000138443
ABI3BP	ABI3BP	5466.99208323198	0.0689922474849831	0.171169805104815	0.403063188876894	0.686901739955185	0.903984116548708	ENSG00000154175	protein_coding	chr3	100749156	100993515	chr3:100749156	ABI3BP	protein_coding	chr3	100749156	100993515	chr3:100749156	ENSG00000154175
ABL1	ABL1	11427.8689764005	-0.00932198927760619	0.0455064043568914	-0.204850051533339	0.837689280651705	0.955058535981693	ENSG00000097007	protein_coding	chr9	130713946	130887675	chr9:130713946	ABL1	protein_coding	chr9	130713016	130887675	chr9:130713016	ENSG00000097007
ABL2	ABL2	5249.88712678344	0.00582131531392774	0.0625439670330326	0.0930755689170341	0.925843526346379	0.980964518193585	ENSG00000143322	protein_coding	chr1	179099327	179229684	chr1:179099327	ABL2	protein_coding	chr1	179099330	179229684	chr1:179099330	ENSG00000143322
ABLIM1	ABLIM1	489.771473967548	0.300886267408695	0.133502223848144	2.25379217466031	0.0242092453403645	0.225648985749039	ENSG00000099204	protein_coding	chr10	114431113	114685003	chr10:114431113	ABLIM1	protein_coding	chr10	114431112	114768061	chr10:114431112	ENSG00000099204
ABLIM3	ABLIM3	2573.48798509192	0.087935426921304	0.0670456164600213	1.31157608154351	0.189663207673902	0.584278047585056	ENSG00000173210	protein_coding	chr5	149141483	149260542	chr5:149141483	ABLIM3	protein_coding	chr5	149141483	149260542	chr5:149141483	ENSG00000173210
ABR	ABR	6056.13182253146	0.133143143360369	0.0292896554177644	4.54573949270896	5.47427108520164e-06	0.000534211237654024	ENSG00000159842	protein_coding	chr17	1003518	1229021	chr17:1003518	ABR	protein_coding	chr17	1003519	1229738	chr17:1003519	ENSG00000159842
ABRACL	ABRACL	1019.89754107679	-0.0628193957810624	0.0662888414172527	-0.94766169445696	0.343301707566345	0.731018527762793	ENSG00000146386	protein_coding	chr6	139028682	139043302	chr6:139028682	ABRACL	protein_coding	chr6	139028745	139043302	chr6:139028745	ENSG00000146386
ABT1	ABT1	1226.39198868364	-0.028738133657047	0.0343343899099899	-0.837007261011076	0.402588486638179	0.769206362583891	ENSG00000146109	protein_coding	chr6	26596952	26600744	chr6:26596952	ABT1	protein_coding	chr6	26596953	26600739	chr6:26596953	ENSG00000146109
ABTB1	ABTB1	657.093734616308	0.121575806043158	0.0711476444159889	1.70878188647151	0.0874913591941522	0.41938444226625	ENSG00000114626	protein_coding	chr3	127672935	127680920	chr3:127672935	ABTB1	protein_coding	chr3	127672935	127680926	chr3:127672935	ENSG00000114626
ABTB2	ABTB2	1008.30471687956	-0.090203494767861	0.061948497010366	-1.45610465339889	0.145363691366977	0.519760803275588	ENSG00000166016	protein_coding	chr11	34150988	34358008	chr11:34150988	ABTB2	protein_coding	chr11	34150987	34358010	chr11:34150987	ENSG00000166016
AC002467.7	AC002467.7	44.6084023733076	0.00683126220471668	0.0791561825142622	0.0863010568187246	0.93122709839233	0.98304951525069	ENSG00000241764	antisense	chr7	107742817	107744581	chr7:107742817	CBLL1-AS1	lncRNA	chr7	107739999	107744581	chr7:107739999	ENSG00000241764
AC003956.1	AC003956.1	6.95112715990285	-0.0415718250753485	0.135362803125148	-0.307114097193405	0.758756527883164	0.929435249308983	ENSG00000268564	antisense	chr19	15124160	15126174	chr19:15124160	ILVBL-AS1	lncRNA	chr19	15124160	15126174	chr19:15124160	ENSG00000268564
AC004381.6	AC004381.6	400.404069284973	0.194790164977641	0.107033192929284	1.81990427125103	0.0687735843624507	0.379059125781069	ENSG00000005189	protein_coding	chr16	20806429	20849668	chr16:20806429	REXO5	protein_coding	chr16	20806429	20849665	chr16:20806429	ENSG00000005189
AC005154.6	AC005154.6	231.222957900267	-0.00180771253072565	0.0653234688870816	-0.0276732476324928	0.977922760826115	0.995005211791371	ENSG00000196295	processed_transcript	chr7	30516309	30594809	chr7:30516309	GARS1-DT	lncRNA	chr7	30516309	30595286	chr7:30516309	ENSG00000196295
AC005592.2	AC005592.2	26.9106814928945	0.00958593506252639	0.126106223594341	0.0760147658799336	0.939407350714247	0.985460571703537	ENSG00000231185	antisense	chr5	142325293	142672001	chr5:142325293	SPRY4-AS1	lncRNA	chr5	142325209	142672001	chr5:142325209	ENSG00000231185
AC005624.2	AC005624.2	8.37769487277908	-0.0362858762972138	0.146697256364593	-0.247352112755476	0.804635731300592	0.944243396012049	ENSG00000267201	lincRNA	chr19	2458935	2462185	chr19:2458935	LINC01775	lncRNA	chr19	2458935	2462185	chr19:2458935	ENSG00000267201
AC005682.5	AC005682.5	156.854285363603	-0.12444854147076	0.107252576517955	-1.16033148583546	0.245913869986432	0.645783091703684	ENSG00000228649	processed_transcript	chr7	22854178	22861579	chr7:22854178	SNHG26	lncRNA	chr7	22854126	22872952	chr7:22854126	ENSG00000228649
AC006145.4	AC006145.4	88.721975039516	-0.0872984366635354	0.0538923997870361	-1.61986545428499	0.105261182112796	0.454645240016975	ENSG00000223770	antisense	chr7	82009177	82029955	chr7:82009177	CACNA2D1-AS1	lncRNA	chr7	82009177	82029955	chr7:82009177	ENSG00000223770
AC007246.3	AC007246.3	124.010941668084	0.0788151497000776	0.095443851380499	0.82577503485134	0.408931718437299	0.773136068263622	ENSG00000231312	antisense	chr2	39436637	39665343	chr2:39436637	MAP4K3-DT	lncRNA	chr2	39436530	39665343	chr2:39436530	ENSG00000231312
AC007383.3	AC007383.3	83.5543893423862	0.0989584288689654	0.0695240707410286	1.42336931388234	0.154629123203896	0.534922679781944	ENSG00000227946	lincRNA	chr2	206084605	206086564	chr2:206084605	INO80D-AS1	lncRNA	chr2	206084605	206086863	chr2:206084605	ENSG00000227946
AC007879.7	AC007879.7	61.8052353521634	-0.0866166154661811	0.0722291310190837	-1.19919226832864	0.230453192943382	0.63162008764871	ENSG00000229647	lincRNA	chr2	207239650	207245887	chr2:207239650	MYOSLID	lncRNA	chr2	207166120	207248668	chr2:207166120	ENSG00000229647
AC009133.12	AC009133.12	185.777147973906	-0.0464476849752684	0.0450416716328555	-1.03121583394758	0.302439617018935	0.699664157797099	ENSG00000238045	antisense	chr16	29808636	29821252	chr16:29808636	MVP-DT	lncRNA	chr16	29808636	29821252	chr16:29808636	ENSG00000238045
AC009403.2	AC009403.2	75.2984465912126	0.17782226956182	0.0484689694690972	3.66878585432265	0.000243705102267749	0.0107844662260718	ENSG00000216895	antisense	chr7	155611231	155645205	chr7:155611231	RBM33-DT	lncRNA	chr7	155611231	155645205	chr7:155611231	ENSG00000216895
AC009506.1	AC009506.1	78.8033026982488	-0.0301257958000691	0.0657402916296798	-0.458254672336564	0.646769485195622	0.89021782947482	ENSG00000224152	antisense	chr2	159615296	159617082	chr2:159615296	BAZ2B-AS1	lncRNA	chr2	159615292	159618637	chr2:159615292	ENSG00000224152
AC009948.5	AC009948.5	469.857805596591	-0.0342442543788927	0.0422284124952022	-0.810929238289112	0.417406308397321	0.779510653960358	ENSG00000223960	antisense	chr2	178413939	178440243	chr2:178413939	CHROMR	lncRNA	chr2	178413635	178440243	chr2:178413635	ENSG00000223960
AC010127.3	AC010127.3	21.2436920789236	-0.157100323593437	0.0928959317734506	-1.69114320287528	0.0908094555813513	0.425845381355403	ENSG00000236107	antisense	chr2	165957399	166301784	chr2:165957399	SCN1A-AS1	lncRNA	chr2	165957188	166390771	chr2:165957188	ENSG00000236107
AC010136.2	AC010136.2	41.0156970110748	-0.0340241443977627	0.0709828777851213	-0.479328895353613	0.631704668928637	0.883868663475371	ENSG00000223923	antisense	chr2	217978707	217992615	chr2:217978707	TNS1-AS1	lncRNA	chr2	217978707	217993747	chr2:217978707	ENSG00000223923
AC010226.4	AC010226.4	21.7999800854136	-0.0949772528896928	0.0793114901433152	-1.19752198222565	0.23110316476337	0.631759283793918	ENSG00000249249	antisense	chr5	115602057	115620659	chr5:115602057	TICAM2-AS1	lncRNA	chr5	115602057	115623897	chr5:115602057	ENSG00000249249
AC012146.7	AC012146.7	81.3375037297376	0.128863631869901	0.0796510776359142	1.61785170640048	0.105694560081244	0.455242066832145	ENSG00000234327	processed_transcript	chr17	5111468	5115004	chr17:5111468	ZNF232-AS1	lncRNA	chr17	5097223	5115004	chr17:5097223	ENSG00000234327
AC013461.1	AC013461.1	14425.3839065784	0.177103342636229	0.0496365737489453	3.5680009569555	0.000359715190964018	0.0141955802853021	ENSG00000091436	protein_coding	chr2	173075435	173268010	chr2:173075435	MAP3K20	protein_coding	chr2	173075435	173268015	chr2:173075435	ENSG00000091436
AC016747.3	AC016747.3	798.74320153017	-0.143014281584558	0.0373442832168375	-3.82961645706663	0.000128343135551021	0.00667875965418232	ENSG00000212978	processed_transcript	chr2	61141592	61144969	chr2:61141592	C2orf74-DT	lncRNA	chr2	61141592	61144969	chr2:61141592	ENSG00000212978
AC017074.2	AC017074.2	17.8071917449658	-0.157846222347945	0.137070007610105	-1.15157374760595	0.249496274312393	0.649067548203723	ENSG00000227359	lincRNA	chr2	113677702	113704078	chr2:113677702	LINC02936	lncRNA	chr2	113677702	113704078	chr2:113677702	ENSG00000227359
AC019117.2	AC019117.2	8.10969140125091	0.0190960165921718	0.230995748815551	0.0826682598709637	0.934115323411617	0.984178618769822	ENSG00000236039	lincRNA	chr7	17434477	17460672	chr7:17434477	LINC02889	lncRNA	chr7	17405479	17558909	chr7:17405479	ENSG00000236039
