baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	gene_id.84	Gene	gene_type.84	chr	start	stop	loc.84	gene_name.107	gene_type.107	chr.107	start.107	stop.107	loc.107	gene_id.107
NSMAF	837.525320818599	-1.25052739918048	0.0675544326120133	-18.5114040756239	1.67088104461467e-76	1.44049603469839e-73	ENSG00000035681	NSMAF	protein_coding	chr8	58583504	58659844	chr8:58583504	NSMAF	protein_coding	chr8	58583508	58659853	chr8:58583508	ENSG00000035681
DIS3L	358.237209905069	-1.59536691961888	0.0868603879317213	-18.3670250341612	2.41279718386656e-75	1.96455308481935e-72	ENSG00000166938	DIS3L	protein_coding	chr15	66293217	66333898	chr15:66293217	DIS3L	protein_coding	chr15	66293217	66333898	chr15:66293217	ENSG00000166938
NAE1	770.01683021121	-1.30337736139355	0.0713537404903316	-18.2664195659113	1.53177065730738e-74	1.18155951334195e-71	ENSG00000159593	NAE1	protein_coding	chr16	66802875	66873256	chr16:66802875	NAE1	protein_coding	chr16	66802875	66873256	chr16:66802875	ENSG00000159593
PEBP1	4952.23881227543	-0.546456953016768	0.0306231770173552	-17.8445545577153	3.18633715357932e-71	2.33494786614292e-68	ENSG00000089220	PEBP1	protein_coding	chr12	118135858	118145584	chr12:118135858	PEBP1	protein_coding	chr12	118136124	118145584	chr12:118136124	ENSG00000089220
AKT1	3735.08859895435	-0.629231866594462	0.0355790259621578	-17.6854719762064	5.42647699636885e-70	3.78716413613247e-67	ENSG00000142208	AKT1	protein_coding	chr14	104769349	104795751	chr14:104769349	AKT1	protein_coding	chr14	104769349	104795751	chr14:104769349	ENSG00000142208
PRDX2	1581.06845851978	-0.868386544142617	0.0492140510075907	-17.6450937560226	1.10989900826983e-69	7.39394539327389e-67	ENSG00000167815	PRDX2	protein_coding	chr19	12796820	12801859	chr19:12796820	PRDX2	protein_coding	chr19	12796820	12801800	chr19:12796820	ENSG00000167815
FAM92A1	359.569629836399	-1.30525238949611	0.0742240917663798	-17.5852928400174	3.19327500444557e-69	2.03481036805019e-66	ENSG00000188343	FAM92A1	protein_coding	chr8	93698561	93731527	chr8:93698561	CIBAR1	protein_coding	chr8	93698561	93731527	chr8:93698561	ENSG00000188343
FBXO44	123.990617314923	-2.90087326304694	0.168912380539027	-17.1738344684372	4.16943440722889e-66	2.54613461134777e-63	ENSG00000132879	FBXO44	protein_coding	chr1	11654375	11663327	chr1:11654375	FBXO44	protein_coding	chr1	11654375	11663327	chr1:11654375	ENSG00000132879
CERS2	4614.08382390984	-0.564789763684005	0.0334189917455402	-16.9002634186107	4.47901224555509e-64	2.62577613883422e-61	ENSG00000143418	CERS2	protein_coding	chr1	150960583	150975004	chr1:150960583	CERS2	protein_coding	chr1	150960583	150975003	chr1:150960583	ENSG00000143418
ACOT7	1061.37642442419	-1.12022052116507	0.0663077303265356	-16.8942673146628	4.95834846236776e-64	2.79498288709469e-61	ENSG00000097021	ACOT7	protein_coding	chr1	6264269	6394391	chr1:6264269	ACOT7	protein_coding	chr1	6264269	6393767	chr1:6264269	ENSG00000097021
MAPK9	1193.87055921895	-0.786762918288993	0.0469430973276542	-16.7599277226539	4.79206384674689e-63	2.60120324955268e-60	ENSG00000050748	MAPK9	protein_coding	chr5	180233143	180292099	chr5:180233143	MAPK9	protein_coding	chr5	180233143	180292099	chr5:180233143	ENSG00000050748
CRYAB	12444.9910964899	-0.525892197609263	0.0321774808887309	-16.3434856640204	4.84047879821233e-60	2.53364490237857e-57	ENSG00000109846	CRYAB	protein_coding	chr11	111908565	111923722	chr11:111908565	CRYAB	protein_coding	chr11	111908564	111923722	chr11:111908564	ENSG00000109846
ARL2BP	2543.17383782298	-0.579276432927255	0.0356898661530008	-16.2308379203195	3.05263686981672e-59	1.54273951600117e-56	ENSG00000102931	ARL2BP	protein_coding	chr16	57245098	57253635	chr16:57245098	ARL2BP	protein_coding	chr16	57245259	57253635	chr16:57245259	ENSG00000102931
TSPAN17	1450.08392606047	-0.744065416455619	0.0465011935492366	-16.0009960963214	1.25746978293664e-57	6.14315904623981e-55	ENSG00000048140	TSPAN17	protein_coding	chr5	176647387	176659054	chr5:176647387	TSPAN17	protein_coding	chr5	176647387	176659054	chr5:176647387	ENSG00000048140
TMEM200B	244.641532100025	-1.44268606609266	0.0924744244840533	-15.6009196503996	7.1753005235257e-55	3.39229691847718e-52	ENSG00000253304	TMEM200B	protein_coding	chr1	29119428	29123935	chr1:29119428	TMEM200B	protein_coding	chr1	29119429	29123903	chr1:29119429	ENSG00000253304
B3GALNT1	115.654452856025	-2.47584977901551	0.160558411379443	-15.4202433727648	1.19652606577383e-53	5.48008938124413e-51	ENSG00000169255	B3GALNT1	protein_coding	chr3	161083883	161105384	chr3:161083883	B3GALNT1	protein_coding	chr3	161083883	161105411	chr3:161083883	ENSG00000169255
PERP	2362.72001942476	-0.889489102854916	0.057729966480145	-15.4077536691596	1.45171016803402e-53	6.44735279475957e-51	ENSG00000112378	PERP	protein_coding	chr6	138088505	138107511	chr6:138088505	PERP	protein_coding	chr6	138088505	138107419	chr6:138088505	ENSG00000112378
ZFYVE9	1149.61615021097	-0.676864129733382	0.0446771695002688	-15.1501121781967	7.5637394100232e-52	3.26041661156765e-49	ENSG00000157077	ZFYVE9	protein_coding	chr1	52142094	52346686	chr1:52142094	ZFYVE9	protein_coding	chr1	52142089	52348671	chr1:52142089	ENSG00000157077
OAT	4211.7976936739	-0.421499667431876	0.0278402391922917	-15.13994418369	8.82886005275605e-52	3.69702208380551e-49	ENSG00000065154	OAT	protein_coding	chr10	124397303	124418976	chr10:124397303	OAT	protein_coding	chr10	124397303	124418976	chr10:124397303	ENSG00000065154
SKP1	5619.04918583088	-0.387685596081309	0.0256169062011426	-15.1339741433732	9.66764937018815e-52	3.93580747692993e-49	ENSG00000113558	SKP1	protein_coding	chr5	134148935	134177038	chr5:134148935	SKP1	protein_coding	chr5	134148935	134176964	chr5:134148935	ENSG00000113558
AMFR	2512.49856419089	-0.648193652452037	0.043236023214255	-14.9919813216847	8.28444923202728e-51	3.281537512016e-48	ENSG00000159461	AMFR	protein_coding	chr16	56361452	56425538	chr16:56361452	AMFR	protein_coding	chr16	56361452	56425545	chr16:56361452	ENSG00000159461
PYGO1	211.32477776483	-1.53690857340098	0.103087895878726	-14.9087199840516	2.89244371450392e-50	1.11556987052025e-47	ENSG00000171016	PYGO1	protein_coding	chr15	55538890	55588947	chr15:55538890	PYGO1	protein_coding	chr15	55538884	55588947	chr15:55538884	ENSG00000171016
RCN2	1753.14418116201	-0.65108253615135	0.0438483728099818	-14.8484993724359	7.11433950339515e-50	2.67353230158357e-47	ENSG00000117906	RCN2	protein_coding	chr15	76931619	76954392	chr15:76931619	RCN2	protein_coding	chr15	76931738	76954393	chr15:76931738	ENSG00000117906
TFRC	5603.36896877704	0.558043728198007	0.0376492572079538	14.8221709957166	1.05324569139202e-49	3.85909221326035e-47	ENSG00000072274	TFRC	protein_coding	chr3	196027183	196082189	chr3:196027183	TFRC	protein_coding	chr3	196012511	196082153	chr3:196012511	ENSG00000072274
PTGFRN	352.169304226008	-1.40323502642395	0.0949014063431962	-14.7862405889894	1.7971517470783e-49	6.4241600012633e-47	ENSG00000134247	PTGFRN	protein_coding	chr1	116910057	116990358	chr1:116910057	PTGFRN	protein_coding	chr1	116909916	116990353	chr1:116909916	ENSG00000134247
HGSNAT	2579.86644882374	-0.532887832576771	0.0363982351406068	-14.640485466348	1.54957840714755e-48	5.40729074646534e-46	ENSG00000165102	HGSNAT	protein_coding	chr8	43140455	43202855	chr8:43140455	HGSNAT	protein_coding	chr8	43140464	43202855	chr8:43140464	ENSG00000165102
TTC7B	517.321276661477	-0.934007207180006	0.0640342228480989	-14.586062977537	3.44513726233496e-48	1.1742309701577e-45	ENSG00000165914	TTC7B	protein_coding	chr14	90524564	90816479	chr14:90524564	TTC7B	protein_coding	chr14	90524564	90816479	chr14:90524564	ENSG00000165914
EPB41L1	1231.22098262893	-0.693653372244766	0.0479136604483019	-14.4771525647306	1.68952505215319e-47	5.62765435553571e-45	ENSG00000088367	EPB41L1	protein_coding	chr20	36091504	36232799	chr20:36091504	EPB41L1	protein_coding	chr20	36091504	36232799	chr20:36091504	ENSG00000088367
FBXO6	91.1907088057662	-2.55787872625161	0.178349821514958	-14.3419191817755	1.19698920264437e-46	3.89846083421241e-44	ENSG00000116663	FBXO6	protein_coding	chr1	11664124	11674354	chr1:11664124	FBXO6	protein_coding	chr1	11664200	11674354	chr1:11664200	ENSG00000116663
HACD3	2801.70088628083	-0.57799879281033	0.0403893672942471	-14.3106671763253	1.87703890806868e-46	5.96204951350892e-44	ENSG00000074696	HACD3	protein_coding	chr15	65530418	65578352	chr15:65530418	HACD3	protein_coding	chr15	65530418	65578349	chr15:65530418	ENSG00000074696
ZNF319	197.854144494283	-1.7623418847816	0.123159859083896	-14.3093853621666	1.91195638056031e-46	5.96204951350892e-44	ENSG00000166188	ZNF319	protein_coding	chr16	57994668	58000453	chr16:57994668	ZNF319	protein_coding	chr16	57994676	58000672	chr16:57994676	ENSG00000166188
ADCY3	960.866226746762	-1.35616090383841	0.0948398900356583	-14.2994778181261	2.20457511168948e-46	6.73130267435854e-44	ENSG00000138031	ADCY3	protein_coding	chr2	24819169	24919839	chr2:24819169	ADCY3	protein_coding	chr2	24819169	24920237	chr2:24819169	ENSG00000138031
MBTPS2	1231.7802631178	-0.863236792011258	0.0604733065246262	-14.2746749205739	3.14752087370453e-46	9.41429916837012e-44	ENSG00000012174	MBTPS2	protein_coding	chrX	21839636	21885424	chrX:21839636	MBTPS2	protein_coding	chrX	21839617	21885423	chrX:21839617	ENSG00000012174
IFT57	607.911216001483	-0.797615691291147	0.056240286509393	-14.1822835692335	1.17945122054203e-45	3.45720741765281e-43	ENSG00000114446	IFT57	protein_coding	chr3	108160812	108222570	chr3:108160812	IFT57	protein_coding	chr3	108160812	108222435	chr3:108160812	ENSG00000114446
ADGRA3	322.690797989255	-1.22132999453061	0.0866053985109113	-14.1022386078708	3.67910960979287e-45	1.05727510668871e-42	ENSG00000152990	ADGRA3	protein_coding	chr4	22345071	22516054	chr4:22345071	ADGRA3	protein_coding	chr4	22345071	22516066	chr4:22345071	ENSG00000152990
ATP9A	2486.41836237963	-0.593283448233213	0.0420878422718789	-14.096314189754	4.00129014625708e-45	1.12774823814507e-42	ENSG00000054793	ATP9A	protein_coding	chr20	51596514	51768634	chr20:51596514	ATP9A	protein_coding	chr20	51596514	51768390	chr20:51596514	ENSG00000054793
ADAM15	1282.30758156259	-0.840913062032214	0.0598207878122335	-14.0572047407949	6.95806969378291e-45	1.92410319683174e-42	ENSG00000143537	ADAM15	protein_coding	chr1	155050566	155062775	chr1:155050566	ADAM15	protein_coding	chr1	155050566	155062775	chr1:155050566	ENSG00000143537
SIMC1	162.988838274343	-1.52332849318096	0.108890883778448	-13.9894951746407	1.80689950167942e-44	4.90405909196547e-42	ENSG00000170085	SIMC1	protein_coding	chr5	176238367	176345991	chr5:176238367	SIMC1	protein_coding	chr5	176238367	176345991	chr5:176238367	ENSG00000170085
KIAA0368	3797.68031747066	-0.532951323560566	0.0383587652560606	-13.8938602429691	6.90133329357878e-44	1.83901710455801e-41	ENSG00000136813	KIAA0368	protein_coding	chr9	111360692	111484745	chr9:111360692	ECPAS	protein_coding	chr9	111360685	111484745	chr9:111360685	ENSG00000136813
AK3	1169.45604055723	-0.843645931502413	0.0608066894828941	-13.8742289487696	9.07638541368725e-44	2.37541972541072e-41	ENSG00000147853	AK3	protein_coding	chr9	4709559	4742043	chr9:4709559	AK3	protein_coding	chr9	4709556	4742043	chr9:4709556	ENSG00000147853
MAP6	91.7778120106929	-2.2690236454053	0.16452780002772	-13.7911261502494	2.88225124693938e-43	7.41092531142868e-41	ENSG00000171533	MAP6	protein_coding	chr11	75586918	75669120	chr11:75586918	MAP6	protein_coding	chr11	75586918	75669038	chr11:75586918	ENSG00000171533
COL1A2	645913.020165014	0.468805111724422	0.0340310545386399	13.7758032502967	3.56396825763751e-43	9.0057791006785e-41	ENSG00000164692	COL1A2	protein_coding	chr7	94394561	94431232	chr7:94394561	COL1A2	protein_coding	chr7	94394895	94431227	chr7:94394895	ENSG00000164692
FBXW4	280.659400562518	-1.44224181188311	0.105604759679703	-13.6569773583823	1.8344142032513e-42	4.55680924794086e-40	ENSG00000107829	FBXW4	protein_coding	chr10	101610664	101695295	chr10:101610664	FBXW4	protein_coding	chr10	101610664	101695295	chr10:101610664	ENSG00000107829
CCSAP	294.031546276179	-1.09430772236894	0.081169451541742	-13.4817680985091	2.0024982914044e-41	4.89143582647048e-39	ENSG00000154429	CCSAP	protein_coding	chr1	229321005	229343294	chr1:229321005	CCSAP	protein_coding	chr1	229321011	229343294	chr1:229321011	ENSG00000154429
KLHL22	316.514063863119	-1.03619300141642	0.0770484685900706	-13.4485865894284	3.13813362476851e-41	7.53975186960775e-39	ENSG00000099910	KLHL22	protein_coding	chr22	20441519	20495883	chr22:20441519	KLHL22	protein_coding	chr22	20441519	20495844	chr22:20441519	ENSG00000099910
NDN	632.700447804268	-0.854978087340332	0.0642190767253633	-13.3134596592956	1.93318408500889e-40	4.56979773385327e-38	ENSG00000182636	NDN	protein_coding	chr15	23685400	23687330	chr15:23685400	NDN	protein_coding	chr15	23685400	23687305	chr15:23685400	ENSG00000182636
COMMD7	709.469469515049	-0.734957928179782	0.0555578819314049	-13.2286887589992	5.99236669625953e-40	1.39403375079968e-37	ENSG00000149600	COMMD7	protein_coding	chr20	32702691	32743997	chr20:32702691	COMMD7	protein_coding	chr20	32702699	32743467	chr20:32702699	ENSG00000149600
SOGA1	2458.00581809826	-0.638352097062752	0.0483011124831324	-13.2160951217361	7.0847621462414e-40	1.62241053148928e-37	ENSG00000149639	SOGA1	protein_coding	chr20	36777442	36863686	chr20:36777442	SOGA1	protein_coding	chr20	36777447	36863538	chr20:36777447	ENSG00000149639
CARS2	858.356565005535	-0.786685423334662	0.0597591704036413	-13.1642627904809	1.40906255147569e-39	3.17711088529656e-37	ENSG00000134905	CARS2	protein_coding	chr13	110641412	110713603	chr13:110641412	CARS2	protein_coding	chr13	110641412	110713603	chr13:110641412	ENSG00000134905
UBXN4	3107.40700756458	-0.434781686727099	0.0330447163665647	-13.1573738416777	1.5435830917415e-39	3.42768996857021e-37	ENSG00000144224	UBXN4	protein_coding	chr2	135741619	135785055	chr2:135741619	UBXN4	protein_coding	chr2	135741734	135785056	chr2:135741734	ENSG00000144224
RAPGEF1	1505.41325960574	-0.713089388947413	0.054571151089157	-13.0671494867753	5.07311423806333e-39	1.10972481004561e-36	ENSG00000107263	RAPGEF1	protein_coding	chr9	131576770	131740074	chr9:131576770	RAPGEF1	protein_coding	chr9	131576770	131740076	chr9:131576770	ENSG00000107263
ZMYND11	2151.13390962774	-0.50652606380312	0.038786608713348	-13.0593026976551	5.62405589507191e-39	1.21214945879668e-36	ENSG00000015171	ZMYND11	protein_coding	chr10	134465	254637	chr10:134465	ZMYND11	protein_coding	chr10	134465	254637	chr10:134465	ENSG00000015171
TBCA	1326.82785078337	-0.537971050049539	0.0414701794390394	-12.9724794376728	1.75267668681607e-38	3.72278688724295e-36	ENSG00000171530	TBCA	protein_coding	chr5	77691166	77868780	chr5:77691166	TBCA	protein_coding	chr5	77691166	77868780	chr5:77691166	ENSG00000171530
CLIP4	725.460331634252	-0.825811357276228	0.0639436863244833	-12.91466608737	3.72054528756306e-38	7.78975881921775e-36	ENSG00000115295	CLIP4	protein_coding	chr2	29097705	29189643	chr2:29097705	CLIP4	protein_coding	chr2	29097705	29199777	chr2:29097705	ENSG00000115295
MVB12B	117.082350551724	-1.92852661444889	0.15058659721846	-12.8067613590545	1.50276802097503e-37	3.10205184724084e-35	ENSG00000196814	MVB12B	protein_coding	chr9	126326849	126507041	chr9:126326849	MVB12B	protein_coding	chr9	126326829	126507041	chr9:126326829	ENSG00000196814
KLC2	1009.97865597787	-0.626396073161202	0.049164113774048	-12.7409206650208	3.5023715928522e-37	7.12927195345026e-35	ENSG00000174996	KLC2	protein_coding	chr11	66257294	66267860	chr11:66257294	KLC2	protein_coding	chr11	66257294	66267860	chr11:66257294	ENSG00000174996
OLA1	1441.93808777613	-0.684486166635685	0.0538304171267843	-12.7156021292487	4.84364049823556e-37	9.72443769070417e-35	ENSG00000138430	OLA1	protein_coding	chr2	174072447	174248698	chr2:174072447	OLA1	protein_coding	chr2	174072447	174248599	chr2:174072447	ENSG00000138430
MPP1	453.105100643119	-0.801730155367113	0.063237256874043	-12.6781298715093	7.81748284695821e-37	1.5482841703381e-34	ENSG00000130830	MPP1	protein_coding	chrX	154778684	154821007	chrX:154778684	MPP1	protein_coding	chrX	154778684	154821007	chrX:154778684	ENSG00000130830
AHCY	2081.11396927769	-0.435157407222383	0.0344439463453603	-12.6337848415851	1.37501931048864e-36	2.68697106860287e-34	ENSG00000101444	AHCY	protein_coding	chr20	34280268	34311802	chr20:34280268	AHCY	protein_coding	chr20	34280268	34311802	chr20:34280268	ENSG00000101444
EPRS	11094.7269741109	0.392819341299206	0.031109113449615	12.6271467663463	1.49605093507773e-36	2.88501611901305e-34	ENSG00000136628	EPRS	protein_coding	chr1	219968601	220046658	chr1:219968601	EPRS1	protein_coding	chr1	219968600	220046530	chr1:219968600	ENSG00000136628
CTSL	3254.66937405248	-0.479147108807424	0.037951729987552	-12.6251717369559	1.53406409062966e-36	2.91990172886601e-34	ENSG00000135047	CTSL	protein_coding	chr9	87725519	87731393	chr9:87725519	CTSL	protein_coding	chr9	87724051	87731469	chr9:87724051	ENSG00000135047
NT5C3B	668.513649997663	-0.759028995298662	0.0601535813609122	-12.6181846222024	1.67641307277265e-36	3.14993717878923e-34	ENSG00000141698	NT5C3B	protein_coding	chr17	41825181	41836263	chr17:41825181	NT5C3B	protein_coding	chr17	41825057	41836260	chr17:41825057	ENSG00000141698
TNFSF12	324.636613413658	-1.0732596006975	0.0853489423452338	-12.5749607576412	2.89944239482961e-36	5.37901616944591e-34	ENSG00000239697	TNFSF12	protein_coding	chr17	7548891	7557890	chr17:7548891	TNFSF12	protein_coding	chr17	7548508	7557890	chr17:7548508	ENSG00000239697
UBE2J1	3220.1048419556	-0.510644335612742	0.0406231477644926	-12.5702798456962	3.07633056316088e-36	5.63583759171074e-34	ENSG00000198833	UBE2J1	protein_coding	chr6	89326625	89352848	chr6:89326625	UBE2J1	protein_coding	chr6	89326625	89352722	chr6:89326625	ENSG00000198833
EIF2AK4	4056.47337146467	-0.377772992530092	0.0302896889407379	-12.4719997379045	1.06128822783121e-35	1.92027657618447e-33	ENSG00000128829	EIF2AK4	protein_coding	chr15	39934146	40035591	chr15:39934146	EIF2AK4	protein_coding	chr15	39934115	40035591	chr15:39934115	ENSG00000128829
TNFAIP2	215.353263679943	-1.80226534684608	0.144821137964814	-12.4447671947169	1.49319112903366e-35	2.66880599842893e-33	ENSG00000185215	TNFAIP2	protein_coding	chr14	103123442	103137439	chr14:103123442	TNFAIP2	protein_coding	chr14	103121476	103137439	chr14:103121476	ENSG00000185215
PHF2	708.674829741975	-0.807021951624445	0.0652582270802216	-12.3665932669666	3.9627507145731e-35	6.99735837021486e-33	ENSG00000197724	PHF2	protein_coding	chr9	93576407	93679587	chr9:93576407	PHF2	protein_coding	chr9	93576584	93679587	chr9:93576584	ENSG00000197724
SEPT5	461.687667996683	-0.964676038821883	0.0788744231545009	-12.2305305096464	2.1353942592754e-34	3.68192214869885e-32	ENSG00000184702	SEPT5	protein_coding	chr22	19714464	19724772	chr22:19714464	SEPTIN5	protein_coding	chr22	19714503	19724224	chr22:19714503	ENSG00000184702
MANSC1	320.755728720127	1.1924406010438	0.0978264502890696	12.1893475386281	3.54246200050441e-34	6.03701431155727e-32	ENSG00000111261	MANSC1	protein_coding	chr12	12326056	12350541	chr12:12326056	MANSC1	protein_coding	chr12	12326056	12350242	chr12:12326056	ENSG00000111261
LRRK1	536.757362197127	-0.754610159447849	0.0620582523453223	-12.1597069032629	5.09411288597288e-34	8.58153085710558e-32	ENSG00000154237	LRRK1	protein_coding	chr15	100919215	101078254	chr15:100919215	LRRK1	protein_coding	chr15	100919327	101078257	chr15:100919327	ENSG00000154237
EIF2AK2	2378.45717792671	-0.590007322612987	0.0486371379182244	-12.1307985598369	7.25385942850074e-34	1.20809731572849e-31	ENSG00000055332	EIF2AK2	protein_coding	chr2	37099210	37157065	chr2:37099210	EIF2AK2	protein_coding	chr2	37099210	37157522	chr2:37099210	ENSG00000055332
DIRC2	279.265974714543	-1.26514461375048	0.104783751516544	-12.0738625544509	1.45157522976564e-33	2.39036927724104e-31	ENSG00000138463	DIRC2	protein_coding	chr3	122794795	122881139	chr3:122794795	SLC49A4	protein_coding	chr3	122795069	122881139	chr3:122795069	ENSG00000138463
ACOX2	135.870077009584	-2.19502261104939	0.182109178718481	-12.0533332064642	1.86262404326128e-33	3.03317977533748e-31	ENSG00000168306	ACOX2	protein_coding	chr3	58505136	58537319	chr3:58505136	ACOX2	protein_coding	chr3	58505136	58537283	chr3:58505136	ENSG00000168306
FBXO17	284.872856322865	-1.03501514063131	0.0862102167317682	-12.0057132422207	3.31592765443867e-33	5.34046546191792e-31	ENSG00000269190	FBXO17	protein_coding	chr19	38941401	38975910	chr19:38941401	FBXO17	protein_coding	chr19	38941401	38975742	chr19:38941401	ENSG00000269190
TMEM115	1466.8798165169	-0.523070823108627	0.043578640376368	-12.0029174520158	3.42989188514602e-33	5.46396689877175e-31	ENSG00000126062	TMEM115	protein_coding	chr3	50354749	50359610	chr3:50354749	TMEM115	protein_coding	chr3	50354750	50359521	chr3:50354750	ENSG00000126062
DDRGK1	883.943457805447	-0.754080748148284	0.0629251067078979	-11.9837817939471	4.32150382717363e-33	6.81031828936094e-31	ENSG00000198171	DDRGK1	protein_coding	chr20	3190350	3204685	chr20:3190350	DDRGK1	protein_coding	chr20	3190350	3204685	chr20:3190350	ENSG00000198171
HSD17B12	2754.5099524424	-0.598974347349698	0.0501259228405809	-11.9493929170074	6.54012246052931e-33	1.01970249767572e-30	ENSG00000149084	HSD17B12	protein_coding	chr11	43556436	43856617	chr11:43556436	HSD17B12	protein_coding	chr11	43680680	43856617	chr11:43680680	ENSG00000149084
RGN	65.9006812077767	-2.46477315621467	0.206882921577525	-11.9138551283995	1.00233506211312e-32	1.54633922845577e-30	ENSG00000130988	RGN	protein_coding	chrX	47078355	47093314	chrX:47078355	RGN	protein_coding	chrX	47078355	47093314	chrX:47078355	ENSG00000130988
DLG3	100.118632704058	-1.77412772409946	0.149276249608807	-11.8848626539636	1.41868078374547e-32	2.16585266318475e-30	ENSG00000082458	DLG3	protein_coding	chrX	70444861	70505490	chrX:70444861	DLG3	protein_coding	chrX	70444835	70505490	chrX:70444835	ENSG00000082458
