baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	gene_id.84	Gene	gene_type.84	chr	start	stop	loc.84	gene_name.107	gene_type.107	chr.107	start.107	stop.107	loc.107	gene_id.107
GLT8D2	1511.76999586392	0.256991918423609	0.0596121173351998	4.31106845238427	1.62467596846452e-05	0.00631547652852568	ENSG00000120820	GLT8D2	protein_coding	chr12	103988984	104064183	chr12:103988984	GLT8D2	protein_coding	chr12	103988987	104064183	chr12:103988987	ENSG00000120820
H6PD	1648.0879548666	-0.382034323690885	0.0890890634762171	-4.2882292032722	1.80103196034961e-05	0.00661367421357613	ENSG00000049239	H6PD	protein_coding	chr1	9234775	9271337	chr1:9234775	H6PD	protein_coding	chr1	9234774	9271337	chr1:9234774	ENSG00000049239
SEMA3F	396.952829710055	-0.479160232036178	0.111872604318727	-4.28308820514308	1.8431706040408e-05	0.00661367421357613	ENSG00000001617	SEMA3F	protein_coding	chr3	50155045	50189075	chr3:50155045	SEMA3F	protein_coding	chr3	50155045	50189075	chr3:50155045	ENSG00000001617
WHAMM	455.337945707264	-0.345871342992052	0.0806602918390377	-4.28800014364266	1.80288976873518e-05	0.00661367421357613	ENSG00000156232	WHAMM	protein_coding	chr15	82809628	82836108	chr15:82809628	WHAMM	protein_coding	chr15	82809628	82836108	chr15:82809628	ENSG00000156232
RAPGEF1	1980.40444666615	-0.224637067147274	0.0525625301200222	-4.27371107582404	1.92246119285395e-05	0.00672573048319955	ENSG00000107263	RAPGEF1	protein_coding	chr9	131576770	131740074	chr9:131576770	RAPGEF1	protein_coding	chr9	131576770	131740076	chr9:131576770	ENSG00000107263
ADAL	376.602478965327	0.305892577687082	0.0728759773409516	4.19744048516781	2.69948566392519e-05	0.00789511019005457	ENSG00000168803	ADAL	protein_coding	chr15	43330674	43354555	chr15:43330674	ADAL	protein_coding	chr15	43330672	43354569	chr15:43330672	ENSG00000168803
CAV2	7167.26112930657	0.173472753726074	0.0412488696192514	4.2055153347793	2.60487924907445e-05	0.00789511019005457	ENSG00000105971	CAV2	protein_coding	chr7	116287380	116508541	chr7:116287380	CAV2	protein_coding	chr7	116287380	116508541	chr7:116287380	ENSG00000105971
CSPG4	3504.07081768138	-0.337674175091242	0.0804728752062261	-4.1961241502294	2.71521449989454e-05	0.00789511019005457	ENSG00000173546	CSPG4	protein_coding	chr15	75674322	75712848	chr15:75674322	CSPG4	protein_coding	chr15	75674322	75712848	chr15:75674322	ENSG00000173546
FGL2	326.110964887093	-0.533709777319153	0.126976138996785	-4.20322890218505	2.63134252806033e-05	0.00789511019005457	ENSG00000127951	FGL2	protein_coding	chr7	77193371	77199826	chr7:77193371	FGL2	protein_coding	chr7	77193369	77199848	chr7:77193369	ENSG00000127951
FRMD6	24881.3401148556	0.141120454092002	0.0336270620725626	4.19663346704161	2.70911838476761e-05	0.00789511019005457	ENSG00000139926	FRMD6	protein_coding	chr14	51489100	51730727	chr14:51489100	FRMD6	protein_coding	chr14	51489100	51730727	chr14:51489100	ENSG00000139926
GFPT2	574.321973033984	-0.332094201617115	0.0790908539784635	-4.19889513024533	2.68220495056205e-05	0.00789511019005457	ENSG00000131459	GFPT2	protein_coding	chr5	180300690	180353387	chr5:180300690	GFPT2	protein_coding	chr5	180300698	180353336	chr5:180300698	ENSG00000131459
RGL1	1096.93718419348	0.214958822157486	0.0509917059512195	4.2155644363639	2.49154236349584e-05	0.00789511019005457	ENSG00000143344	RGL1	protein_coding	chr1	183636085	183928531	chr1:183636085	RGL1	protein_coding	chr1	183636085	183928532	chr1:183636085	ENSG00000143344
SYNM	177.809242997127	-0.411965275814699	0.0980160219425326	-4.20304015251952	2.63353851273901e-05	0.00789511019005457	ENSG00000182253	SYNM	protein_coding	chr15	99098217	99135593	chr15:99098217	SYNM	protein_coding	chr15	99098217	99135593	chr15:99098217	ENSG00000182253
VSTM4	1620.86164270524	-0.231228262717973	0.0551587805944355	-4.1920481240896	2.76447334080802e-05	0.00789511019005457	ENSG00000165633	VSTM4	protein_coding	chr10	49014245	49115509	chr10:49014245	VSTM4	protein_coding	chr10	49014236	49115522	chr10:49014236	ENSG00000165633
CCDC25	1509.90230368904	0.305709001804672	0.0730469333979733	4.18510384466262	2.85035765288635e-05	0.00797758099889831	ENSG00000147419	CCDC25	protein_coding	chr8	27733311	27772653	chr8:27733311	CCDC25	protein_coding	chr8	27733316	27772653	chr8:27733316	ENSG00000147419
C5orf45	168.744370252645	-0.562873524355891	0.136366147648936	-4.12766316318449	3.66468391917122e-05	0.00899897424391381	ENSG00000161010	C5orf45	protein_coding	chr5	179835133	179862173	chr5:179835133	MRNIP	protein_coding	chr5	179835133	179862173	chr5:179835133	ENSG00000161010
CTNNA1	20588.5170967521	-0.0824121185344523	0.0198906849279492	-4.14325192083515	3.42415445498681e-05	0.00899897424391381	ENSG00000044115	CTNNA1	protein_coding	chr5	138610967	138935034	chr5:138610967	CTNNA1	protein_coding	chr5	138610967	138935034	chr5:138610967	ENSG00000044115
MAGED4B	3542.55655708296	0.287731047366287	0.0696110837670697	4.13340852915153	3.57422583133899e-05	0.00899897424391381	ENSG00000187243	MAGED4B	protein_coding	chrX	52061827	52069248	chrX:52061827	MAGED4B	protein_coding	chrX	52061827	52069219	chrX:52061827	ENSG00000187243
PPP1R2	1652.96169721263	0.316202256109958	0.0765677897264164	4.1297033287728	3.63231640736695e-05	0.00899897424391381	ENSG00000184203	PPP1R2	protein_coding	chr3	195514425	195543386	chr3:195514425	PPP1R2	protein_coding	chr3	195514428	195543386	chr3:195514428	ENSG00000184203
RNF112	99.2329502584331	-0.571148122496793	0.138372405200217	-4.12761577476646	3.66543898744524e-05	0.00899897424391381	ENSG00000128482	RNF112	protein_coding	chr17	19411125	19417276	chr17:19411125	RNF112	protein_coding	chr17	19411125	19417276	chr17:19411125	ENSG00000128482
SCARA3	1924.44138058048	-0.467572033961135	0.112959854036863	-4.13927618752543	3.48403310276303e-05	0.00899897424391381	ENSG00000168077	SCARA3	protein_coding	chr8	27633868	27676776	chr8:27633868	SCARA3	protein_coding	chr8	27633868	27676776	chr8:27633868	ENSG00000168077
SRSF8	1237.73013182552	0.2315654222149	0.055781464083351	4.15129695894833	3.30596478848457e-05	0.00899897424391381	ENSG00000263465	SRSF8	protein_coding	chr11	95067197	95071224	chr11:95067197	SRSF8	protein_coding	chr11	95066919	95071225	chr11:95066919	ENSG00000263465
MAST2	2117.35761981905	-0.198325420803929	0.048236001194603	-4.11156430658102	3.92987381678051e-05	0.00948183692965973	ENSG00000086015	MAST2	protein_coding	chr1	45786987	46036124	chr1:45786987	MAST2	protein_coding	chr1	45786987	46036122	chr1:45786987	ENSG00000086015
VLDLR	1097.07311415397	0.307323739139608	0.0750258731619837	4.09623675390068	4.1992049061153e-05	0.0099599446535894	ENSG00000147852	VLDLR	protein_coding	chr9	2621834	2660053	chr9:2621834	VLDLR	protein_coding	chr9	2621182	2660056	chr9:2621182	ENSG00000147852
CEP112	265.18308254317	-0.498344422179266	0.121984646386232	-4.08530447841272	4.40190546594644e-05	0.00999793284512455	ENSG00000154240	CEP112	protein_coding	chr17	65635538	66192084	chr17:65635538	CEP112	protein_coding	chr17	65635537	66192133	chr17:65635537	ENSG00000154240
CSRP2	629.459932127907	0.299586314255896	0.0733171662097027	4.08616876161056	4.38554843310425e-05	0.00999793284512455	ENSG00000175183	CSRP2	protein_coding	chr12	76858715	76879060	chr12:76858715	CSRP2	protein_coding	chr12	76858709	76879023	chr12:76858709	ENSG00000175183
RILPL1	663.721328732886	-0.304995529654753	0.0746833247796952	-4.08385045195088	4.42955435470717e-05	0.00999793284512455	ENSG00000188026	RILPL1	protein_coding	chr12	123470054	123533718	chr12:123470054	RILPL1	protein_coding	chr12	123470054	123533719	chr12:123470054	ENSG00000188026
HAX1	2669.04461571274	0.300390164723917	0.0738553884996867	4.06727485734087	4.75661275246981e-05	0.0105657204536607	ENSG00000143575	HAX1	protein_coding	chr1	154272511	154275875	chr1:154272511	HAX1	protein_coding	chr1	154272355	154275875	chr1:154272355	ENSG00000143575
KDM2B	599.71824677168	-0.27885425781226	0.0687513142464184	-4.05598439635337	4.99235923872895e-05	0.0109161054979333	ENSG00000089094	KDM2B	protein_coding	chr12	121429097	121581015	chr12:121429097	KDM2B	protein_coding	chr12	121429096	121581023	chr12:121429096	ENSG00000089094
MAN2A2	800.931768940359	-0.523028258422511	0.129183744079051	-4.04871574323203	5.14994479509786e-05	0.0110874349942461	ENSG00000196547	MAN2A2	protein_coding	chr15	90902218	90922584	chr15:90902218	MAN2A2	protein_coding	chr15	90902218	90922584	chr15:90902218	ENSG00000196547
DLG3	144.705229347502	-0.404266451874728	0.0999680835558539	-4.04395520545172	5.255696494097e-05	0.0111436692027869	ENSG00000082458	DLG3	protein_coding	chrX	70444861	70505490	chrX:70444861	DLG3	protein_coding	chrX	70444835	70505490	chrX:70444835	ENSG00000082458
MID2	242.829619707784	-0.360790361094	0.0894149560279354	-4.0350113350308	5.45996616729322e-05	0.011236289197809	ENSG00000080561	MID2	protein_coding	chrX	107825755	107927193	chrX:107825755	MID2	protein_coding	chrX	107825755	107931637	chrX:107825755	ENSG00000080561
NREP	8189.53117336936	0.265907194461554	0.0658818408284459	4.0361227178513	5.43417997127254e-05	0.011236289197809	ENSG00000134986	NREP	protein_coding	chr5	111662621	111997464	chr5:111662621	NREP	protein_coding	chr5	111662621	111997464	chr5:111662621	ENSG00000134986
SHANK3	159.007717196429	-0.438054144969914	0.108826714022387	-4.02524461852078	5.69161191774204e-05	0.0115432488662148	ENSG00000251322	SHANK3	protein_coding	chr22	50674415	50733298	chr22:50674415	SHANK3	protein_coding	chr22	50674415	50733212	chr22:50674415	ENSG00000251322
FASN	8102.84612017557	-0.242427069019158	0.0603260881420693	-4.01861079485606	5.85422799366352e-05	0.0117034380776182	ENSG00000169710	FASN	protein_coding	chr17	82078333	82098332	chr17:82078333	FASN	protein_coding	chr17	82078338	82098294	chr17:82078338	ENSG00000169710
SNX18	2962.1627644396	0.22755973879908	0.0567358159823359	4.01086570905983	6.04965146155653e-05	0.0119237778243693	ENSG00000178996	SNX18	protein_coding	chr5	54517759	54546585	chr5:54517759	SNX18	protein_coding	chr5	54517759	54546586	chr5:54517759	ENSG00000178996
PARP14	571.042376535422	-0.307350070062521	0.076823210069651	-4.00074495434211	6.31433856542676e-05	0.0121045005321345	ENSG00000173193	PARP14	protein_coding	chr3	122680618	122730840	chr3:122680618	PARP14	protein_coding	chr3	122680839	122730840	chr3:122680839	ENSG00000173193
TNFAIP2	254.963905120101	-0.342198091072856	0.0854737166130455	-4.00354757734529	6.23996449048421e-05	0.0121045005321345	ENSG00000185215	TNFAIP2	protein_coding	chr14	103123442	103137439	chr14:103123442	TNFAIP2	protein_coding	chr14	103121476	103137439	chr14:103121476	ENSG00000185215
VAMP7	2684.33687039918	0.211701791555146	0.0529701687532279	3.99662293962854	6.42525201041673e-05	0.0121506725180773	ENSG00000124333	VAMP7	protein_coding	chrX	155881293	155943769	chrX:155881293	VAMP7	protein_coding	chrX	155881345	155943769	chrX:155881345	ENSG00000124333
SCUBE2	35.9401768400166	-0.908294701265575	0.228077660178683	-3.98239222795425	6.82250646294887e-05	0.0127298873923342	ENSG00000175356	SCUBE2	protein_coding	chr11	9020391	9138114	chr11:9020391	SCUBE2	protein_coding	chr11	9019476	9138114	chr11:9019476	ENSG00000175356
MVB12B	162.112318793304	-0.586345926940382	0.147392314777147	-3.97813093462113	6.94591211684281e-05	0.0127896176530393	ENSG00000196814	MVB12B	protein_coding	chr9	126326849	126507041	chr9:126326849	MVB12B	protein_coding	chr9	126326829	126507041	chr9:126326829	ENSG00000196814
PLCG1	1694.60242847422	-0.204707646508978	0.0516989933647458	-3.95960604232133	7.50735039930478e-05	0.0136438781153079	ENSG00000124181	PLCG1	protein_coding	chr20	41136960	41196801	chr20:41136960	PLCG1	protein_coding	chr20	41136960	41196801	chr20:41136960	ENSG00000124181
HSPH1	5412.69423782545	-0.278650239086595	0.0708961948193484	-3.93039767221114	8.48054805077653e-05	0.0149257744742631	ENSG00000120694	HSPH1	protein_coding	chr13	31134974	31162388	chr13:31134974	HSPH1	protein_coding	chr13	31134973	31162388	chr13:31134973	ENSG00000120694
ITPR3	2676.17979633372	-0.399017490429824	0.101558967434237	-3.92892425465238	8.53267084422643e-05	0.0149257744742631	ENSG00000096433	ITPR3	protein_coding	chr6	33620365	33696574	chr6:33620365	ITPR3	protein_coding	chr6	33620365	33696574	chr6:33620365	ENSG00000096433
TP53I3	2142.88786313344	0.235816386451143	0.0600039586433627	3.93001381546729	8.49409809414128e-05	0.0149257744742631	ENSG00000115129	TP53I3	protein_coding	chr2	24077433	24085861	chr2:24077433	TP53I3	protein_coding	chr2	24077433	24085861	chr2:24077433	ENSG00000115129
TOR4A	661.767473611999	-0.343995103688015	0.0878441966549273	-3.91596846220028	9.00420190882364e-05	0.0155561483348245	ENSG00000198113	TOR4A	protein_coding	chr9	137277749	137282641	chr9:137277749	TOR4A	protein_coding	chr9	137277726	137282641	chr9:137277726	ENSG00000198113
AP5M1	1585.04857343866	0.1945910131016	0.0497452587282262	3.91174994514977	9.16297585248342e-05	0.0156374004975187	ENSG00000053770	AP5M1	protein_coding	chr14	57268909	57298742	chr14:57268909	AP5M1	protein_coding	chr14	57268924	57298742	chr14:57268924	ENSG00000053770
AGPAT3	2920.6868228968	-0.14910069665981	0.0381806627835753	-3.90513641696001	9.41722466297892e-05	0.0156886478492532	ENSG00000160216	AGPAT3	protein_coding	chr21	43865186	43986536	chr21:43865186	AGPAT3	protein_coding	chr21	43865223	43987592	chr21:43865223	ENSG00000160216
EEF1G	33903.7491033361	0.345076776889572	0.0883385033126728	3.90630092144733	9.37197879185795e-05	0.0156886478492532	ENSG00000254772	EEF1G	protein_coding	chr11	62559601	62574086	chr11:62559601	EEF1G	protein_coding	chr11	62559596	62574086	chr11:62559596	ENSG00000254772
TFRC	6028.16631954432	0.239728688374821	0.0614817958798247	3.89918161862751	9.65183593175356e-05	0.0158903284739952	ENSG00000072274	TFRC	protein_coding	chr3	196027183	196082189	chr3:196027183	TFRC	protein_coding	chr3	196012511	196082153	chr3:196012511	ENSG00000072274
CDCP1	1132.35287177545	-0.449846285904227	0.115457694117145	-3.89620015663753	9.77136457341849e-05	0.0159000553302812	ENSG00000163814	CDCP1	protein_coding	chr3	45082278	45146422	chr3:45082278	CDCP1	protein_coding	chr3	45082277	45146422	chr3:45082277	ENSG00000163814
ARPIN	553.824603130257	-0.264728830814216	0.0681610862730785	-3.8838704793174	0.000102806687254894	0.0165365147292527	ENSG00000242498	ARPIN	protein_coding	chr15	89895006	89912956	chr15:89895006	ARPIN	protein_coding	chr15	89895006	89912952	chr15:89895006	ENSG00000242498
EPB41L3	3731.32851213677	-0.260191372810775	0.0670757517365406	-3.87906756278711	0.000104857630709511	0.016674746410783	ENSG00000082397	EPB41L3	protein_coding	chr18	5392381	5630700	chr18:5392381	EPB41L3	protein_coding	chr18	5392381	5630700	chr18:5392381	ENSG00000082397
EPB41L1	1737.79078212881	-0.30771242171341	0.0796196517331424	-3.8647798001523	0.000111189464216247	0.0174829815982265	ENSG00000088367	EPB41L1	protein_coding	chr20	36091504	36232799	chr20:36091504	EPB41L1	protein_coding	chr20	36091504	36232799	chr20:36091504	ENSG00000088367
ACSL1	1309.87068854416	-0.24675201005372	0.063949921809186	-3.85851933939777	0.000114076042256145	0.0175312683389815	ENSG00000151726	ACSL1	protein_coding	chr4	184755595	184826818	chr4:184755595	ACSL1	protein_coding	chr4	184755595	184826818	chr4:184755595	ENSG00000151726
PRKCD	671.757640365218	-0.250228282884428	0.0648931335119528	-3.85600554854294	0.000115254872601565	0.0175312683389815	ENSG00000163932	PRKCD	protein_coding	chr3	53156009	53192717	chr3:53156009	PRKCD	protein_coding	chr3	53156009	53192717	chr3:53156009	ENSG00000163932
SUOX	508.935920889157	0.292740907597346	0.0761659874327154	3.84345975762412	0.00012131189929771	0.0180599863699166	ENSG00000139531	SUOX	protein_coding	chr12	55997180	56006641	chr12:55997180	SUOX	protein_coding	chr12	55997180	56006641	chr12:55997180	ENSG00000139531
ZNF335	431.750997678608	-0.28589480547265	0.0743522985611918	-3.84513742016139	0.000120484897822668	0.0180599863699166	ENSG00000198026	ZNF335	protein_coding	chr20	45948653	45972172	chr20:45948653	ZNF335	protein_coding	chr20	45948660	45972203	chr20:45948660	ENSG00000198026
PIGZ	170.072012522309	-0.388802268666397	0.101296165040733	-3.83827234239373	0.000123903015846686	0.0182515663553528	ENSG00000119227	PIGZ	protein_coding	chr3	196946343	196969060	chr3:196946343	PIGZ	protein_coding	chr3	196946356	196969060	chr3:196946356	ENSG00000119227
ACE	229.247129921201	-0.695654248574655	0.18185861762767	-3.82524764374327	0.000130640696612926	0.0188712272315079	ENSG00000159640	ACE	protein_coding	chr17	63477061	63498380	chr17:63477061	ACE	protein_coding	chr17	63477061	63498380	chr17:63477061	ENSG00000159640
CEP89	1230.13567307578	-0.227425875812417	0.0594587590092359	-3.82493478844875	0.000130806705835091	0.0188712272315079	ENSG00000121289	CEP89	protein_coding	chr19	32875925	32971991	chr19:32875925	CEP89	protein_coding	chr19	32875925	32971991	chr19:32875925	ENSG00000121289
TRIM46	154.70271700078	0.499036430937658	0.130636226085656	3.82004629106821	0.000133426630303181	0.0190527782088032	ENSG00000163462	TRIM46	protein_coding	chr1	155173787	155184971	chr1:155173787	TRIM46	protein_coding	chr1	155173787	155184971	chr1:155173787	ENSG00000163462
LINC00998	1194.04578347251	0.26270473651762	0.068897393873595	3.81298510361075	0.000137298390782019	0.0192135368060357	ENSG00000214194	LINC00998	lincRNA	chr7	113116718	113118613	chr7:113116718	SMIM30	protein_coding	chr7	113116718	113118560	chr7:113116718	ENSG00000214194
POM121	2615.20658288992	-0.187547704518877	0.0491834629790949	-3.81322690918678	0.000137164072899294	0.0192135368060357	ENSG00000196313	POM121	protein_coding	chr7	72879365	72951440	chr7:72879365	POM121	protein_coding	chr7	72879349	72951440	chr7:72879349	ENSG00000196313
