baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	gene_id.84	Gene	gene_type.84	chr	start	stop	loc.84	gene_name.107	gene_type.107	chr.107	start.107	stop.107	loc.107	gene_id.107
LRBA	4005.40700083801	0.386482216445968	0.0461166820552752	8.38052954422724	5.269010440496e-17	6.72106190105602e-14	ENSG00000198589	LRBA	protein_coding	chr4	150264531	151015727	chr4:150264531	LRBA	protein_coding	chr4	150264435	151015727	chr4:150264435	ENSG00000198589
EPB41L3	5726.46150334654	-0.49162443940076	0.0588158177116185	-8.35871128768892	6.34070732972244e-17	7.46593900738934e-14	ENSG00000082397	EPB41L3	protein_coding	chr18	5392381	5630700	chr18:5392381	EPB41L3	protein_coding	chr18	5392381	5630700	chr18:5392381	ENSG00000082397
LRP3	1084.19504664879	-1.04615934118615	0.125896101019329	-8.30970405529505	9.59410429025913e-17	1.04897824550712e-13	ENSG00000130881	LRP3	protein_coding	chr19	33177603	33208867	chr19:33177603	LRP3	protein_coding	chr19	33177603	33208864	chr19:33177603	ENSG00000130881
B3GALNT1	279.712454033006	-1.12320849780567	0.135404838548382	-8.29518730532167	1.08414244328231e-16	1.10633122528815e-13	ENSG00000169255	B3GALNT1	protein_coding	chr3	161083883	161105384	chr3:161083883	B3GALNT1	protein_coding	chr3	161083883	161105411	chr3:161083883	ENSG00000169255
SIMC1	367.840707174182	-0.913913943475978	0.111258230305381	-8.21434909550035	2.1331816689039e-16	2.0407882378695e-13	ENSG00000170085	SIMC1	protein_coding	chr5	176238367	176345991	chr5:176238367	SIMC1	protein_coding	chr5	176238367	176345991	chr5:176238367	ENSG00000170085
MAP6	284.717458180789	-1.40784581542445	0.172669751304878	-8.15340153550499	3.53828358165369e-16	3.18591216378664e-13	ENSG00000171533	MAP6	protein_coding	chr11	75586918	75669120	chr11:75586918	MAP6	protein_coding	chr11	75586918	75669038	chr11:75586918	ENSG00000171533
EIF2AK4	8527.42286009235	-0.30396224524145	0.0373577791301943	-8.13651807785794	4.06808128331749e-16	3.39714489456245e-13	ENSG00000128829	EIF2AK4	protein_coding	chr15	39934146	40035591	chr15:39934146	EIF2AK4	protein_coding	chr15	39934115	40035591	chr15:39934115	ENSG00000128829
NSMAF	2207.6319692195	-0.504787805065162	0.0620729569151937	-8.13216946882072	4.21674743559721e-16	3.39714489456245e-13	ENSG00000035681	NSMAF	protein_coding	chr8	58583504	58659844	chr8:58583504	NSMAF	protein_coding	chr8	58583508	58659853	chr8:58583508	ENSG00000035681
LPIN1	1687.89497435336	-0.498161413816096	0.0622818700269888	-7.99849801555776	1.25946052219728e-15	9.63928110663692e-13	ENSG00000134324	LPIN1	protein_coding	chr2	11677595	11827409	chr2:11677595	LPIN1	protein_coding	chr2	11677595	11827409	chr2:11677595	ENSG00000134324
ZNF319	414.270035267551	-0.777835564723137	0.0981674812419875	-7.92355630278153	2.30812175909918e-15	1.68240094126339e-12	ENSG00000166188	ZNF319	protein_coding	chr16	57994668	58000453	chr16:57994668	ZNF319	protein_coding	chr16	57994676	58000672	chr16:57994676	ENSG00000166188
FURIN	6105.80185448066	-0.600699691770303	0.0761750612268755	-7.88577891629404	3.12579585545174e-15	2.17484350724544e-12	ENSG00000140564	FURIN	protein_coding	chr15	90868592	90883458	chr15:90868592	FURIN	protein_coding	chr15	90868588	90883564	chr15:90868588	ENSG00000140564
FAM92A1	984.502749941911	-0.540112956028824	0.0686128518587799	-7.87189194730592	3.49317808091686e-15	2.32478595150411e-12	ENSG00000188343	FAM92A1	protein_coding	chr8	93698561	93731527	chr8:93698561	CIBAR1	protein_coding	chr8	93698561	93731527	chr8:93698561	ENSG00000188343
MAN2A2	949.802193650327	-1.14161076467127	0.14519582931324	-7.86255893210542	3.76364400378521e-15	2.40042078191418e-12	ENSG00000196547	MAN2A2	protein_coding	chr15	90902218	90922584	chr15:90902218	MAN2A2	protein_coding	chr15	90902218	90922584	chr15:90902218	ENSG00000196547
MANSC1	795.58971661345	0.553493376540341	0.0721195346343009	7.67466650120469	1.65849570906209e-14	1.01546375274454e-11	ENSG00000111261	MANSC1	protein_coding	chr12	12326056	12350541	chr12:12326056	MANSC1	protein_coding	chr12	12326056	12350242	chr12:12326056	ENSG00000111261
PRKCD	1017.2407923308	-0.522344959562853	0.0684415955996052	-7.63198103414564	2.31173453291755e-14	1.36098924982188e-11	ENSG00000163932	PRKCD	protein_coding	chr3	53156009	53192717	chr3:53156009	PRKCD	protein_coding	chr3	53156009	53192717	chr3:53156009	ENSG00000163932
FBXW4	700.118697890529	-0.592686611524302	0.0783796036085715	-7.56174545720063	3.97696070940934e-14	2.25464213255291e-11	ENSG00000107829	FBXW4	protein_coding	chr10	101610664	101695295	chr10:101610664	FBXW4	protein_coding	chr10	101610664	101695295	chr10:101610664	ENSG00000107829
ADAM15	2532.63175809769	-0.601484447175772	0.0802194480334711	-7.49798785607209	6.48049026876733e-14	3.5146242053238e-11	ENSG00000143537	ADAM15	protein_coding	chr1	155050566	155062775	chr1:155050566	ADAM15	protein_coding	chr1	155050566	155062775	chr1:155050566	ENSG00000143537
DLG3	231.387275118613	-0.861564613010542	0.114960644168954	-7.49443097886898	6.65865956453845e-14	3.5146242053238e-11	ENSG00000082458	DLG3	protein_coding	chrX	70444861	70505490	chrX:70444861	DLG3	protein_coding	chrX	70444835	70505490	chrX:70444835	ENSG00000082458
PDE4A	1075.26755979622	-0.538109838317123	0.0720212502848768	-7.47154258206647	7.92601109348371e-14	4.04411506026517e-11	ENSG00000065989	PDE4A	protein_coding	chr19	10416773	10469631	chr19:10416773	PDE4A	protein_coding	chr19	10416773	10469630	chr19:10416773	ENSG00000065989
AGPAT3	4830.87051257538	-0.48047535483133	0.0644753065014576	-7.45208329983615	9.18776811943702e-14	4.5366827936846e-11	ENSG00000160216	AGPAT3	protein_coding	chr21	43865186	43986536	chr21:43865186	AGPAT3	protein_coding	chr21	43865223	43987592	chr21:43865223	ENSG00000160216
RGAG4	966.51719437458	-0.564087629660266	0.0757426748597131	-7.44742155865292	9.51821062802427e-14	4.55297656509898e-11	ENSG00000242732	RGAG4	protein_coding	chrX	72127110	72131901	chrX:72127110	RTL5	protein_coding	chrX	72127110	72131901	chrX:72127110	ENSG00000242732
FBXO17	726.726946779082	-0.587163812178535	0.0793943716184276	-7.39553447189516	1.40840614856088e-13	6.53287058061254e-11	ENSG00000269190	FBXO17	protein_coding	chr19	38941401	38975910	chr19:38941401	FBXO17	protein_coding	chr19	38941401	38975742	chr19:38941401	ENSG00000269190
ACOX2	521.130310524953	-0.979349058434285	0.132767914214369	-7.37639861429931	1.62628623200752e-13	7.32163628039386e-11	ENSG00000168306	ACOX2	protein_coding	chr3	58505136	58537319	chr3:58505136	ACOX2	protein_coding	chr3	58505136	58537283	chr3:58505136	ENSG00000168306
ZFX	1462.03586130027	-0.948333897996106	0.129882614377584	-7.30146911917855	2.84642413079374e-13	1.24486326200171e-10	ENSG00000005889	ZFX	protein_coding	chrX	24149173	24216255	chrX:24149173	ZFX	protein_coding	chrX	24149173	24216255	chrX:24149173	ENSG00000005889
ULK2	748.600290064224	-0.694267530926025	0.096382149380278	-7.20327919007883	5.87814394203122e-13	2.43180403569384e-10	ENSG00000083290	ULK2	protein_coding	chr17	19770829	19867936	chr17:19770829	ULK2	protein_coding	chr17	19770829	19867936	chr17:19770829	ENSG00000083290
ACADSB	903.660744156262	-0.632499777887819	0.0888528069672373	-7.11851205917491	1.09098392688996e-12	4.3946555181328e-10	ENSG00000196177	ACADSB	protein_coding	chr10	123008979	123058311	chr10:123008979	ACADSB	protein_coding	chr10	123008979	123058290	chr10:123008979	ENSG00000196177
LYN	505.62931675249	-0.747464126761454	0.10515899555193	-7.1079428140062	1.17785340230993e-12	4.62292359722002e-10	ENSG00000254087	LYN	protein_coding	chr8	55879813	56014168	chr8:55879813	LYN	protein_coding	chr8	55879835	56014169	chr8:55879835	ENSG00000254087
GIT1	1351.03515090293	-0.470541400947291	0.0664443965216221	-7.08173187778399	1.42363906361248e-12	5.44791078667905e-10	ENSG00000108262	GIT1	protein_coding	chr17	29573469	29594054	chr17:29573469	GIT1	protein_coding	chr17	29573475	29594054	chr17:29573475	ENSG00000108262
IQSEC1	2093.25568319615	-0.582343677013212	0.082314864166572	-7.07458711023059	1.49894383994004e-12	5.59617886779567e-10	ENSG00000144711	IQSEC1	protein_coding	chr3	12897220	13073117	chr3:12897220	IQSEC1	protein_coding	chr3	12897043	13283281	chr3:12897043	ENSG00000144711
TUB	1230.28480433815	-0.565026902940975	0.0804238925711722	-7.02560998823759	2.13133038441956e-12	7.76768433197861e-10	ENSG00000166402	TUB	protein_coding	chr11	8019244	8106112	chr11:8019244	TUB	protein_coding	chr11	8019244	8106243	chr11:8019244	ENSG00000166402
BIN1	1279.47919972069	-0.419560957861168	0.0599702607415214	-6.99615030305643	2.63091293753229e-12	9.36543821739691e-10	ENSG00000136717	BIN1	protein_coding	chr2	127048027	127107355	chr2:127048027	BIN1	protein_coding	chr2	127048027	127107288	chr2:127048027	ENSG00000136717
CEP112	387.221076642553	-0.980726641858408	0.140644481208284	-6.97309011653306	3.10053871314668e-12	1.07863513823037e-09	ENSG00000154240	CEP112	protein_coding	chr17	65635538	66192084	chr17:65635538	CEP112	protein_coding	chr17	65635537	66192133	chr17:65635537	ENSG00000154240
PELI3	313.40842179353	-0.806478696464437	0.116268857387625	-6.93632598259515	4.02428411063744e-12	1.36888259736727e-09	ENSG00000174516	PELI3	protein_coding	chr11	66466327	66477337	chr11:66466327	PELI3	protein_coding	chr11	66466327	66477337	chr11:66466327	ENSG00000174516
EPB41L1	2221.42528202972	-0.699199167941449	0.101297332198266	-6.90244405028287	5.11153571274096e-12	1.70091906858535e-09	ENSG00000088367	EPB41L1	protein_coding	chr20	36091504	36232799	chr20:36091504	EPB41L1	protein_coding	chr20	36091504	36232799	chr20:36091504	ENSG00000088367
SLC9A9	247.067651447565	0.763514354882537	0.111724735450927	6.8338882325472	8.26434224309504e-12	2.69153801521395e-09	ENSG00000181804	SLC9A9	protein_coding	chr3	143265222	143848531	chr3:143265222	SLC9A9	protein_coding	chr3	143265222	143848485	chr3:143265222	ENSG00000181804
MORC4	2239.57178278314	-0.363980834094796	0.0533177210376852	-6.82663900502298	8.69270657969274e-12	2.77206790865327e-09	ENSG00000133131	MORC4	protein_coding	chrX	106813871	107000244	chrX:106813871	MORC4	protein_coding	chrX	106813871	107000212	chrX:106813871	ENSG00000133131
RP11-400N13.3	922.396279671673	0.706879433769629	0.103640620274972	6.8204863295317	9.07328220698525e-12	2.83438226004741e-09	ENSG00000232679	RP11-400N13.3	lincRNA	chr1	222041705	222064763	chr1:222041705	LINC01705	lncRNA	chr1	222010825	222064773	chr1:222010825	ENSG00000232679
PYGO1	437.13220196851	-0.725120747361494	0.106556138393329	-6.80505842549275	1.01008235645756e-11	3.09226612605916e-09	ENSG00000171016	PYGO1	protein_coding	chr15	55538890	55588947	chr15:55538890	PYGO1	protein_coding	chr15	55538884	55588947	chr15:55538884	ENSG00000171016
ACOT7	2451.05178656748	-0.672888241893575	0.100007474287718	-6.72837952049162	1.7156296417164e-11	5.14924371093194e-09	ENSG00000097021	ACOT7	protein_coding	chr1	6264269	6394391	chr1:6264269	ACOT7	protein_coding	chr1	6264269	6393767	chr1:6264269	ENSG00000097021
TTC7B	1041.08355766405	-0.486276767276494	0.0727673319087401	-6.68262466853052	2.34700145416083e-11	6.9087598574692e-09	ENSG00000165914	TTC7B	protein_coding	chr14	90524564	90816479	chr14:90524564	TTC7B	protein_coding	chr14	90524564	90816479	chr14:90524564	ENSG00000165914
INADL	426.451781022779	-0.782411026719478	0.117758525157748	-6.6441985892008	3.04871294729725e-11	8.80502812910925e-09	ENSG00000132849	INADL	protein_coding	chr1	61742477	62178675	chr1:61742477	PATJ	protein_coding	chr1	61742477	62178675	chr1:61742477	ENSG00000132849
ALDOC	715.29710410294	0.850829275111877	0.12887077547848	6.60218945647576	4.05129297672698e-11	1.14839151101407e-08	ENSG00000109107	ALDOC	protein_coding	chr17	28573115	28577264	chr17:28573115	ALDOC	protein_coding	chr17	28573115	28576948	chr17:28573115	ENSG00000109107
MARK4	2285.5579093317	-0.400926946156525	0.0608834000331848	-6.5851602561289	4.54395004980044e-11	1.26462260749628e-08	ENSG00000007047	MARK4	protein_coding	chr19	45079288	45305283	chr19:45079288	MARK4	protein_coding	chr19	45079288	45305284	chr19:45079288	ENSG00000007047
SBF1	4640.41704563776	-0.330950065212146	0.0503895825637874	-6.56782708594979	5.10547770293668e-11	1.39552762855092e-08	ENSG00000100241	SBF1	protein_coding	chr22	50445000	50475024	chr22:50445000	SBF1	protein_coding	chr22	50443219	50483923	chr22:50443219	ENSG00000100241
EFS	778.277315027428	-0.615775912632262	0.0939559039774859	-6.55388205066726	5.60602522168208e-11	1.50546365032083e-08	ENSG00000100842	EFS	protein_coding	chr14	23356402	23365752	chr14:23356402	EFS	protein_coding	chr14	23356403	23365752	chr14:23356403	ENSG00000100842
SLC46A1	765.336096823595	-0.563438029349758	0.086292637273374	-6.52938706189723	6.60393859809012e-11	1.74287048484423e-08	ENSG00000076351	SLC46A1	protein_coding	chr17	28394756	28407197	chr17:28394756	SLC46A1	protein_coding	chr17	28394642	28407197	chr17:28394642	ENSG00000076351
KLC2	1456.93812399684	-0.494013493028257	0.0761910846630457	-6.48387531445479	8.93961088835097e-11	2.31929870962692e-08	ENSG00000174996	KLC2	protein_coding	chr11	66257294	66267860	chr11:66257294	KLC2	protein_coding	chr11	66257294	66267860	chr11:66257294	ENSG00000174996
ADGRA3	809.048964896451	-0.635405043899718	0.0983263555289962	-6.46220477186647	1.03188330656749e-10	2.63250629560477e-08	ENSG00000152990	ADGRA3	protein_coding	chr4	22345071	22516054	chr4:22345071	ADGRA3	protein_coding	chr4	22345071	22516066	chr4:22345071	ENSG00000152990
MAP2K4	2165.39333250165	-0.291940038451704	0.0453162210880715	-6.44228559756389	1.17687552008812e-10	2.90555380419174e-08	ENSG00000065559	MAP2K4	protein_coding	chr17	12020824	12143830	chr17:12020824	MAP2K4	protein_coding	chr17	12020829	12143830	chr17:12020829	ENSG00000065559
URGCP	1785.81884552281	-0.410413845785222	0.0637051438101096	-6.44239728911957	1.17600949050633e-10	2.90555380419174e-08	ENSG00000106608	URGCP	protein_coding	chr7	43875894	43926411	chr7:43875894	URGCP	protein_coding	chr7	43875894	43926411	chr7:43875894	ENSG00000106608
GPSM1	1458.35483337003	-0.403155567757401	0.063209727797323	-6.37806207693359	1.79342823765335e-10	4.35746127519997e-08	ENSG00000160360	GPSM1	protein_coding	chr9	136327476	136359605	chr9:136327476	GPSM1	protein_coding	chr9	136327476	136359605	chr9:136327476	ENSG00000160360
HSPB8	2285.45667920706	-0.631460185134601	0.0991187793643929	-6.37074214577591	1.88115682757558e-10	4.49919805620303e-08	ENSG00000152137	HSPB8	protein_coding	chr12	119178642	119221131	chr12:119178642	HSPB8	protein_coding	chr12	119171555	119224855	chr12:119171555	ENSG00000152137
GSTM1	1161.17432583705	-0.528601997601159	0.0831499014485657	-6.35721736757726	2.0544118915546e-10	4.83798197292712e-08	ENSG00000134184	GSTM1	protein_coding	chr1	109687814	109709039	chr1:109687814	GSTM1	protein_coding	chr1	109687814	109709039	chr1:109687814	ENSG00000134184
LRRC8E	273.88040946781	-0.70019651350889	0.110700728379766	-6.32513013922386	2.5301924959809e-10	5.78054575163875e-08	ENSG00000171017	LRRC8E	protein_coding	chr19	7888505	7902021	chr19:7888505	LRRC8E	protein_coding	chr19	7888505	7902021	chr19:7888505	ENSG00000171017
MAGEE1	219.739232061493	-0.756785110132048	0.119627439663638	-6.32618329256176	2.51299293637468e-10	5.78054575163875e-08	ENSG00000198934	MAGEE1	protein_coding	chrX	76427724	76431353	chrX:76427724	MAGEE1	protein_coding	chrX	76427710	76431342	chrX:76427710	ENSG00000198934
ARHGEF25	578.896539779616	-0.525472735528984	0.0836589835780824	-6.28112741817546	3.36126509578384e-10	7.56630659134752e-08	ENSG00000240771	ARHGEF25	protein_coding	chr12	57610180	57619379	chr12:57610180	ARHGEF25	protein_coding	chr12	57610180	57617245	chr12:57610180	ENSG00000240771
AXIN1	672.214893594087	-0.432316811528684	0.0688946933828927	-6.27503789190291	3.49549154719529e-10	7.75441871201714e-08	ENSG00000103126	AXIN1	protein_coding	chr16	287440	352673	chr16:287440	AXIN1	protein_coding	chr16	287440	352723	chr16:287440	ENSG00000103126
VSTM4	2436.36559944016	-0.44341439256934	0.0707135278206707	-6.27057376763662	3.59720077073353e-10	7.86605031394546e-08	ENSG00000165633	VSTM4	protein_coding	chr10	49014245	49115509	chr10:49014245	VSTM4	protein_coding	chr10	49014236	49115522	chr10:49014236	ENSG00000165633
FEZ1	1019.44622701665	-0.47915131066701	0.0765047294260469	-6.26302862923239	3.77571265290167e-10	8.1401174053473e-08	ENSG00000149557	FEZ1	protein_coding	chr11	125445745	125496317	chr11:125445745	FEZ1	protein_coding	chr11	125442881	125592568	chr11:125442881	ENSG00000149557
RAB11FIP3	1260.77747593938	-0.461076477004381	0.0736478220458302	-6.26055821063464	3.83601846502138e-10	8.15526870056697e-08	ENSG00000090565	RAB11FIP3	protein_coding	chr16	425619	523011	chr16:425619	RAB11FIP3	protein_coding	chr16	425649	523011	chr16:425649	ENSG00000090565
RGN	105.971091506727	-1.20867935671486	0.194346547098447	-6.21919645478751	4.99707328911819e-10	1.04781097036345e-07	ENSG00000130988	RGN	protein_coding	chrX	47078355	47093314	chrX:47078355	RGN	protein_coding	chrX	47078355	47093314	chrX:47078355	ENSG00000130988
SEPN1	7882.52064477981	-0.5118037030246	0.0823424733216058	-6.2155493074108	5.11454094157895e-10	1.05794970530742e-07	ENSG00000162430	SEPN1	protein_coding	chr1	25800176	25818224	chr1:25800176	SELENON	protein_coding	chr1	25800193	25818221	chr1:25800193	ENSG00000162430
UNC119	576.322676372619	-0.526495687763263	0.0859206169428373	-6.12769910757902	8.91589910370418e-10	1.81967556773867e-07	ENSG00000109103	UNC119	protein_coding	chr17	28546707	28552668	chr17:28546707	UNC119	protein_coding	chr17	28546708	28552631	chr17:28546708	ENSG00000109103
EXT2	9126.65017114648	-0.446073104026504	0.0728752827933006	-6.12104800048214	9.29618923896357e-10	1.87232590369494e-07	ENSG00000151348	EXT2	protein_coding	chr11	44095549	44245429	chr11:44095549	EXT2	protein_coding	chr11	44095648	44251962	chr11:44095648	ENSG00000151348
MVB12B	262.611080772063	-1.14693908583965	0.188885243228263	-6.07214765027251	1.26210804667963e-09	2.50897245071754e-07	ENSG00000196814	MVB12B	protein_coding	chr9	126326849	126507041	chr9:126326849	MVB12B	protein_coding	chr9	126326829	126507041	chr9:126326829	ENSG00000196814
SNTB1	890.903302981787	0.528343149412182	0.0875460175746409	6.03503350636963	1.58929707234463e-09	3.11889362645888e-07	ENSG00000172164	SNTB1	protein_coding	chr8	120535745	120813273	chr8:120535745	SNTB1	protein_coding	chr8	120535745	120813273	chr8:120535745	ENSG00000172164
PLEKHA4	1635.4381171272	0.338164037488264	0.0560665057683274	6.03148052217829	1.62464309496636e-09	3.14790023476584e-07	ENSG00000105559	PLEKHA4	protein_coding	chr19	48837097	48868632	chr19:48837097	PLEKHA4	protein_coding	chr19	48837097	48868617	chr19:48837097	ENSG00000105559
DIRC2	735.873501710233	-0.561947931562202	0.0933836188829583	-6.01762855503078	1.76990744806204e-09	3.38649666343571e-07	ENSG00000138463	DIRC2	protein_coding	chr3	122794795	122881139	chr3:122794795	SLC49A4	protein_coding	chr3	122795069	122881139	chr3:122795069	ENSG00000138463
FGD1	1018.63454553674	-0.447744989930909	0.0745809701865948	-6.00347499919472	1.93138517436778e-09	3.64984109432687e-07	ENSG00000102302	FGD1	protein_coding	chrX	54445454	54496166	chrX:54445454	FGD1	protein_coding	chrX	54445454	54496234	chrX:54445454	ENSG00000102302
PTGFR	1158.76745898621	0.386716837822924	0.0645066087887723	5.99499563043584	2.03490913969032e-09	3.798579780639e-07	ENSG00000122420	PTGFR	protein_coding	chr1	78303884	78539749	chr1:78303884	PTGFR	protein_coding	chr1	78303884	78540701	chr1:78303884	ENSG00000122420
SCUBE3	24675.6638191332	-0.6806890145757	0.113684204112796	-5.98754259563035	2.13035161956516e-09	3.92883039044385e-07	ENSG00000146197	SCUBE3	protein_coding	chr6	35214419	35253079	chr6:35214419	SCUBE3	protein_coding	chr6	35213956	35253079	chr6:35213956	ENSG00000146197
PIGX	1008.60312552204	-0.513507579330429	0.0858743253341058	-5.97975678216461	2.23471030687108e-09	4.07222746038996e-07	ENSG00000163964	PIGX	protein_coding	chr3	196639775	196736007	chr3:196639775	PIGX	protein_coding	chr3	196639775	196736007	chr3:196639775	ENSG00000163964
PHYHD1	217.835022965875	0.69440638603362	0.116904770232803	5.939932003209	2.85140320905499e-09	5.13487399070644e-07	ENSG00000175287	PHYHD1	protein_coding	chr9	128920895	128942041	chr9:128920895	PHYHD1	protein_coding	chr9	128920966	128942041	chr9:128920966	ENSG00000175287
CCSAP	630.755360968798	-0.452082214698898	0.0762122118627012	-5.93188681511223	2.99473049295903e-09	5.33027205299114e-07	ENSG00000154429	CCSAP	protein_coding	chr1	229321005	229343294	chr1:229321005	CCSAP	protein_coding	chr1	229321011	229343294	chr1:229321011	ENSG00000154429
SEMA4F	759.483910913631	-0.466426955708741	0.0787109567564398	-5.92581992303861	3.10742967722528e-09	5.46729035279165e-07	ENSG00000135622	SEMA4F	protein_coding	chr2	74654228	74683853	chr2:74654228	SEMA4F	protein_coding	chr2	74654228	74683853	chr2:74654228	ENSG00000135622
OGFR	1351.06670746041	-0.329044279791707	0.0558394000587035	-5.89269009777659	3.79958590420218e-09	6.53486083546322e-07	ENSG00000060491	OGFR	protein_coding	chr20	62804835	62814000	chr20:62804835	OGFR	protein_coding	chr20	62804835	62814000	chr20:62804835	ENSG00000060491
CSPG4	4787.11020354222	-0.484461750911319	0.0826986252834366	-5.85815966409239	4.68024577696717e-09	7.96005801200405e-07	ENSG00000173546	CSPG4	protein_coding	chr15	75674322	75712848	chr15:75674322	CSPG4	protein_coding	chr15	75674322	75712848	chr15:75674322	ENSG00000173546
TMEM154	1105.60181292947	0.536794816010977	0.0918160790015937	5.84641406873474	5.02282848979694e-09	8.44883908717822e-07	ENSG00000170006	TMEM154	protein_coding	chr4	152618632	152680165	chr4:152618632	TMEM154	protein_coding	chr4	152618628	152680012	chr4:152618628	ENSG00000170006
SEPT5	547.843741972658	-0.690771620017455	0.118275938593154	-5.84033936431971	5.20945942411985e-09	8.6675212396742e-07	ENSG00000184702	SEPT5	protein_coding	chr22	19714464	19724772	chr22:19714464	SEPTIN5	protein_coding	chr22	19714503	19724224	chr22:19714503	ENSG00000184702
MAPK8IP1	317.509213193851	-0.759120478278614	0.130453987517881	-5.81906688114505	5.91770539461706e-09	9.74003402961325e-07	ENSG00000121653	MAPK8IP1	protein_coding	chr11	45885651	45906465	chr11:45885651	MAPK8IP1	protein_coding	chr11	45885651	45906465	chr11:45885651	ENSG00000121653
TYMP	243.243918633587	0.588972988452306	0.10135586411264	5.81094141526692	6.21225021911275e-09	1.01160546919105e-06	ENSG00000025708	TYMP	protein_coding	chr22	50525752	50530056	chr22:50525752	TYMP	protein_coding	chr22	50525752	50530032	chr22:50525752	ENSG00000025708
ENOSF1	488.156290443491	0.478602390308416	0.082462081381417	5.80390868494705	6.4786569170613e-09	1.04388212031008e-06	ENSG00000132199	ENOSF1	protein_coding	chr18	670324	712676	chr18:670324	ENOSF1	protein_coding	chr18	670318	712662	chr18:670318	ENSG00000132199
BEND7	193.788939641319	-0.816457524597038	0.140752713357295	-5.8006521162011	6.60575182383297e-09	1.0532733663272e-06	ENSG00000165626	BEND7	protein_coding	chr10	13438484	13528974	chr10:13438484	BEND7	protein_coding	chr10	13438484	13529014	chr10:13438484	ENSG00000165626
DDX19B	1654.31273857333	0.301674975820339	0.0520545813393901	5.79535879567355	6.817526884651e-09	1.07583385591086e-06	ENSG00000157349	DDX19B	protein_coding	chr16	70289663	70335283	chr16:70289663	DDX19B	protein_coding	chr16	70289663	70335305	chr16:70289663	ENSG00000157349
TOR4A	633.075589039479	-0.673018007192361	0.116455201215525	-5.77920093020833	7.50562453829431e-09	1.17233260007828e-06	ENSG00000198113	TOR4A	protein_coding	chr9	137277749	137282641	chr9:137277749	TOR4A	protein_coding	chr9	137277726	137282641	chr9:137277726	ENSG00000198113
